position,title,artists_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,country
21,AMARGURA,[790FomKkXshlbRYZFtlgla],0.912,0.7,6,-3.331,0,0.068,0.163,0.0,0.174,0.535,106.981,audio_features,505v13epFXodT9fVAJ6h8k,spotify:track:505v13epFXodT9fVAJ6h8k,https://api.spotify.com/v1/tracks/505v13epFXodT9fVAJ6h8k,https://api.spotify.com/v1/audio-analysis/505v13epFXodT9fVAJ6h8k,170480,4,Colombia
22,Orion,"[2NfSBtmWe7oPw1EmetJVso, 0zO8yNnw5GQgutcIyXfGBY]",0.857,0.705,1,-4.775,1,0.183,0.322,0.00249,0.197,0.874,105.011,audio_features,5pVJ3IlnpIorU44oXizzG5,spotify:track:5pVJ3IlnpIorU44oXizzG5,https://api.spotify.com/v1/tracks/5pVJ3IlnpIorU44oXizzG5,https://api.spotify.com/v1/audio-analysis/5pVJ3IlnpIorU44oXizzG5,240964,4,Colombia
23,Movimiento de Caderas,[2xmhyxkjpGNBeWXVMeVWHb],0.72,0.578,9,-6.784,0,0.48,0.103,0.0,0.119,0.671,180.132,audio_features,3vpvKFigw8bNApZzuOleGe,spotify:track:3vpvKFigw8bNApZzuOleGe,https://api.spotify.com/v1/tracks/3vpvKFigw8bNApZzuOleGe,https://api.spotify.com/v1/audio-analysis/3vpvKFigw8bNApZzuOleGe,190000,4,Colombia
24,Santa,"[1fctva4kpRbg2k3v7kwRuS, 1mcTU81TzQhprhouKaTkpq, 3ZpEKRjHaHANcpk10u6Ntq]",0.725,0.709,3,-5.017,0,0.129,0.321,0.000189,0.114,0.648,99.993,audio_features,6a9Z1jUms915w4O7N1PxjY,spotify:track:6a9Z1jUms915w4O7N1PxjY,https://api.spotify.com/v1/tracks/6a9Z1jUms915w4O7N1PxjY,https://api.spotify.com/v1/audio-analysis/6a9Z1jUms915w4O7N1PxjY,193039,4,Colombia
25,CUAL ES ESA,"[2LRoIwlKmHjgvigdNGBHNo, 7GQDI5Vmxs92RsIRZzYT11]",0.916,0.481,6,-4.483,0,0.194,0.0179,0.0,0.121,0.714,95.998,audio_features,05sO6FK8E9l2cfwnEUTjHq,spotify:track:05sO6FK8E9l2cfwnEUTjHq,https://api.spotify.com/v1/tracks/05sO6FK8E9l2cfwnEUTjHq,https://api.spotify.com/v1/audio-analysis/05sO6FK8E9l2cfwnEUTjHq,172507,4,Colombia
26,A Vapor - Remix,"[0x6LwydMMHwLVnyML3s4lb, 4LyGCVZ22bGCY4BaW04Uyl, 1g9s0VQvScNH2eh7JCbzUu]",0.872,0.702,7,-5.599,1,0.112,0.166,0.000348,0.135,0.45,91.984,audio_features,0P7K96WwPfxU4F7rv7olpA,spotify:track:0P7K96WwPfxU4F7rv7olpA,https://api.spotify.com/v1/tracks/0P7K96WwPfxU4F7rv7olpA,https://api.spotify.com/v1/audio-analysis/0P7K96WwPfxU4F7rv7olpA,206684,4,Colombia
27,Doblexxó,"[1vyhD5VmyZ7KMfW5gqLgo5, 2LRoIwlKmHjgvigdNGBHNo]",0.787,0.775,1,-4.607,0,0.0699,0.0373,0.0,0.116,0.826,99.008,audio_features,2llFXBrftm6YJzBj3tpk0s,spotify:track:2llFXBrftm6YJzBj3tpk0s,https://api.spotify.com/v1/tracks/2llFXBrftm6YJzBj3tpk0s,https://api.spotify.com/v1/audio-analysis/2llFXBrftm6YJzBj3tpk0s,176720,4,Colombia
28,QLONA,"[790FomKkXshlbRYZFtlgla, 12GqGscKJx3aE4t07u7eVZ]",0.841,0.738,7,-7.455,0,0.307,0.52,0.0,0.0892,0.484,169.918,audio_features,5RqSsdzTNPX1uzkmlHCFvK,spotify:track:5RqSsdzTNPX1uzkmlHCFvK,https://api.spotify.com/v1/tracks/5RqSsdzTNPX1uzkmlHCFvK,https://api.spotify.com/v1/audio-analysis/5RqSsdzTNPX1uzkmlHCFvK,172798,4,Colombia
29,Según Quién,"[1r4hJ1h58CWwUQe3MxPuau, 66ihevNkSYNzRAl44dx6jJ]",0.909,0.762,9,-3.974,1,0.0643,0.434,0.0,0.0856,0.843,101.987,audio_features,4bw8mcDUSRWfQo63ZTYRnU,spotify:track:4bw8mcDUSRWfQo63ZTYRnU,https://api.spotify.com/v1/tracks/4bw8mcDUSRWfQo63ZTYRnU,https://api.spotify.com/v1/audio-analysis/4bw8mcDUSRWfQo63ZTYRnU,142335,3,Colombia
30,Dile a Tu Amiga,[3jGlU8UMMo44I2xeLQ6FD3],0.794,0.576,2,-12.111,1,0.0591,0.225,0.00381,0.0854,0.914,94.993,audio_features,3u2jlo9kygiIAq7SPVuw6S,spotify:track:3u2jlo9kygiIAq7SPVuw6S,https://api.spotify.com/v1/tracks/3u2jlo9kygiIAq7SPVuw6S,https://api.spotify.com/v1/audio-analysis/3u2jlo9kygiIAq7SPVuw6S,214121,4,Colombia
31,Borro Cassette,[1r4hJ1h58CWwUQe3MxPuau],0.73,0.701,5,-5.885,0,0.106,0.132,0.0,0.151,0.785,175.95,audio_features,6DUdDIRgLqCGq1DwkNWQTN,spotify:track:6DUdDIRgLqCGq1DwkNWQTN,https://api.spotify.com/v1/tracks/6DUdDIRgLqCGq1DwkNWQTN,https://api.spotify.com/v1/audio-analysis/6DUdDIRgLqCGq1DwkNWQTN,207307,4,Colombia
32,QUEMA,"[7j6DKwmjbxvpQO8h914uEz, 12GqGscKJx3aE4t07u7eVZ, 18dspUI6gqabm5XCC2RcUD]",0.819,0.861,0,-3.322,1,0.0491,0.0286,0.000836,0.0676,0.905,97.014,audio_features,0zNMdrDEs5N0JPQ7RYQZln,spotify:track:0zNMdrDEs5N0JPQ7RYQZln,https://api.spotify.com/v1/tracks/0zNMdrDEs5N0JPQ7RYQZln,https://api.spotify.com/v1/audio-analysis/0zNMdrDEs5N0JPQ7RYQZln,150928,4,Colombia
33,Yo Te Quiero (feat. Chris Jonex),"[2P5WbTImnPSJQV4ZbQuQZ3, 5J5DLfdC5YmPjVk8ljdOqU, 3bkz7ccHi6jiOIag1UyKkE, 3tLXPx5dsnZtsodGSf6t8E]",0.805,0.698,10,-7.078,0,0.13,0.349,4e-06,0.0743,0.769,112.026,audio_features,5rRYtMoEDY3HrvV13jcsom,spotify:track:5rRYtMoEDY3HrvV13jcsom,https://api.spotify.com/v1/tracks/5rRYtMoEDY3HrvV13jcsom,https://api.spotify.com/v1/audio-analysis/5rRYtMoEDY3HrvV13jcsom,195536,4,Colombia
34,Brickell,"[2LRoIwlKmHjgvigdNGBHNo, 0eHQ9o50hj6ZDNBt6Ys1sD]",0.805,0.89,11,-1.502,0,0.0634,0.0704,0.0,0.121,0.489,93.037,audio_features,0rNqDh9zWWJVTLS4VfceHP,spotify:track:0rNqDh9zWWJVTLS4VfceHP,https://api.spotify.com/v1/tracks/0rNqDh9zWWJVTLS4VfceHP,https://api.spotify.com/v1/audio-analysis/0rNqDh9zWWJVTLS4VfceHP,180360,4,Colombia
35,Algo Que Se Quede,[1zng9JZpblpk48IPceRWs8],0.751,0.722,2,-4.197,1,0.0506,0.457,0.0,0.178,0.788,140.043,audio_features,1JXcB149QtbcIpDUA6YZOB,spotify:track:1JXcB149QtbcIpDUA6YZOB,https://api.spotify.com/v1/tracks/1JXcB149QtbcIpDUA6YZOB,https://api.spotify.com/v1/audio-analysis/1JXcB149QtbcIpDUA6YZOB,220135,4,Colombia
36,Die With A Smile,"[1HY2Jd0NmPuamShAr6KMms, 0du5cEVh5yTK9QJze8zA0C]",0.521,0.592,6,-7.777,0,0.0304,0.308,0.0,0.122,0.535,157.969,audio_features,2plbrEY59IikOBgBGLjaoe,spotify:track:2plbrEY59IikOBgBGLjaoe,https://api.spotify.com/v1/tracks/2plbrEY59IikOBgBGLjaoe,https://api.spotify.com/v1/audio-analysis/2plbrEY59IikOBgBGLjaoe,251668,3,Colombia
37,SI SABE FERXXO,"[1TA5sGRlKUJXBN4ZyJuDIX, 2LRoIwlKmHjgvigdNGBHNo]",0.726,0.831,8,-2.035,0,0.12,0.0139,4e-06,0.0891,0.489,95.997,audio_features,7chTH3GBjjAyagf0SPCZDL,spotify:track:7chTH3GBjjAyagf0SPCZDL,https://api.spotify.com/v1/tracks/7chTH3GBjjAyagf0SPCZDL,https://api.spotify.com/v1/audio-analysis/7chTH3GBjjAyagf0SPCZDL,152500,4,Colombia
38,Normal,[2LRoIwlKmHjgvigdNGBHNo],0.709,0.56,4,-4.867,0,0.171,0.034,0.0,0.315,0.541,170.082,audio_features,0T2pB7P1VdXPhLdQZ488uH,spotify:track:0T2pB7P1VdXPhLdQZ488uH,https://api.spotify.com/v1/tracks/0T2pB7P1VdXPhLdQZ488uH,https://api.spotify.com/v1/audio-analysis/0T2pB7P1VdXPhLdQZ488uH,171880,4,Colombia
39,No Me Cansare,"[5MraexJKZDrQYzS98kNwie, 790FomKkXshlbRYZFtlgla]",0.667,0.744,1,-4.634,0,0.0977,0.0667,0.0,0.211,0.562,167.911,audio_features,6eDU6kAtlOLVEkVu4st1Bt,spotify:track:6eDU6kAtlOLVEkVu4st1Bt,https://api.spotify.com/v1/tracks/6eDU6kAtlOLVEkVu4st1Bt,https://api.spotify.com/v1/audio-analysis/6eDU6kAtlOLVEkVu4st1Bt,162857,4,Colombia
40,CLASSY 101,"[2LRoIwlKmHjgvigdNGBHNo, 3qsKSpcV3ncke3hw52JSMB]",0.858,0.665,11,-4.772,1,0.152,0.126,0.0,0.119,0.659,100.09,audio_features,1hZsWUnLbqRw09jLAMQSsb,spotify:track:1hZsWUnLbqRw09jLAMQSsb,https://api.spotify.com/v1/tracks/1hZsWUnLbqRw09jLAMQSsb,https://api.spotify.com/v1/audio-analysis/1hZsWUnLbqRw09jLAMQSsb,195587,4,Colombia
41,Una Vida Pasada,"[28gNT5KBp7IjEOQoevXf9N, 66ihevNkSYNzRAl44dx6jJ]",0.768,0.679,7,-5.539,0,0.0411,0.656,3.7e-05,0.143,0.948,89.975,audio_features,2mLTxNa0bwZX8eNBsuODLX,spotify:track:2mLTxNa0bwZX8eNBsuODLX,https://api.spotify.com/v1/tracks/2mLTxNa0bwZX8eNBsuODLX,https://api.spotify.com/v1/audio-analysis/2mLTxNa0bwZX8eNBsuODLX,218500,4,Colombia
