position,title,artists_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,country
6,Espresso,[74KM79TiuVKeVCqs8QtB0B],0.699,0.776,0,-5.282,1,0.0293,0.131,5e-06,0.205,0.708,103.963,audio_features,2HRqTpkrJO5ggZyyK6NPWz,spotify:track:2HRqTpkrJO5ggZyyK6NPWz,https://api.spotify.com/v1/tracks/2HRqTpkrJO5ggZyyK6NPWz,https://api.spotify.com/v1/audio-analysis/2HRqTpkrJO5ggZyyK6NPWz,175459,4,New Zealand
7,A Bar Song (Tipsy),[3y2cIKLjiOlp1Np37WiUdH],0.722,0.706,9,-4.857,1,0.0292,0.072,0.0,0.067,0.599,80.969,audio_features,5fZJQrFKWQLb7FpJXZ1g7K,spotify:track:5fZJQrFKWQLb7FpJXZ1g7K,https://api.spotify.com/v1/tracks/5fZJQrFKWQLb7FpJXZ1g7K,https://api.spotify.com/v1/audio-analysis/5fZJQrFKWQLb7FpJXZ1g7K,171292,4,New Zealand
8,Beautiful Things,[22wbnEMDvgVIAGdFeek6ET],0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,audio_features,3xkHsmpQCBMytMJNiDf3Ii,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,https://api.spotify.com/v1/tracks/3xkHsmpQCBMytMJNiDf3Ii,https://api.spotify.com/v1/audio-analysis/3xkHsmpQCBMytMJNiDf3Ii,180304,3,New Zealand
9,Lose Control,[33qOK5uJ8AR2xuQQAhHump],0.561,0.604,9,-4.409,1,0.0337,0.199,1.9e-05,0.104,0.242,159.92,audio_features,17phhZDn6oGtzMe56NuWvj,spotify:track:17phhZDn6oGtzMe56NuWvj,https://api.spotify.com/v1/tracks/17phhZDn6oGtzMe56NuWvj,https://api.spotify.com/v1/audio-analysis/17phhZDn6oGtzMe56NuWvj,210689,3,New Zealand
10,"Good Luck, Babe!",[7GlBOeep6PqTfFi59PTUUN],0.7,0.582,11,-5.96,0,0.0356,0.0502,0.0,0.0881,0.785,116.712,audio_features,0WbMK4wrZ1wFSty9F7FCgu,spotify:track:0WbMK4wrZ1wFSty9F7FCgu,https://api.spotify.com/v1/tracks/0WbMK4wrZ1wFSty9F7FCgu,https://api.spotify.com/v1/audio-analysis/0WbMK4wrZ1wFSty9F7FCgu,218424,4,New Zealand
11,Too Sweet,[2FXC3k01G6Gw61bmprjgqS],0.74,0.643,10,-5.446,1,0.0413,0.041,0.00229,0.0407,0.96,117.025,audio_features,19XpFsce28aByvCC4g89tJ,spotify:track:19XpFsce28aByvCC4g89tJ,https://api.spotify.com/v1/tracks/19XpFsce28aByvCC4g89tJ,https://api.spotify.com/v1/audio-analysis/19XpFsce28aByvCC4g89tJ,251424,4,New Zealand
12,Dreams - 2004 Remaster,[08GQAI4eElDnROBrJRGE0X],0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,audio_features,0ofHAoxe9vBkTCp2UQIavz,spotify:track:0ofHAoxe9vBkTCp2UQIavz,https://api.spotify.com/v1/tracks/0ofHAoxe9vBkTCp2UQIavz,https://api.spotify.com/v1/audio-analysis/0ofHAoxe9vBkTCp2UQIavz,257800,4,New Zealand
13,Timeless (with Playboi Carti),"[1Xyo4u8uXC1ZmMpatF05PJ, 699OTQXzgjhIYAHMy9RyPD]",0.769,0.722,11,-5.485,0,0.0507,0.0584,3e-06,0.111,0.57,119.973,audio_features,1Es7AUAhQvapIcoh3qMKDL,spotify:track:1Es7AUAhQvapIcoh3qMKDL,https://api.spotify.com/v1/tracks/1Es7AUAhQvapIcoh3qMKDL,https://api.spotify.com/v1/audio-analysis/1Es7AUAhQvapIcoh3qMKDL,256000,4,New Zealand
14,I Had Some Help (Feat. Morgan Wallen),"[246dkjvS1zLTtiykXe5h60, 4oUHIQIBe0LHzYfvXNW4QM]",0.644,0.874,0,-4.723,1,0.0265,0.0113,0.0,0.227,0.753,128.017,audio_features,5IZXB5IKAD2qlvTPJYDCFB,spotify:track:5IZXB5IKAD2qlvTPJYDCFB,https://api.spotify.com/v1/tracks/5IZXB5IKAD2qlvTPJYDCFB,https://api.spotify.com/v1/audio-analysis/5IZXB5IKAD2qlvTPJYDCFB,178206,4,New Zealand
15,Yellow,[4gzpq5DPGxSnKTe4SA8HAU],0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,audio_features,3AJwUDP919kvQ9QcozQPxg,spotify:track:3AJwUDP919kvQ9QcozQPxg,https://api.spotify.com/v1/tracks/3AJwUDP919kvQ9QcozQPxg,https://api.spotify.com/v1/audio-analysis/3AJwUDP919kvQ9QcozQPxg,266773,4,New Zealand
16,WILDFLOWER,[6qqNVTkY8uBg9cP3Jd7DAH],0.467,0.247,6,-12.002,0,0.0431,0.612,0.000271,0.17,0.126,148.101,audio_features,3QaPy1KgI7nu9FJEQUgn6h,spotify:track:3QaPy1KgI7nu9FJEQUgn6h,https://api.spotify.com/v1/tracks/3QaPy1KgI7nu9FJEQUgn6h,https://api.spotify.com/v1/audio-analysis/3QaPy1KgI7nu9FJEQUgn6h,261467,4,New Zealand
17,Please Please Please,[74KM79TiuVKeVCqs8QtB0B],0.675,0.586,9,-6.086,1,0.0531,0.257,0.0,0.104,0.621,107.015,audio_features,2tHwzyyOLoWSFqYNjeVMzj,spotify:track:2tHwzyyOLoWSFqYNjeVMzj,https://api.spotify.com/v1/tracks/2tHwzyyOLoWSFqYNjeVMzj,https://api.spotify.com/v1/audio-analysis/2tHwzyyOLoWSFqYNjeVMzj,186365,4,New Zealand
18,Austin (Boots Stop Workin'),[7Ez6lTtSMjMf2YSYpukP1I],0.756,0.672,0,-6.743,1,0.0522,0.464,3e-06,0.108,0.739,114.935,audio_features,2uqYupMHANxnwgeiXTZXzd,spotify:track:2uqYupMHANxnwgeiXTZXzd,https://api.spotify.com/v1/tracks/2uqYupMHANxnwgeiXTZXzd,https://api.spotify.com/v1/audio-analysis/2uqYupMHANxnwgeiXTZXzd,171783,4,New Zealand
19,Bed Chem,[74KM79TiuVKeVCqs8QtB0B],0.739,0.727,11,-5.968,0,0.0426,0.0678,0.0,0.104,0.676,94.99,audio_features,1UHS8Rf6h5Ar3CDWRd3wjF,spotify:track:1UHS8Rf6h5Ar3CDWRd3wjF,https://api.spotify.com/v1/tracks/1UHS8Rf6h5Ar3CDWRd3wjF,https://api.spotify.com/v1/audio-analysis/1UHS8Rf6h5Ar3CDWRd3wjF,171870,4,New Zealand
20,"I Love You, I'm Sorry",[4tuJ0bMpJh08umKkEXKUI5],0.53,0.406,10,-7.507,1,0.033,0.656,0.0,0.133,0.338,115.94,audio_features,51rfRCiUSvxXlCSCfIztBy,spotify:track:51rfRCiUSvxXlCSCfIztBy,https://api.spotify.com/v1/tracks/51rfRCiUSvxXlCSCfIztBy,https://api.spotify.com/v1/audio-analysis/51rfRCiUSvxXlCSCfIztBy,157147,3,New Zealand
21,St. Chroma (feat. Daniel Caesar),"[4V8LLVI7PbaPR0K2TGSxFF, 20wkVLutqVOYrc0kxFs7rA]",0.576,0.884,0,-5.058,1,0.555,0.357,0.0,0.368,0.373,150.45,audio_features,1QoyuMHNBe7lg3YW4Qtll4,spotify:track:1QoyuMHNBe7lg3YW4Qtll4,https://api.spotify.com/v1/tracks/1QoyuMHNBe7lg3YW4Qtll4,https://api.spotify.com/v1/audio-analysis/1QoyuMHNBe7lg3YW4Qtll4,197020,4,New Zealand
22,Stargazing,[3bO19AOone0ubCsfDXDtYt],0.635,0.601,1,-6.129,0,0.0295,0.246,0.0,0.11,0.332,123.994,audio_features,3Vr3zh0r7ALn8VLqCiRR10,spotify:track:3Vr3zh0r7ALn8VLqCiRR10,https://api.spotify.com/v1/tracks/3Vr3zh0r7ALn8VLqCiRR10,https://api.spotify.com/v1/audio-analysis/3Vr3zh0r7ALn8VLqCiRR10,172533,4,New Zealand
23,MILLION DOLLAR BABY,[1WaFQSHVGZQJTbf0BdxdNo],0.852,0.697,1,-5.52,0,0.0439,0.0973,0.00037,0.0678,0.919,138.029,audio_features,5AJ9hqTS2wcFQCELCFRO7A,spotify:track:5AJ9hqTS2wcFQCELCFRO7A,https://api.spotify.com/v1/tracks/5AJ9hqTS2wcFQCELCFRO7A,https://api.spotify.com/v1/audio-analysis/5AJ9hqTS2wcFQCELCFRO7A,155152,4,New Zealand
24,HOT TO GO!,[7GlBOeep6PqTfFi59PTUUN],0.742,0.757,6,-4.981,1,0.0421,0.0187,0.0,0.305,0.957,139.982,audio_features,4xdBrk0nFZaP54vvZj0yx7,spotify:track:4xdBrk0nFZaP54vvZj0yx7,https://api.spotify.com/v1/tracks/4xdBrk0nFZaP54vvZj0yx7,https://api.spotify.com/v1/audio-analysis/4xdBrk0nFZaP54vvZj0yx7,184841,4,New Zealand
25,(Sittin' On) the Dock of the Bay,[60df5JBRRPcnSpsIMxxwQm],0.768,0.367,2,-11.226,1,0.0315,0.683,1.8e-05,0.081,0.532,103.621,audio_features,3zBhihYUHBmGd2bcQIobrF,spotify:track:3zBhihYUHBmGd2bcQIobrF,https://api.spotify.com/v1/tracks/3zBhihYUHBmGd2bcQIobrF,https://api.spotify.com/v1/audio-analysis/3zBhihYUHBmGd2bcQIobrF,163756,4,New Zealand
26,Something in the Orange,[40ZNYROS4zLfyyBSs2PGe2],0.369,0.192,4,-12.151,0,0.04,0.555,8e-06,0.0954,0.148,175.212,audio_features,3WMj8moIAXJhHsyLaqIIHI,spotify:track:3WMj8moIAXJhHsyLaqIIHI,https://api.spotify.com/v1/tracks/3WMj8moIAXJhHsyLaqIIHI,https://api.spotify.com/v1/audio-analysis/3WMj8moIAXJhHsyLaqIIHI,228013,3,New Zealand
27,FE!N (feat. Playboi Carti),"[0Y5tJX1MQlPlqiwlOH1tJY, 699OTQXzgjhIYAHMy9RyPD]",0.569,0.882,3,-2.777,0,0.06,0.0316,0.0,0.142,0.201,148.038,audio_features,42VsgItocQwOQC3XWZ8JNA,spotify:track:42VsgItocQwOQC3XWZ8JNA,https://api.spotify.com/v1/tracks/42VsgItocQwOQC3XWZ8JNA,https://api.spotify.com/v1/audio-analysis/42VsgItocQwOQC3XWZ8JNA,191701,4,New Zealand
28,That's What I Like,[0du5cEVh5yTK9QJze8zA0C],0.853,0.56,1,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066,audio_features,0KKkJNfGyhkQ5aFogxQAPU,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,https://api.spotify.com/v1/tracks/0KKkJNfGyhkQ5aFogxQAPU,https://api.spotify.com/v1/audio-analysis/0KKkJNfGyhkQ5aFogxQAPU,206693,4,New Zealand
29,Iris,[2sil8z5kiy4r76CRTXxBCA],0.315,0.715,11,-8.072,0,0.0362,0.00125,8e-06,0.0942,0.497,155.925,audio_features,6Qyc6fS4DsZjB2mRW9DsQs,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,https://api.spotify.com/v1/tracks/6Qyc6fS4DsZjB2mRW9DsQs,https://api.spotify.com/v1/audio-analysis/6Qyc6fS4DsZjB2mRW9DsQs,289533,3,New Zealand
30,The Door,[33qOK5uJ8AR2xuQQAhHump],0.731,0.861,8,-5.483,0,0.0532,0.0193,0.0,0.123,0.759,127.922,audio_features,3dj4wgM3cPeuLwMNHDuBon,spotify:track:3dj4wgM3cPeuLwMNHDuBon,https://api.spotify.com/v1/tracks/3dj4wgM3cPeuLwMNHDuBon,https://api.spotify.com/v1/audio-analysis/3dj4wgM3cPeuLwMNHDuBon,212649,4,New Zealand
31,Stick Season,[2RQXRUsr4IW1f3mKyKsy4B],0.664,0.5,9,-6.935,1,0.0651,0.799,0.0,0.0966,0.801,117.896,audio_features,0mflMxspEfB0VbI1kyLiAv,spotify:track:0mflMxspEfB0VbI1kyLiAv,https://api.spotify.com/v1/tracks/0mflMxspEfB0VbI1kyLiAv,https://api.spotify.com/v1/audio-analysis/0mflMxspEfB0VbI1kyLiAv,182347,4,New Zealand
32,Slow It Down,[22wbnEMDvgVIAGdFeek6ET],0.432,0.583,8,-4.682,1,0.0687,0.174,0.0,0.0933,0.544,181.489,audio_features,51eSHglvG1RJXtL3qI5trr,spotify:track:51eSHglvG1RJXtL3qI5trr,https://api.spotify.com/v1/tracks/51eSHglvG1RJXtL3qI5trr,https://api.spotify.com/v1/audio-analysis/51eSHglvG1RJXtL3qI5trr,161831,4,New Zealand
33,Have You Ever Seen The Rain,[3IYUhFvPQItj6xySrBmZkd],0.741,0.697,0,-7.028,1,0.0277,0.0664,2.3e-05,0.133,0.774,116.109,audio_features,2LawezPeJhN4AWuSB0GtAU,spotify:track:2LawezPeJhN4AWuSB0GtAU,https://api.spotify.com/v1/tracks/2LawezPeJhN4AWuSB0GtAU,https://api.spotify.com/v1/audio-analysis/2LawezPeJhN4AWuSB0GtAU,160133,4,New Zealand
34,BACKBONE,"[3jNkaOXasoc7RsxdchvEVq, 2SrSdSvpminqmStGELCSNd]",0.777,0.934,2,-0.959,1,0.254,0.285,3.9e-05,0.275,0.637,88.009,audio_features,3HrHhTWonBqF4mDasi8xvC,spotify:track:3HrHhTWonBqF4mDasi8xvC,https://api.spotify.com/v1/tracks/3HrHhTWonBqF4mDasi8xvC,https://api.spotify.com/v1/audio-analysis/3HrHhTWonBqF4mDasi8xvC,166449,4,New Zealand
35,Don't Stop Believin' (2022 Remaster),[0rvjqX7ttXeg3mTy8Xscbt],0.505,0.754,4,-7.435,1,0.0366,0.132,0.0,0.204,0.51,119.204,audio_features,5RKQ5NdjSh2QzD4MaunT91,spotify:track:5RKQ5NdjSh2QzD4MaunT91,https://api.spotify.com/v1/tracks/5RKQ5NdjSh2QzD4MaunT91,https://api.spotify.com/v1/audio-analysis/5RKQ5NdjSh2QzD4MaunT91,249600,4,New Zealand
36,Viva La Vida,[4gzpq5DPGxSnKTe4SA8HAU],0.486,0.617,5,-7.115,0,0.0287,0.0954,3e-06,0.109,0.417,138.015,audio_features,4zOfy9kqJlG0ZXvcaSh4gv,spotify:track:4zOfy9kqJlG0ZXvcaSh4gv,https://api.spotify.com/v1/tracks/4zOfy9kqJlG0ZXvcaSh4gv,https://api.spotify.com/v1/audio-analysis/4zOfy9kqJlG0ZXvcaSh4gv,242373,4,New Zealand
37,Under the Bridge,[0L8ExT028jH3ddEcZwqJJ5],0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,audio_features,3d9DChrdc6BOeFsbrZ3Is0,spotify:track:3d9DChrdc6BOeFsbrZ3Is0,https://api.spotify.com/v1/tracks/3d9DChrdc6BOeFsbrZ3Is0,https://api.spotify.com/v1/audio-analysis/3d9DChrdc6BOeFsbrZ3Is0,264307,4,New Zealand
38,I Remember Everything (feat. Kacey Musgraves),"[40ZNYROS4zLfyyBSs2PGe2, 70kkdajctXSbqSMJbQO424]",0.429,0.453,0,-7.746,1,0.0459,0.554,2e-06,0.102,0.155,77.639,audio_features,4KULAymBBJcPRpk1yO4dOG,spotify:track:4KULAymBBJcPRpk1yO4dOG,https://api.spotify.com/v1/tracks/4KULAymBBJcPRpk1yO4dOG,https://api.spotify.com/v1/audio-analysis/4KULAymBBJcPRpk1yO4dOG,227196,4,New Zealand
39,Something Just Like This,"[69GGBxA162lTqCwzJG5jLp, 4gzpq5DPGxSnKTe4SA8HAU]",0.617,0.635,11,-6.769,0,0.0317,0.0498,1.4e-05,0.164,0.446,103.019,audio_features,6RUKPb4LETWmmr3iAEQktW,spotify:track:6RUKPb4LETWmmr3iAEQktW,https://api.spotify.com/v1/tracks/6RUKPb4LETWmmr3iAEQktW,https://api.spotify.com/v1/audio-analysis/6RUKPb4LETWmmr3iAEQktW,247160,4,New Zealand
40,Don't Dream It's Over,[7ohlPA8dRBtCf92zaZCaaB],0.435,0.752,8,-6.993,1,0.0421,0.00939,0.000204,0.0844,0.358,80.854,audio_features,56GbZVwxMdf1DENCluYS8A,spotify:track:56GbZVwxMdf1DENCluYS8A,https://api.spotify.com/v1/tracks/56GbZVwxMdf1DENCluYS8A,https://api.spotify.com/v1/audio-analysis/56GbZVwxMdf1DENCluYS8A,238173,4,New Zealand
41,Riptide,[10exVja0key0uqUkk6LJRT],0.483,0.731,1,-6.696,1,0.0381,0.436,0.0,0.151,0.484,101.654,audio_features,2uXlHCUbq9OMUwx3hrk06o,spotify:track:2uXlHCUbq9OMUwx3hrk06o,https://api.spotify.com/v1/tracks/2uXlHCUbq9OMUwx3hrk06o,https://api.spotify.com/v1/audio-analysis/2uXlHCUbq9OMUwx3hrk06o,204280,4,New Zealand
42,Pink Pony Club,[7GlBOeep6PqTfFi59PTUUN],0.61,0.65,6,-6.199,1,0.0474,0.399,0.0,0.11,0.507,106.719,audio_features,1k2pQc5i348DCHwbn5KTdc,spotify:track:1k2pQc5i348DCHwbn5KTdc,https://api.spotify.com/v1/tracks/1k2pQc5i348DCHwbn5KTdc,https://api.spotify.com/v1/audio-analysis/1k2pQc5i348DCHwbn5KTdc,258035,4,New Zealand
43,Listen to the Music,[39T6qqI0jDtSWWioX8eGJz],0.645,0.598,1,-13.18,0,0.0334,0.221,4e-06,0.0721,0.913,105.929,audio_features,7Ar4G7Ci11gpt6sfH9Cgz5,spotify:track:7Ar4G7Ci11gpt6sfH9Cgz5,https://api.spotify.com/v1/tracks/7Ar4G7Ci11gpt6sfH9Cgz5,https://api.spotify.com/v1/audio-analysis/7Ar4G7Ci11gpt6sfH9Cgz5,227267,4,New Zealand
44,Embrace It,[5HK6QtizXJzCmoYTkvFRik],0.882,0.645,1,-7.233,1,0.0601,0.475,4.1e-05,0.057,0.788,114.933,audio_features,0io16MKpbeDIdYzmGpQaES,spotify:track:0io16MKpbeDIdYzmGpQaES,https://api.spotify.com/v1/tracks/0io16MKpbeDIdYzmGpQaES,https://api.spotify.com/v1/audio-analysis/0io16MKpbeDIdYzmGpQaES,104419,4,New Zealand
45,"Darling, I (feat. Teezo Touchdown)","[4V8LLVI7PbaPR0K2TGSxFF, 0fGcIStdT1OpFFhOC7Wp36]",0.373,0.818,3,-3.19,0,0.102,0.36,0.0,0.434,0.361,97.571,audio_features,0VaeksJaXy5R1nvcTMh3Xk,spotify:track:0VaeksJaXy5R1nvcTMh3Xk,https://api.spotify.com/v1/tracks/0VaeksJaXy5R1nvcTMh3Xk,https://api.spotify.com/v1/audio-analysis/0VaeksJaXy5R1nvcTMh3Xk,253834,4,New Zealand
46,Love Somebody,[4oUHIQIBe0LHzYfvXNW4QM],0.619,0.843,5,-5.348,0,0.0284,0.00948,0.000118,0.164,0.746,122.064,audio_features,7hR22TOX3RorxJPcsz5Wbo,spotify:track:7hR22TOX3RorxJPcsz5Wbo,https://api.spotify.com/v1/tracks/7hR22TOX3RorxJPcsz5Wbo,https://api.spotify.com/v1/audio-analysis/7hR22TOX3RorxJPcsz5Wbo,204829,4,New Zealand
47,Tennessee Whiskey,[4YLtscXsxbVgi031ovDDdh],0.392,0.37,9,-10.888,1,0.0298,0.205,0.0096,0.0821,0.512,48.718,audio_features,3fqwjXwUGN6vbzIwvyFMhx,spotify:track:3fqwjXwUGN6vbzIwvyFMhx,https://api.spotify.com/v1/tracks/3fqwjXwUGN6vbzIwvyFMhx,https://api.spotify.com/v1/audio-analysis/3fqwjXwUGN6vbzIwvyFMhx,293293,4,New Zealand
48,NIGHTS LIKE THIS,[2tIP7SsRs7vjIcLrU85W8J],0.482,0.757,6,-4.586,1,0.0355,0.0137,0.0016,0.143,0.12,142.579,audio_features,1XBYiRV30ykHw5f4wm6qEn,spotify:track:1XBYiRV30ykHw5f4wm6qEn,https://api.spotify.com/v1/tracks/1XBYiRV30ykHw5f4wm6qEn,https://api.spotify.com/v1/audio-analysis/1XBYiRV30ykHw5f4wm6qEn,86984,4,New Zealand
49,Stumblin' In,[11kt6ggsdxvI8MhyeSMKom],0.875,0.518,2,-8.388,1,0.0551,0.0638,0.00995,0.125,0.37,126.089,audio_features,0h3Xy4V4apMraB5NuM8U7Z,spotify:track:0h3Xy4V4apMraB5NuM8U7Z,https://api.spotify.com/v1/tracks/0h3Xy4V4apMraB5NuM8U7Z,https://api.spotify.com/v1/audio-analysis/0h3Xy4V4apMraB5NuM8U7Z,213364,4,New Zealand
