position,title,artists_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,country
0,Jo Tum Mere Ho,[4gdMJYnopf2nEUcanAwstx],0.46,0.302,1,-12.934,0,0.0398,0.661,0.0,0.293,0.176,123.871,audio_features,0eCajpR75pDW0r64U6hP2x,spotify:track:0eCajpR75pDW0r64U6hP2x,https://api.spotify.com/v1/tracks/0eCajpR75pDW0r64U6hP2x,https://api.spotify.com/v1/audio-analysis/0eCajpR75pDW0r64U6hP2x,251814,5,India
1,Ishq,"[05etL4pzWd6TSv1x5WrlG3, 22UtphG4LcwxlhhV0aP4js, 6MPuzz9hPrs4TwxeHh4cEj]",0.39,0.558,4,-8.92,0,0.0282,0.499,0.0284,0.173,0.292,94.788,audio_features,1hlbywc8Jhl1FFqJxAMabE,spotify:track:1hlbywc8Jhl1FFqJxAMabE,https://api.spotify.com/v1/tracks/1hlbywc8Jhl1FFqJxAMabE,https://api.spotify.com/v1/audio-analysis/1hlbywc8Jhl1FFqJxAMabE,224842,4,India
2,"Raanjhan (From ""Do Patti"")","[1SyKki7JI1AZNKwgNMkn25, 1E6arsXf5Fgsnv9YpSzjpE, 3GBSge8pq7mpezUQl0GAOA]",0.444,0.49,6,-7.328,1,0.0295,0.809,3e-05,0.107,0.2,92.107,audio_features,4vHRQnzGcKEtqsLH70tAms,spotify:track:4vHRQnzGcKEtqsLH70tAms,https://api.spotify.com/v1/tracks/4vHRQnzGcKEtqsLH70tAms,https://api.spotify.com/v1/audio-analysis/4vHRQnzGcKEtqsLH70tAms,240066,4,India
3,"Aaj Ki Raat (From ""Stree 2"")","[1mBydYMVBECdDmMfE2sEUO, 4ojkMVHjuDZgDXSJy5qs2h, 0NErdIJtuKBjtxKmlqaWdj, 2fMqTqiTxUDlmcOEPaQSsx]",0.702,0.853,0,-5.164,1,0.0546,0.345,4e-06,0.126,0.643,116.027,audio_features,5AnWrUzsrFgBvhn6dUElnr,spotify:track:5AnWrUzsrFgBvhn6dUElnr,https://api.spotify.com/v1/tracks/5AnWrUzsrFgBvhn6dUElnr,https://api.spotify.com/v1/audio-analysis/5AnWrUzsrFgBvhn6dUElnr,228621,4,India
4,Millionaire,[7uIbLdzzSEqnX0Pkrb56cR],0.749,0.828,7,-5.609,0,0.142,0.472,6.2e-05,0.231,0.398,95.981,audio_features,78BWCd70D1X6LMkDZm1UoF,spotify:track:78BWCd70D1X6LMkDZm1UoF,https://api.spotify.com/v1/tracks/78BWCd70D1X6LMkDZm1UoF,https://api.spotify.com/v1/audio-analysis/78BWCd70D1X6LMkDZm1UoF,199115,4,India
5,"Chuttamalle (From ""Devara Part 1"")","[19LIHDDSHBD5NyYHI3gpzB, 4zCH9qm4R2DADamUHMCa6O, 4GISoVSxo2LkF5EyorXs9W]",0.677,0.623,4,-7.404,1,0.0797,0.136,5e-06,0.161,0.616,145.56,audio_features,1bxzr3JK05fMTcweGAZUHp,spotify:track:1bxzr3JK05fMTcweGAZUHp,https://api.spotify.com/v1/tracks/1bxzr3JK05fMTcweGAZUHp,https://api.spotify.com/v1/audio-analysis/1bxzr3JK05fMTcweGAZUHp,222064,3,India
6,Husn,[4gdMJYnopf2nEUcanAwstx],0.527,0.376,5,-9.974,1,0.0298,0.682,0.0,0.142,0.24,151.928,audio_features,0TL0LFcwIBF5eX7arDIKxY,spotify:track:0TL0LFcwIBF5eX7arDIKxY,https://api.spotify.com/v1/tracks/0TL0LFcwIBF5eX7arDIKxY,https://api.spotify.com/v1/audio-analysis/0TL0LFcwIBF5eX7arDIKxY,217895,4,India
7,"Sajni (From ""Laapataa Ladies"")","[3PpjqSKBer3obW6lDflOBx, 4YRxDV8wJFPHPTeXepOstw, 7vCsTTACb2iT4fvBMnwp5w]",0.428,0.413,0,-7.783,1,0.0281,0.827,9e-06,0.108,0.355,79.646,audio_features,5zCnGtCl5Ac5zlFHXaZmhy,spotify:track:5zCnGtCl5Ac5zlFHXaZmhy,https://api.spotify.com/v1/tracks/5zCnGtCl5Ac5zlFHXaZmhy,https://api.spotify.com/v1/audio-analysis/5zCnGtCl5Ac5zlFHXaZmhy,170045,4,India
8,"Hey Minnale (From ""Amaran"") (Tamil)","[5VVN3xZw1i2qihfITZlvCZ, 1QvyquqkuuwUzdszyoKIy4, 1rdQOMFFtoskDXXUVjiGo9, 3o7GGc9KjbLzTCwOq9WL55]",0.683,0.609,0,-8.657,0,0.0383,0.263,0.0,0.375,0.423,106.024,audio_features,1kmJ0EvXClJAt0fSSQLX1m,spotify:track:1kmJ0EvXClJAt0fSSQLX1m,https://api.spotify.com/v1/tracks/1kmJ0EvXClJAt0fSSQLX1m,https://api.spotify.com/v1/audio-analysis/1kmJ0EvXClJAt0fSSQLX1m,229811,4,India
9,"Aayi Nai (From ""Stree 2"")","[1mBydYMVBECdDmMfE2sEUO, 1T7MiVJ2MJlR5GKi11w4VT, 1eQsrFTW5NHQs1X7B0mImu, 0NErdIJtuKBjtxKmlqaWdj, 2fMqTqiTxUDlmcOEPaQSsx]",0.862,0.645,1,-5.42,0,0.0418,0.589,0.000535,0.077,0.862,122.998,audio_features,1mQUEvGR7Sbt2OCz2gFrdx,spotify:track:1mQUEvGR7Sbt2OCz2gFrdx,https://api.spotify.com/v1/tracks/1mQUEvGR7Sbt2OCz2gFrdx,https://api.spotify.com/v1/audio-analysis/1mQUEvGR7Sbt2OCz2gFrdx,178781,4,India
10,Russian Bandana,[2rN8LHqK4TBI7y3d9POvJb],0.775,0.615,1,-5.682,0,0.368,0.304,0.0,0.0595,0.918,84.07,audio_features,1dFrZr9eMUsFqeag04ClqD,spotify:track:1dFrZr9eMUsFqeag04ClqD,https://api.spotify.com/v1/tracks/1dFrZr9eMUsFqeag04ClqD,https://api.spotify.com/v1/audio-analysis/1dFrZr9eMUsFqeag04ClqD,197143,4,India
11,Manasilaayo,"[4zCH9qm4R2DADamUHMCa6O, 0qS0rxCY4YfrUx9GCTlDIW, 4PY2xnTu90K0hvkgcljRJl, 3UVLcqHc3pOMsWiZv2MeIZ]",0.701,0.928,1,-3.029,1,0.286,0.018,0.00293,0.074,0.451,150.889,audio_features,3CA9CjRf7IU2Ukz3GuYInP,spotify:track:3CA9CjRf7IU2Ukz3GuYInP,https://api.spotify.com/v1/tracks/3CA9CjRf7IU2Ukz3GuYInP,https://api.spotify.com/v1/audio-analysis/3CA9CjRf7IU2Ukz3GuYInP,235629,4,India
12,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","[4YRxDV8wJFPHPTeXepOstw, 09UmIX92EUH9hAK4bxvHx6]",0.427,0.396,11,-7.556,1,0.0366,0.736,0.0,0.11,0.306,70.368,audio_features,2Fv2injs4qAm8mJBGaxVKU,spotify:track:2Fv2injs4qAm8mJBGaxVKU,https://api.spotify.com/v1/tracks/2Fv2injs4qAm8mJBGaxVKU,https://api.spotify.com/v1/audio-analysis/2Fv2injs4qAm8mJBGaxVKU,284780,4,India
13,Born to Shine,[2FKWNmZWDBZR4dE5KX4plR],0.762,0.826,6,-4.339,0,0.0778,0.356,0.0,0.324,0.667,89.985,audio_features,4XxfOvudrnBRdlgzEaq1sd,spotify:track:4XxfOvudrnBRdlgzEaq1sd,https://api.spotify.com/v1/tracks/4XxfOvudrnBRdlgzEaq1sd,https://api.spotify.com/v1/audio-analysis/4XxfOvudrnBRdlgzEaq1sd,213333,4,India
14,Apna Bana Le,"[1mBydYMVBECdDmMfE2sEUO, 4YRxDV8wJFPHPTeXepOstw, 2fMqTqiTxUDlmcOEPaQSsx]",0.586,0.562,9,-7.399,1,0.0267,0.803,6e-06,0.063,0.436,93.982,audio_features,1hA697u7e1jX2XM8sWA6Uy,spotify:track:1hA697u7e1jX2XM8sWA6Uy,https://api.spotify.com/v1/tracks/1hA697u7e1jX2XM8sWA6Uy,https://api.spotify.com/v1/audio-analysis/1hA697u7e1jX2XM8sWA6Uy,261702,4,India
15,Softly,"[6DARBhWbfcS9E4yJzcliqQ, 3nqS8jzqmsPKFJTp0BOIel]",0.735,0.564,8,-7.786,1,0.204,0.191,0.0,0.0791,0.902,92.986,audio_features,0YQJoDL6f46J0n1rOVkpxJ,spotify:track:0YQJoDL6f46J0n1rOVkpxJ,https://api.spotify.com/v1/tracks/0YQJoDL6f46J0n1rOVkpxJ,https://api.spotify.com/v1/audio-analysis/0YQJoDL6f46J0n1rOVkpxJ,155161,4,India
16,Bhool Bhulaiyaa 3 - Title Track (feat. Pitbull),"[0TnOYISbd1XYRBk9myaseg, 2FKWNmZWDBZR4dE5KX4plR, 4f7KfxeHq9BiylGmyXepGt, 1wRPtKGflJrBx9BmLsSwlU, 3tHD07u1ON4uHxmnT9rwqZ, 1gegc3MqXY9tE3SL0PyLKr, 5sifufajls8Q6k04Y4F8mH]",0.859,0.844,5,-4.609,0,0.0645,0.0917,0.0,0.239,0.605,109.969,audio_features,7r6iwgXcR85d9rfqsuf2Af,spotify:track:7r6iwgXcR85d9rfqsuf2Af,https://api.spotify.com/v1/tracks/7r6iwgXcR85d9rfqsuf2Af,https://api.spotify.com/v1/audio-analysis/7r6iwgXcR85d9rfqsuf2Af,230080,4,India
17,Tum Se Hi,"[1wRPtKGflJrBx9BmLsSwlU, 5GnnSrwNCGyfAU4zuIytiS]",0.609,0.538,6,-7.842,1,0.0273,0.328,0.0,0.125,0.608,130.015,audio_features,7eQl3Yqv35ioqUfveKHitE,spotify:track:7eQl3Yqv35ioqUfveKHitE,https://api.spotify.com/v1/tracks/7eQl3Yqv35ioqUfveKHitE,https://api.spotify.com/v1/audio-analysis/7eQl3Yqv35ioqUfveKHitE,321225,4,India
18,"Khoobsurat (From ""Stree 2"")","[1mBydYMVBECdDmMfE2sEUO, 5wJ1H6ud777odtZl5gG507, 2fMqTqiTxUDlmcOEPaQSsx]",0.596,0.584,2,-6.191,1,0.0357,0.754,3e-06,0.0928,0.45,143.975,audio_features,1o8YPl0hyGbpRcHplXNvsm,spotify:track:1o8YPl0hyGbpRcHplXNvsm,https://api.spotify.com/v1/tracks/1o8YPl0hyGbpRcHplXNvsm,https://api.spotify.com/v1/audio-analysis/1o8YPl0hyGbpRcHplXNvsm,244583,4,India
19,Tere Bina Na Guzara E,[6SWmwFBXIsxhIx5XPkYo0a],0.615,0.514,1,-9.401,1,0.0566,0.671,0.0,0.385,0.538,74.968,audio_features,0NXnuTqFQHDsbEIoKIAVCN,spotify:track:0NXnuTqFQHDsbEIoKIAVCN,https://api.spotify.com/v1/tracks/0NXnuTqFQHDsbEIoKIAVCN,https://api.spotify.com/v1/audio-analysis/0NXnuTqFQHDsbEIoKIAVCN,220800,4,India
20,"Naina (From ""Crew"")","[2FKWNmZWDBZR4dE5KX4plR, 0y59o4v8uw5crbN9M3JiL1, 183DgO92lAqgpVVNKI7ZKF]",0.84,0.715,0,-5.141,1,0.187,0.176,0.0,0.0935,0.542,96.98,audio_features,1eZefeDb8uOsjvcbl1fJrG,spotify:track:1eZefeDb8uOsjvcbl1fJrG,https://api.spotify.com/v1/tracks/1eZefeDb8uOsjvcbl1fJrG,https://api.spotify.com/v1/audio-analysis/1eZefeDb8uOsjvcbl1fJrG,180000,4,India
21,"Jaana Samjho Na (From ""Bhool Bhulaiyaa 3"")","[3ozYqVCLohfpXIhalkhM8D, 0T1CMVkqffHlqEk4BcAph1, 5TNSXFCNwlq2CfiMcNOCDP]",0.771,0.527,0,-7.601,1,0.0414,0.269,2e-06,0.108,0.558,99.981,audio_features,1PALLCSlHwAI4upY3sMg8u,spotify:track:1PALLCSlHwAI4upY3sMg8u,https://api.spotify.com/v1/tracks/1PALLCSlHwAI4upY3sMg8u,https://api.spotify.com/v1/audio-analysis/1PALLCSlHwAI4upY3sMg8u,212108,4,India
22,"Satranga (From ""ANIMAL"")","[4YRxDV8wJFPHPTeXepOstw, 5o36rLQd78Zh8CaT8rn59d, 6k6TIai4KyKG1DeIMftSmJ]",0.273,0.405,0,-5.81,1,0.0298,0.735,0.0,0.189,0.534,89.48,audio_features,3yHyiUDJdz02FZ6jfUbsmY,spotify:track:3yHyiUDJdz02FZ6jfUbsmY,https://api.spotify.com/v1/tracks/3yHyiUDJdz02FZ6jfUbsmY,https://api.spotify.com/v1/audio-analysis/3yHyiUDJdz02FZ6jfUbsmY,271169,3,India
23,Tauba Tauba,[6DARBhWbfcS9E4yJzcliqQ],0.676,0.745,8,-6.19,1,0.0503,0.329,4.4e-05,0.0998,0.842,95.102,audio_features,25Nxyrng0Z3jC5Q0hAibpw,spotify:track:25Nxyrng0Z3jC5Q0hAibpw,https://api.spotify.com/v1/tracks/25Nxyrng0Z3jC5Q0hAibpw,https://api.spotify.com/v1/audio-analysis/25Nxyrng0Z3jC5Q0hAibpw,207158,4,India
24,"Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"")",[3iGhlvzpXc0UHBQ7klAItX],0.763,0.587,8,-8.299,0,0.0381,0.358,6e-06,0.13,0.794,106.977,audio_features,0M0ANKNzmM4Odd7FNKghzW,spotify:track:0M0ANKNzmM4Odd7FNKghzW,https://api.spotify.com/v1/tracks/0M0ANKNzmM4Odd7FNKghzW,https://api.spotify.com/v1/audio-analysis/0M0ANKNzmM4Odd7FNKghzW,171147,4,India
25,Pehle Bhi Main,"[5wJ1H6ud777odtZl5gG507, 2DFCHTDIA0t638a4mm37dK]",0.413,0.406,10,-10.23,0,0.0353,0.768,2e-06,0.107,0.281,76.944,audio_features,7yDHHVKLbvDmVw1XXhDDIO,spotify:track:7yDHHVKLbvDmVw1XXhDDIO,https://api.spotify.com/v1/tracks/7yDHHVKLbvDmVw1XXhDDIO,https://api.spotify.com/v1/audio-analysis/7yDHHVKLbvDmVw1XXhDDIO,250158,4,India
26,Suniyan Suniyan,"[5Z8nzSJRSo4HRcUOzemnC1, 05dG9pMLRWenxzvSmefE6U]",0.83,0.626,1,-6.637,1,0.034,0.688,1e-06,0.112,0.794,130.004,audio_features,0XRb6eZE4dBIJdqwf1Mixu,spotify:track:0XRb6eZE4dBIJdqwf1Mixu,https://api.spotify.com/v1/tracks/0XRb6eZE4dBIJdqwf1Mixu,https://api.spotify.com/v1/audio-analysis/0XRb6eZE4dBIJdqwf1Mixu,197538,4,India
27,Mere Mehboob,"[1mBydYMVBECdDmMfE2sEUO, 19LIHDDSHBD5NyYHI3gpzB, 6WOdPJmexxFINcKMkP2jMG, 6q29t5RuXxlBuqIZsOMQss]",0.686,0.644,0,-4.921,0,0.0326,0.45,0.0,0.0682,0.908,125.017,audio_features,5ZjWYv5kOH1ywFmv5JjPNd,spotify:track:5ZjWYv5kOH1ywFmv5JjPNd,https://api.spotify.com/v1/tracks/5ZjWYv5kOH1ywFmv5JjPNd,https://api.spotify.com/v1/audio-analysis/5ZjWYv5kOH1ywFmv5JjPNd,216054,4,India
28,Samjho Na,[3ozYqVCLohfpXIhalkhM8D],0.744,0.328,0,-12.535,1,0.231,0.681,0.0002,0.128,0.532,98.923,audio_features,1d5lpW3gUyq537iuyrb9Lf,spotify:track:1d5lpW3gUyq537iuyrb9Lf,https://api.spotify.com/v1/tracks/1d5lpW3gUyq537iuyrb9Lf,https://api.spotify.com/v1/audio-analysis/1d5lpW3gUyq537iuyrb9Lf,172408,4,India
29,Baarishein,[4gdMJYnopf2nEUcanAwstx],0.476,0.124,2,-9.463,1,0.0443,0.927,0.0,0.0972,0.19,94.299,audio_features,3WLJ7D5kh44K5eJ1NqZQ6W,spotify:track:3WLJ7D5kh44K5eJ1NqZQ6W,https://api.spotify.com/v1/tracks/3WLJ7D5kh44K5eJ1NqZQ6W,https://api.spotify.com/v1/audio-analysis/3WLJ7D5kh44K5eJ1NqZQ6W,207312,4,India
30,Tu hai kahan,[2cjQTf2J5yCaNY8qHpW855],0.708,0.356,1,-9.738,1,0.075,0.437,6.5e-05,0.112,0.569,83.679,audio_features,3zSSCPpLZ5Oc8nelhhGjKz,spotify:track:3zSSCPpLZ5Oc8nelhhGjKz,https://api.spotify.com/v1/tracks/3zSSCPpLZ5Oc8nelhhGjKz,https://api.spotify.com/v1/audio-analysis/3zSSCPpLZ5Oc8nelhhGjKz,263185,4,India
31,"Tumhare Hi Rahenge Hum (From ""Stree 2"")","[1mBydYMVBECdDmMfE2sEUO, 4gzrZDyL5gYiROkv27pYKx, 19LIHDDSHBD5NyYHI3gpzB, 2fMqTqiTxUDlmcOEPaQSsx]",0.674,0.516,4,-8.494,1,0.0285,0.735,1e-05,0.0968,0.602,115.005,audio_features,5Ggb9pKiKcr5vNV9v1e1vs,spotify:track:5Ggb9pKiKcr5vNV9v1e1vs,https://api.spotify.com/v1/tracks/5Ggb9pKiKcr5vNV9v1e1vs,https://api.spotify.com/v1/audio-analysis/5Ggb9pKiKcr5vNV9v1e1vs,230087,4,India
32,"Tainu Khabar Nahi - From ""Munjya""","[1mBydYMVBECdDmMfE2sEUO, 4YRxDV8wJFPHPTeXepOstw]",0.588,0.595,9,-7.493,1,0.0488,0.777,0.0,0.153,0.594,90.013,audio_features,5npFBWhVs3VVlc0nY5xQMA,spotify:track:5npFBWhVs3VVlc0nY5xQMA,https://api.spotify.com/v1/tracks/5npFBWhVs3VVlc0nY5xQMA,https://api.spotify.com/v1/audio-analysis/5npFBWhVs3VVlc0nY5xQMA,188167,4,India
33,One Love,[5r3wPya2PpeTTsXsGhQU8O],0.848,0.512,7,-7.757,1,0.118,0.284,0.00645,0.101,0.881,144.926,audio_features,5ZLkihi6DVsHwDL3B8ym1t,spotify:track:5ZLkihi6DVsHwDL3B8ym1t,https://api.spotify.com/v1/tracks/5ZLkihi6DVsHwDL3B8ym1t,https://api.spotify.com/v1/audio-analysis/5ZLkihi6DVsHwDL3B8ym1t,159222,4,India
34,Jeena Jeena,"[1mBydYMVBECdDmMfE2sEUO, 2oSONSC9zQ4UonDKnLqksx]",0.682,0.344,5,-8.567,1,0.0281,0.789,0.0,0.121,0.548,104.984,audio_features,2GXXZFUxYg2LvG8SR0byOE,spotify:track:2GXXZFUxYg2LvG8SR0byOE,https://api.spotify.com/v1/tracks/2GXXZFUxYg2LvG8SR0byOE,https://api.spotify.com/v1/audio-analysis/2GXXZFUxYg2LvG8SR0byOE,228969,4,India
35,Die With A Smile,"[1HY2Jd0NmPuamShAr6KMms, 0du5cEVh5yTK9QJze8zA0C]",0.521,0.592,6,-7.777,0,0.0304,0.308,0.0,0.122,0.535,157.969,audio_features,2plbrEY59IikOBgBGLjaoe,spotify:track:2plbrEY59IikOBgBGLjaoe,https://api.spotify.com/v1/tracks/2plbrEY59IikOBgBGLjaoe,https://api.spotify.com/v1/audio-analysis/2plbrEY59IikOBgBGLjaoe,251668,3,India
36,APT.,"[3eVa5w3URK5duf6eyVDbu9, 0du5cEVh5yTK9QJze8zA0C]",0.777,0.783,0,-4.477,0,0.26,0.0283,0.0,0.355,0.939,149.027,audio_features,5vNRhkKd0yEAg8suGBpjeY,spotify:track:5vNRhkKd0yEAg8suGBpjeY,https://api.spotify.com/v1/tracks/5vNRhkKd0yEAg8suGBpjeY,https://api.spotify.com/v1/audio-analysis/5vNRhkKd0yEAg8suGBpjeY,169917,4,India
37,"Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"")","[1mBydYMVBECdDmMfE2sEUO, 3qpyErDI4i90q5EGgSRmNK, 4gzrZDyL5gYiROkv27pYKx, 7xcbCUOXrxDyWxbYxPq60B]",0.612,0.595,10,-6.356,1,0.0331,0.68,1e-06,0.104,0.435,99.991,audio_features,2ceeTJAzKy295Fm0VsaXtE,spotify:track:2ceeTJAzKy295Fm0VsaXtE,https://api.spotify.com/v1/tracks/2ceeTJAzKy295Fm0VsaXtE,https://api.spotify.com/v1/audio-analysis/2ceeTJAzKy295Fm0VsaXtE,264090,4,India
38,Haan Ke Haan,"[1bTROl5p3rGTpvKeWnGgrw, 2o4R2rK7FetH40HTv0SUWl, 3GBSge8pq7mpezUQl0GAOA]",0.617,0.479,8,-10.312,1,0.0349,0.558,0.0,0.285,0.615,129.901,audio_features,1WxzZoWBTmB68AtyA6ejBB,spotify:track:1WxzZoWBTmB68AtyA6ejBB,https://api.spotify.com/v1/tracks/1WxzZoWBTmB68AtyA6ejBB,https://api.spotify.com/v1/audio-analysis/1WxzZoWBTmB68AtyA6ejBB,204042,3,India
39,"Humdard (From ""Ek Villain"")",[4YRxDV8wJFPHPTeXepOstw],0.575,0.541,5,-6.45,1,0.0237,0.759,0.0,0.111,0.27,87.022,audio_features,2PvaburAUlhNHxVhw5lvOq,spotify:track:2PvaburAUlhNHxVhw5lvOq,https://api.spotify.com/v1/tracks/2PvaburAUlhNHxVhw5lvOq,https://api.spotify.com/v1/audio-analysis/2PvaburAUlhNHxVhw5lvOq,260590,4,India
40,Dil Tu Jaan Tu,"[682M6cmwGHOyAB1ZmPv38W, 5aWkTGq5O45ES0fDFmN1Wv]",0.822,0.449,0,-6.804,1,0.0336,0.28,1e-06,0.0981,0.382,90.023,audio_features,69Qzz3yyQSsA0T95jLDoPL,spotify:track:69Qzz3yyQSsA0T95jLDoPL,https://api.spotify.com/v1/tracks/69Qzz3yyQSsA0T95jLDoPL,https://api.spotify.com/v1/audio-analysis/69Qzz3yyQSsA0T95jLDoPL,237333,4,India
41,Zaroor,"[2UWTNi6LLK5lXNGzFWzIqT, 6jvvFfe34NYXjWZMz7rExP]",0.809,0.228,5,-15.365,0,0.176,0.809,0.0,0.104,0.912,145.024,audio_features,5thVzD79BxlDTYy0LfHzvu,spotify:track:5thVzD79BxlDTYy0LfHzvu,https://api.spotify.com/v1/tracks/5thVzD79BxlDTYy0LfHzvu,https://api.spotify.com/v1/audio-analysis/5thVzD79BxlDTYy0LfHzvu,175448,4,India
42,"Dekhha Tenu (From ""Mr. And Mrs. Mahi"")","[4xNgNFUMUuGCoy7IX74Y60, 5gZhfbckaWo89OzDSk3gdT]",0.369,0.45,10,-6.867,1,0.0485,0.729,0.0,0.201,0.477,83.237,audio_features,1r6GbBLdtUK1Vl1IHT14wP,spotify:track:1r6GbBLdtUK1Vl1IHT14wP,https://api.spotify.com/v1/tracks/1r6GbBLdtUK1Vl1IHT14wP,https://api.spotify.com/v1/audio-analysis/1r6GbBLdtUK1Vl1IHT14wP,281512,4,India
43,Chaleya,"[4zCH9qm4R2DADamUHMCa6O, 4YRxDV8wJFPHPTeXepOstw, 19LIHDDSHBD5NyYHI3gpzB, 0m3D4grap8VFSzbJMqgNVk]",0.575,0.845,0,-5.28,1,0.0852,0.393,0.0107,0.131,0.439,95.047,audio_features,3xMHXmedL5Rvfxmiar9Ryv,spotify:track:3xMHXmedL5Rvfxmiar9Ryv,https://api.spotify.com/v1/tracks/3xMHXmedL5Rvfxmiar9Ryv,https://api.spotify.com/v1/audio-analysis/3xMHXmedL5Rvfxmiar9Ryv,200374,4,India
44,Saibo,"[1mBydYMVBECdDmMfE2sEUO, 0oOet2f43PA68X5RxKobEy, 6k6dimE4a6OFnD0HWmkIUW]",0.62,0.426,2,-8.008,1,0.0279,0.721,1.1e-05,0.127,0.548,90.0,audio_features,5pPyvA03RKSJrAnnDcq0nh,spotify:track:5pPyvA03RKSJrAnnDcq0nh,https://api.spotify.com/v1/tracks/5pPyvA03RKSJrAnnDcq0nh,https://api.spotify.com/v1/audio-analysis/5pPyvA03RKSJrAnnDcq0nh,195515,4,India
45,"Aasa Kooda - From ""Think Indie""","[5jJrJU7VVmxQQLcLAmmxXc, 139FRgoVcJ82jogPttiWcc]",0.675,0.537,5,-9.401,1,0.0352,0.48,0.00112,0.12,0.534,98.003,audio_features,0MTdYgTZ25sLCO6kVnDoje,spotify:track:0MTdYgTZ25sLCO6kVnDoje,https://api.spotify.com/v1/tracks/0MTdYgTZ25sLCO6kVnDoje,https://api.spotify.com/v1/audio-analysis/0MTdYgTZ25sLCO6kVnDoje,215510,4,India
46,Lemonade,[2FKWNmZWDBZR4dE5KX4plR],0.789,0.744,1,-7.245,1,0.0414,0.281,0.0,0.0763,0.783,143.998,audio_features,3ZGJhN4unVspOqpwGvUL2W,spotify:track:3ZGJhN4unVspOqpwGvUL2W,https://api.spotify.com/v1/tracks/3ZGJhN4unVspOqpwGvUL2W,https://api.spotify.com/v1/audio-analysis/3ZGJhN4unVspOqpwGvUL2W,166667,4,India
47,Old Money,[6LEG9Ld1aLImEFEVHdWNSB],0.866,0.734,4,-3.328,0,0.0696,0.154,0.000307,0.175,0.183,93.01,audio_features,5xlYVZxEwriP6hetG7QJw7,spotify:track:5xlYVZxEwriP6hetG7QJw7,https://api.spotify.com/v1/tracks/5xlYVZxEwriP6hetG7QJw7,https://api.spotify.com/v1/audio-analysis/5xlYVZxEwriP6hetG7QJw7,128098,4,India
48,Heeriye (feat. Arijit Singh),"[74OaRjmyh0XyRZsQQQ5l7c, 4YRxDV8wJFPHPTeXepOstw, 3NHwwyb1coYa5cLyI72xSk]",0.728,0.494,6,-9.628,0,0.0256,0.516,0.00384,0.0759,0.558,105.007,audio_features,5PUXKVVVQ74C3gl5vKy9Li,spotify:track:5PUXKVVVQ74C3gl5vKy9Li,https://api.spotify.com/v1/tracks/5PUXKVVVQ74C3gl5vKy9Li,https://api.spotify.com/v1/audio-analysis/5PUXKVVVQ74C3gl5vKy9Li,194857,4,India
49,"Soni Soni (From ""Ishq Vishk Rebound"")","[2GoeZ0qOTt6kjsWW4eA6LS, 00sCATpEvwH48ays7PlQFU, 3dN9MQpjIyNxyeRfz4EDZe, 3nLLr3ShsQC2Hdrwjl14ie]",0.803,0.694,8,-7.83,0,0.0527,0.551,0.000626,0.128,0.484,108.035,audio_features,36N5awamOX6XX5pQn3aFXZ,spotify:track:36N5awamOX6XX5pQn3aFXZ,https://api.spotify.com/v1/tracks/36N5awamOX6XX5pQn3aFXZ,https://api.spotify.com/v1/audio-analysis/36N5awamOX6XX5pQn3aFXZ,176875,4,India
0,Die With A Smile,"[1HY2Jd0NmPuamShAr6KMms, 0du5cEVh5yTK9QJze8zA0C]",0.521,0.592,6,-7.777,0,0.0304,0.308,0.0,0.122,0.535,157.969,audio_features,2plbrEY59IikOBgBGLjaoe,spotify:track:2plbrEY59IikOBgBGLjaoe,https://api.spotify.com/v1/tracks/2plbrEY59IikOBgBGLjaoe,https://api.spotify.com/v1/audio-analysis/2plbrEY59IikOBgBGLjaoe,251668,3,Indonesia
1,Satu Bulan,[47z98pKd71yIbgXwe9LPVC],0.436,0.299,0,-10.42,1,0.0392,0.942,0.0498,0.118,0.244,85.744,audio_features,7zOVh5fGpEwSbZd0g9z80B,spotify:track:7zOVh5fGpEwSbZd0g9z80B,https://api.spotify.com/v1/tracks/7zOVh5fGpEwSbZd0g9z80B,https://api.spotify.com/v1/audio-analysis/7zOVh5fGpEwSbZd0g9z80B,200476,4,Indonesia
2,APT.,"[3eVa5w3URK5duf6eyVDbu9, 0du5cEVh5yTK9QJze8zA0C]",0.777,0.783,0,-4.477,0,0.26,0.0283,0.0,0.355,0.939,149.027,audio_features,5vNRhkKd0yEAg8suGBpjeY,spotify:track:5vNRhkKd0yEAg8suGBpjeY,https://api.spotify.com/v1/tracks/5vNRhkKd0yEAg8suGBpjeY,https://api.spotify.com/v1/audio-analysis/5vNRhkKd0yEAg8suGBpjeY,169917,4,Indonesia
3,Serana,[0f6TyESD8E1mD2oLJ4TGv1],0.439,0.652,2,-5.403,1,0.0293,0.0624,0.372,0.126,0.247,130.029,audio_features,0PtJbtW50jcvvswNPn3QGd,spotify:track:0PtJbtW50jcvvswNPn3QGd,https://api.spotify.com/v1/tracks/0PtJbtW50jcvvswNPn3QGd,https://api.spotify.com/v1/audio-analysis/0PtJbtW50jcvvswNPn3QGd,250000,4,Indonesia
