id,label,popularity,followers,type,main_continent,mean_danceability,mean_energy,mean_loudness,mean_speechiness,mean_acousticness,mean_instrumentalness,mean_liveness,mean_valence,mean_tempo
0tmwSHipWxN12fsoLcFU3B,Manuel Turizo,84.0,14313708.0,Artist,Europe,0.7984999999999999,0.6972142857142858,-5.2216428571428555,0.04113571428571428,0.46144285714285715,7.035714285714285e-05,0.19962857142857143,0.7831428571428569,125.16978571428571
3UTF2no3muGdiFXVujl94i,Kapo,81.0,329216.0,Artist,Europe,0.7407714285714284,0.7018571428571428,-4.558085714285714,0.06784285714285714,0.32342857142857145,3.0857142857142855e-06,0.09905142857142857,0.5474857142857144,104.5914
5qPeAT4ikl6gJNUexAOEy0,Oques Grasses,61.0,182475.0,Artist,Europe,0.4115,0.253,-13.411,0.0547,0.9035,0.00018150000000000002,0.165,0.354,107.477
6TKygPpVT29oGUogu4J9Ec,Yan Block,78.0,244886.0,Artist,Europe,0.7593333333333333,0.524,-8.796083333333334,0.16896666666666668,0.53825,0.0051807500000000005,0.11195,0.5336666666666666,115.6341666666667
34PYzJSu4DHKEyhdBfsn0E,TORRRES,63.0,11010.0,Artist,Europe,0.716,0.462,-9.847,0.128,0.68,0.0,0.132,0.626,136.045
22dFwJoRBV51ue5TGnC7Dt,Beny Jr,77.0,1528476.0,Artist,Europe,0.7155,0.6855,-5.265499999999999,0.14295000000000002,0.483,0.000214,0.11195,0.5625,81.2
2NeFajzkAQ4UfviWdzf0pK,Marta Santos,66.0,144015.0,Artist,Europe,0.75,0.666,-6.553,0.136,0.436,0.0,0.0947,0.645,93.043
6XyY86QOPPrYVGvF9ch6wz,Linkin Park,93.0,27824989.0,Artist,Europe,0.5130800000000001,0.8808800000000001,-4.16112,0.043224,0.0121756,0.0,0.19535999999999998,0.60512,147.80592000000001
1XSmez9xyCCPpOZp0uImwM,Rita Payés,56.0,161635.0,Artist,Europe,0.348,0.239,-13.241,0.0428,0.887,4.8e-05,0.226,0.145,104.716
6B1hSmaLdOvChinK2Z7gfi,Maisak,72.0,63861.0,Artist,South America,0.7867999999999998,0.7036000000000001,-4.286733333333334,0.07133333333333332,0.03832666666666666,6e-07,0.11904666666666666,0.6888000000000001,88.30373333333334
2LRoIwlKmHjgvigdNGBHNo,Feid,92.0,14984288.0,Artist,South America,0.8210673076923076,0.7230576923076923,-3.7814711538461534,0.12259807692307692,0.10444423076923079,3.615384615384615e-06,0.17315480769230768,0.561951923076923,98.40944230769232
6k8mwkKJKKjBILo7ypBspl,Ana Mena,69.0,971467.0,Artist,Europe,0.681,0.793,-3.47,0.0382,0.102,0.0,0.0895,0.614,126.003
0AqlFI0tz2DsEoJlKSIiT9,Emilia,81.0,3856979.0,Artist,South America,0.6903571428571429,0.7470714285714284,-3.653214285714285,0.05140714285714286,0.12749285714285713,5.285714285714285e-06,0.09425714285714286,0.7593571428571428,105.77657142857142
790FomKkXshlbRYZFtlgla,KAROL G,91.0,52495430.0,Artist,South America,0.8696875000000002,0.69759375,-5.5001718749999995,0.1004453125,0.33582968750000003,0.0002413125,0.10482187499999998,0.686125,124.88723437499999
0ZHPrnImGh4re3TbSNkoZl,Beret,71.0,3088827.0,Artist,Europe,0.608,0.403,-6.512,0.0761,0.894,0.0,0.165,0.609,114.182
4az97MtWmBQ5Db3GfDh9j9,Morad,80.0,3681309.0,Artist,Europe,0.756,0.7304999999999999,-5.52075,0.1272,0.38025,0.015515999999999999,0.13,0.406,105.53674999999998
2CCgb0KApjfQDuTppovpf8,Rvfv,75.0,778702.0,Artist,Europe,0.7583333333333333,0.7629999999999999,-4.993666666666666,0.0414,0.36233333333333334,0.0002743333333333333,0.12,0.4463333333333333,101.03666666666668
5C4PDR4LnhZTbVnKWXuDKD,Morat,83.0,12357845.0,Artist,Central America,0.6805,0.7637499999999999,-4.809875,0.0418375,0.1630125,0.0,0.17675,0.741125,111.12425
5PlfkPxwCpRRWQJBxCa0By,HUGEL,78.0,372703.0,Artist,Europe,0.704,0.787,-6.751,0.0462,0.00926,0.00538,0.159,0.31,119.996
0u6GtibW46tFX7koQ6uNJZ,Topic,77.0,270206.0,Artist,Europe,0.704,0.787,-6.751,0.0462,0.00926,0.00538,0.159,0.31,119.996
7hQmAXAzWI6D350VTgkKTG,Arash,72.0,261481.0,Artist,Europe,0.704,0.787,-6.751,0.0462,0.00926,0.00538,0.159,0.31,119.996
1IFAU4mznUcfPVP9z2c24N,Daecolm,71.0,13799.0,Artist,Europe,0.704,0.787,-6.751,0.0462,0.00926,0.00538,0.159,0.31,119.996
2enhM5DK9oTxWiCVpFIDv3,Figa Flawas,61.0,59066.0,Artist,Europe,0.726,0.894,-5.36,0.0869,0.187,0.0,0.0888,0.477,136.009
1Yj5Xey7kTwvZla8sqdsdE,Cris Mj,87.0,4438239.0,Artist,South America,0.7721600000000001,0.62068,-5.994800000000001,0.059132,0.18228000000000003,0.04335648,0.13852399999999998,0.63392,99.30220000000001
1U1el3k54VvEUzo3ybLPlM,Kali Uchis,86.0,8154368.0,Artist,Europe,0.6824000000000001,0.6146,-6.1196,0.043719999999999995,0.18571999999999997,7.060000000000001e-05,0.11298,0.6042000000000001,90.5162
6nVcHLIgY5pE2YCl8ubca1,JHAYCO,84.0,8255768.0,Artist,Europe,0.72475,0.7092499999999999,-4.6347499999999995,0.0604,0.08765,7.500000000000001e-05,0.20350000000000001,0.63225,118.48875000000001
0WwSkZ7LtFUFjGjMZBMt6T,Dire Straits,78.0,7976501.0,Artist,Europe,0.733,0.794,-10.023,0.0307,0.0614,0.0367,0.33,0.931,148.174
4BnXLYKwUhFGUmYE5mPNox,Las 2K,55.0,4636.0,Artist,Europe,0.788,0.78,-5.149,0.113,0.353,1e-06,0.101,0.905,105.026
6mQDo8xYI31LFjmhIsZEWg,Chardo Chardemio,55.0,2459.0,Artist,Europe,0.788,0.78,-5.149,0.113,0.353,1e-06,0.101,0.905,105.026
3QqpGThGBmUjiYeF8biKlM,Melody Records International,55.0,2379.0,Artist,Europe,0.788,0.78,-5.149,0.113,0.353,1e-06,0.101,0.905,105.026
4AK6F7OLvEQ5QYCBNiQWHq,One Direction,90.0,37753901.0,Artist,Europe,0.654,0.55575,-7.26075,0.0384,0.7005,0.0,0.11599999999999999,0.349,120.26825
1x8mAhfvCw7JXRX7Ild0lF,Hey Kid,57.0,20448.0,Artist,Europe,0.508,0.567,-6.104,0.0372,0.342,0.0,0.0403,0.344,130.212
6i0h6wBrfNkdf3eTUoelpP,Malmö 040,58.0,35378.0,Artist,Europe,0.508,0.567,-6.104,0.0372,0.342,0.0,0.0403,0.344,130.212
7f5Zgnp2spUuuzKplmRkt7,Lost Frequencies,81.0,2942941.0,Artist,Europe,0.8529999999999999,0.618,-10.833,0.0923,0.633,0.89,0.0972,0.32,126.03099999999999
2txHhyCwHjUEpJjWrEyqyX,Tom Odell,80.0,4047775.0,Artist,Europe,0.64875,0.5775833333333334,-9.684,0.06657500000000001,0.6658333333333333,0.4450095,0.09543333333333331,0.22616666666666665,124.39908333333334
5Y3MV9DZ0d87NnVm56qSY1,Tiago PZK,80.0,5468992.0,Artist,South America,0.664,0.8043571428571428,-2.454857142857143,0.06671428571428571,0.2640071428571429,4.714285714285715e-06,0.10880000000000001,0.7671428571428571,135.49299999999997
7FNnA9vBm6EKceENgCGRMb,Anitta,83.0,12805981.0,Artist,Europe,0.5741578947368421,0.658842105263158,-6.581684210526316,0.08062105263157895,0.04200526315789474,0.00017189473684210528,0.08745789473684211,0.5656842105263159,120.54584210526319
1JbemQ1fPt2YmSLjAFhPBv,Chayanne,77.0,8406346.0,Artist,Europe,0.6983333333333333,0.896,-5.035,0.07096666666666666,0.15166666666666664,7.666666666666667e-06,0.109,0.9416666666666668,93.322
60ZOYUFnCYEeKYsxgvPxOS,Cano,71.0,502190.0,Artist,Europe,0.7302500000000001,0.802,-5.108,0.045575000000000004,0.28450000000000003,9.775e-05,0.11410000000000001,0.5922499999999999,120.2355
3rIZMv9rysU7JkLzEaC5Jp,Snow Patrol,71.0,3106312.0,Artist,Europe,0.561,0.595,-4.53,0.0274,0.199,6.5e-05,0.132,0.144,104.006
1bAftSH8umNcGZ0uyV7LMg,Duki,86.0,11588541.0,Artist,South America,0.5736666666666667,0.6284583333333333,-5.666083333333334,0.13522499999999998,0.35065416666666666,3.0458333333333333e-05,0.16581666666666667,0.5695833333333334,118.05325
4gzpq5DPGxSnKTe4SA8HAU,Coldplay,91.0,55022595.0,Artist,Oceania,0.5141764705882353,0.6215294117647058,-7.134294117647059,0.03202352941176471,0.0845764705882353,0.00018541176470588235,0.1801117647058824,0.35800000000000004,145.20641176470588
6eXZu6O7nAUA5z6vLV8NKI,Little Simz,71.0,1094413.0,Artist,Europe,0.745,0.52,-7.99,0.0551,0.0658,9.6e-05,0.0753,0.683,135.966
3wcj11K77LjEY1PkEazffa,Burna Boy,80.0,10793010.0,Artist,Europe,0.745,0.52,-7.99,0.0551,0.0658,9.6e-05,0.0753,0.683,135.966
0jIWKlfmD4Ew7HeVVrq03g,Elyanna,71.0,232914.0,Artist,Europe,0.745,0.52,-7.99,0.0551,0.0658,9.6e-05,0.0753,0.683,135.966
7vXDAI8JwjW531ouMGbfcp,TINI,79.0,8544429.0,Artist,Europe,0.7743333333333333,0.6163333333333334,-6.243666666666667,0.049433333333333336,0.07173333333333333,6.4e-05,0.08753333333333335,0.757,133.329
2V9MnjEMqwXm7sice07NQK,Diegote,57.0,81918.0,Artist,Europe,0.718,0.769,-3.921,0.246,0.11,0.0,0.0778,0.543,103.903
4kcQWQDK0u9AftVSpdrAgk,Luck Ra,77.0,1904556.0,Artist,South America,0.6550714285714285,0.8382857142857143,-4.658428571428572,0.0566,0.13773571428571427,0.0,0.32758571428571426,0.8561428571428571,126.80721428571427
5TP8Ubo4jLKEi4Mw2O8fAk,BM,70.0,1005159.0,Artist,South America,0.7216000000000001,0.7482,-5.8612,0.037919999999999995,0.09809999999999999,0.0,0.23900000000000005,0.8917999999999999,143.489
2OhUNb01gLwygOizYvTm0e,Big One,75.0,681652.0,Artist,South America,0.7043333333333334,0.6552222222222224,-4.177333333333333,0.05697777777777778,0.07833333333333334,0.0,0.10863333333333333,0.6617777777777777,139.10500000000002
2BTS8Np1YzPQuXjgdlqsBB,Emanero,71.0,515739.0,Artist,South America,0.6970000000000001,0.6225,-4.8195,0.04914999999999999,0.1103,0.0,0.11979999999999999,0.6955,138.9295
55ru5B05MMBunM1tvH7Di6,Valentino Merlo,74.0,267286.0,Artist,South America,0.5339999999999999,0.7256,-4.325200000000001,0.05138,0.18072,0.0,0.13932,0.7019000000000001,171.6312
1FxPMQ9A0882eNDx3ZkD6B,La T y La M,71.0,821608.0,Artist,South America,0.65,0.507,-7.27,0.111,0.706,2e-06,0.0725,0.603,179.984
6Gsh7oJoJ5EQUuQk0EhfWL,Malandro,63.0,62275.0,Artist,South America,0.65,0.507,-7.27,0.111,0.706,2e-06,0.0725,0.603,179.984
1DxLCyH42yaHKGK3cl5bvG,Maria Becerra,82.0,7258191.0,Artist,South America,0.7168571428571429,0.8147142857142856,-3.007857142857143,0.0704,0.23228571428571426,8.9e-05,0.21364285714285716,0.6264285714285714,127.93957142857143
0ZCO8oVkMj897cKgFH7fRW,Los Ángeles Azules,79.0,7886635.0,Artist,South America,0.6588333333333334,0.7168333333333333,-4.553666666666666,0.03521666666666667,0.16766666666666666,0.0,0.05076666666666666,0.6266666666666668,89.6995
06Q5VlSAku57lFzyME3HrM,Ke Personajes,78.0,4052740.0,Artist,South America,0.6388333333333334,0.8448333333333333,-2.2668333333333335,0.057100000000000005,0.3333833333333333,0.0,0.1476666666666667,0.8056666666666668,159.01199999999997
4oZolC0sCwCAKqsNXfRlVS,The La Planta,73.0,471202.0,Artist,South America,0.4683333333333333,0.6849999999999999,-4.959333333333333,0.047599999999999996,0.2333333333333333,0.0,0.145,0.6798333333333334,163.43566666666666
7yIp2QRLkQ6loIrupimiri,Pinky SD,78.0,40960.0,Artist,South America,0.6878,0.578,-8.9038,0.059539999999999996,0.2244,9.419999999999999e-05,0.28997999999999996,0.9043999999999999,101.6784
