artists,followers,genres,name,popularity,country
7jAs1uPnpfNmT6e5qtEPxq,68374,,ATL Jacob,74,Uruguay
3E12tRURRvPfHz0hAMCFYc,445692,"trap boricua, trap latino, urbano latino",Omar Courtz,81,Venezuela
54seKvtsZauR1iauN0ptpo,314448,"trap latino, urbano latino",De La Rose,79,Venezuela
11oaKJc8rsz6x8YPVjca4X,13373,,Engel Montaz,72,Venezuela
0kwa5ELbi8xm7vbwywoLtg,3516,,Kuv507,64,Venezuela
0c0Yh1P4gMYmDwebhyzIDv,3892,,Latinnites Music,65,Venezuela
1oSPZhvZMIrWW5I41kPkkY,9639836,k-pop,Jimin,88,Venezuela
6XkjpgcEsYab502Vr1bBeW,5368511,musica chihuahuense,Grupo Frontera,87,Paraguay
06Q5VlSAku57lFzyME3HrM,4052740,cumbia pop,Ke Personajes,78,Paraguay
1bAftSH8umNcGZ0uyV7LMg,11588541,"argentine hip hop, trap argentino, trap latino, trap triste, urbano latino",Duki,86,Bolivia
7iK8PXO48WeuP03g8YR51W,17456320,"reggaeton, trap latino, urbano latino",Myke Towers,90,Peru
5JMJt80HJWR1e4hMw63Z5t,61952,pop boliviano,Luis Vega,53,Bolivia
3eVa5w3URK5duf6eyVDbu9,8331839,k-pop,ROSÉ,86,Venezuela
0du5cEVh5yTK9QJze8zA0C,63153139,"dance pop, pop",Bruno Mars,96,Venezuela
55ru5B05MMBunM1tvH7Di6,267286,,Valentino Merlo,74,Chile
4oZolC0sCwCAKqsNXfRlVS,471202,cumbia pop,The La Planta,73,Uruguay
1TA5sGRlKUJXBN4ZyJuDIX,5590731,"reggaeton, urbano latino",Blessd,84,Venezuela
3m5qlPf2OkihLz3dRYnkPA,558663,"colombian pop, reggaeton, reggaeton colombiano, trap latino, urbano latino",Ovy On The Drums,82,Venezuela
6B1hSmaLdOvChinK2Z7gfi,63861,,Maisak,72,Venezuela
2LRoIwlKmHjgvigdNGBHNo,14984288,"colombian pop, pop reggaeton, reggaeton, reggaeton colombiano, trap latino, urbano latino",Feid,92,Venezuela
0ZCO8oVkMj897cKgFH7fRW,7886635,"gruperas inmortales, musica mexicana, nu-cumbia, ranchera, tropical",Los Ángeles Azules,79,Paraguay
0AqlFI0tz2DsEoJlKSIiT9,3856979,pop argentino,Emilia,81,Bolivia
3UTF2no3muGdiFXVujl94i,329216,,Kapo,81,Venezuela
1r4hJ1h58CWwUQe3MxPuau,35181234,"latin pop, reggaeton, reggaeton colombiano, trap latino, urbano latino",Maluma,88,Venezuela
66ihevNkSYNzRAl44dx6jJ,13888823,"corrido, musica mexicana, sad sierreno, sierreno",Carin Leon,87,Peru
2LRoIwlKmHjgvigdNGBHNo,14984288,"colombian pop, pop reggaeton, reggaeton, reggaeton colombiano, trap latino, urbano latino",Feid,92,Venezuela
5JMJt80HJWR1e4hMw63Z5t,61952,pop boliviano,Luis Vega,53,Bolivia
790FomKkXshlbRYZFtlgla,52495430,"reggaeton, reggaeton colombiano, urbano latino",KAROL G,91,Venezuela
2LRoIwlKmHjgvigdNGBHNo,14984288,"colombian pop, pop reggaeton, reggaeton, reggaeton colombiano, trap latino, urbano latino",Feid,92,Venezuela
6ndLrsgT3MV5CNxIrW71fw,105534,,DFZM,72,Venezuela
3m5qlPf2OkihLz3dRYnkPA,558663,"colombian pop, reggaeton, reggaeton colombiano, trap latino, urbano latino",Ovy On The Drums,82,Venezuela
1vyhD5VmyZ7KMfW5gqLgo5,37463468,"reggaeton, reggaeton colombiano, trap latino, urbano latino",J Balvin,88,Venezuela
1r4hJ1h58CWwUQe3MxPuau,35181234,"latin pop, reggaeton, reggaeton colombiano, trap latino, urbano latino",Maluma,88,Uruguay
7j6DKwmjbxvpQO8h914uEz,3291559,"reggaeton, trap colombiano, trap latino, urbano latino",Ryan Castro,82,Venezuela
1TA5sGRlKUJXBN4ZyJuDIX,5590731,"reggaeton, urbano latino",Blessd,84,Venezuela
6XkjpgcEsYab502Vr1bBeW,5368511,musica chihuahuense,Grupo Frontera,87,Paraguay
4q3ewBCX7sLwd24euuV69X,87431757,"reggaeton, trap latino, urbano latino",Bad Bunny,96,Venezuela
1fctva4kpRbg2k3v7kwRuS,2515300,"reggaeton, reggaeton flow, trap latino, urbano latino",Rvssian,75,Venezuela
1mcTU81TzQhprhouKaTkpq,24639525,"puerto rican pop, reggaeton, trap latino, urbano latino",Rauw Alejandro,94,Venezuela
3ZpEKRjHaHANcpk10u6Ntq,3955125,afrobeats,Ayra Starr,78,Venezuela
6XkjpgcEsYab502Vr1bBeW,5368511,musica chihuahuense,Grupo Frontera,87,Paraguay
