artists,followers,genres,name,popularity,country
69GGBxA162lTqCwzJG5jLp,20668786,pop,The Chainsmokers,83,Australia
4gzpq5DPGxSnKTe4SA8HAU,55022595,"permanent wave, pop",Coldplay,91,Australia
7ohlPA8dRBtCf92zaZCaaB,902709,"australian rock, permanent wave",Crowded House,72,New Zealand
10exVja0key0uqUkk6LJRT,3219475,"folk-pop, modern rock",Vance Joy,78,Australia
7GlBOeep6PqTfFi59PTUUN,4071059,indie pop,Chappell Roan,88,Australia
39T6qqI0jDtSWWioX8eGJz,2616340,"album rock, classic rock, country rock, folk rock, mellow gold, rock, singer-songwriter, soft rock, yacht rock",The Doobie Brothers,71,New Zealand
5HK6QtizXJzCmoYTkvFRik,143398,chill drill,Ndotz,73,New Zealand
4V8LLVI7PbaPR0K2TGSxFF,18061113,"hip hop, rap","Tyler, The Creator",94,Australia
0fGcIStdT1OpFFhOC7Wp36,312448,,Teezo Touchdown,75,New Zealand
4oUHIQIBe0LHzYfvXNW4QM,11238450,contemporary country,Morgan Wallen,90,Australia
4YLtscXsxbVgi031ovDDdh,7784709,"contemporary country, outlaw country",Chris Stapleton,83,New Zealand
2tIP7SsRs7vjIcLrU85W8J,5890212,australian hip hop,The Kid LAROI,85,Australia
11kt6ggsdxvI8MhyeSMKom,300616,,CYRIL,80,New Zealand
