artists,followers,genres,name,popularity
33ScadVnbm2X8kkUqOkC6Z,13035384,"latin hip hop, puerto rican pop, reggaeton, trap latino, urbano latino",Don Omar,84
artists,followers,genres,name,popularity
7Gi6gjaWy3DxyilpF1a8Is,20575177,"corrido, corridos tumbados, musica mexicana, sad sierreno, sierreno",Junior H,91
1pgDilWYDWLoOgGjf1iHNu,4276359,"reggaeton, urbano latino",Zion,75
5lFhCi03HDneWzvCxGctrT,1856144,"reggaeton, reggaeton flow, trap latino, urbano latino",Jory Boy,70
4DYFVNKZ1uixa6SQTvzQwJ,369880,reggaeton,Ken-Y,66
3LKXWvXFWrkwUzJWxzwVpW,3824565,"reggaeton, urbano latino",Tony Dize,73
3TVXtAsR1Inumwj472S9r4,93637851,"canadian hip hop, canadian pop, hip hop, pop rap, rap",Drake,96
2a8z7MVhEtvZXFbgEE9ihL,1296,,triibupasta,38
5K9q3ogdUech17MWE2mqlL,1309,,White Girl,35
2cNMMulo6S2a0tHrwX2s6i,70802,estonian pop,nublu,47
6kSiYWWt4597uZNH0Cpjig,1187,estonian pop,maria kallastu,34
13ubrt8QOOCPljQ2FL1Kca,15371157,"east coast hip hop, hip hop, rap",A$AP Rocky,86
6Xb4ezwoAQC4516kI89nWz,624906,"etherpop, metropopolis",Imogen Heap,77
5vSQUyT33qxr1xAX2Tkf3A,326181,"cloud rap, experimental hip hop, instrumental hip hop, psychedelic hip hop",Clams Casino,72
5nZADoZFWVB90dHpk5zvXy,13933,"estonian hip hop, estonian pop",villemdrillem,42
55I7E3FxDsnuRqr0sQSrMf,10602,estonian hip hop,Küberünnak & Karmo,36
6TsAG8Ve1icEC8ydeHm3C8,150515,cloud rap,Snow Strippers,68
4S18DTzCeExY2k5vi6rGWW,2144,estonian pop,Florian Wahl,29
6acByqWJeuaM0TX5VoY6an,65858,estonian hip hop,5MIINUST,46
6kvEy25jX5e1RtdFn1Eo3X,6477,estonian pop,säm,40
0Y6dVaC9DZtPNH4591M42W,8577388,pov: indie,TV Girl,84
1QAJqy2dA3ihHBFIHRphZj,13538737,"ambient pop, dream pop, el paso indie, shoegaze",Cigarettes After Sex,87
4oLeXFyACqeem2VImYeBFe,1770619,"edm, house, stutter house",Fred again..,79
5SXuuuRpukkTvsLuUknva1,2659356,"hip hop, rap",Baby Keem,78
78rUTD7y6Cy67W1RVzYs7t,3739415,bedroom pop,PinkPantheress,78
3jNkaOXasoc7RsxdchvEVq,1062151,"dancefloor dnb, drum and bass, uk dance",Chase & Status,73
2SrSdSvpminqmStGELCSNd,3010107,"grime, uk hip hop",Stormzy,73
2Pn8JMNrnRnSpNRPPgtiWA,87998,"finnish hip hop, finnish trap",ibe,61
6IKJyoGeFRCRDb90U6AEzp,39645,"finnish drill, finnish trap",Turisti,65
5m8QXFAKCuty66pOzy9aPZ,64804,finnish pop,Mirella,64
0hVN0MWgK3oTTBoqBVSRwt,7988,finnish hip hop,Sliki,56
1iRlPYW9AnnyLTPfy53Mj9,8013,finnish hip hop,Ares,53
6lFrRAoT64zvrLiL1edMhk,23329,,Averagekidluke,63
3Lc2yroP05lRK5z9NtQTkc,31432,"finnish dance pop, finnish hip hop, finnish pop",Etta,56
2E93OTghhH2JKYUWt48gFK,32990,"finnish dance pop, finnish hip hop, finnish pop",AHTI,57
3aD9K1zaLQ3G7yp9XV5E4D,117823,"finnish dance pop, finnish hip hop",Isac Elliot,59
4cmLVUbkth6BauCptSGKsV,29657,finnish hip hop,Lauri Haav,56
7meg3neLTT2WR1LDjL8jze,143121,"finnish dance pop, finnish hip hop, finnish pop",SANNI,52
0hidKEfknd2aNabseugaN2,23916,"finnish hip hop, finnish trap",SHRTY,52
1hIZRiy8VLKDzZSk1SyjvP,37965,,Korelon,57
5aF5rqONOxygQlthvJ5Wjr,33669,finnish drill,KERZA,55
56fNXc6wRoO6rkxs0mNtL4,55624,finnish hip hop,Kube,51
3kKa5RWsRwK2f5Xu2RHBB7,10370,finnish drill,Jore & Zpoppa,53
2JSX0lIYekUp6F301cTHkq,64589,finnish hip hop,Sexmane,61
3I4GcOB25cSJHa9d7Bsgji,27992,"finnish dance pop, finnish hip hop, finnish pop",costee,51
2zd9YxlsQvA5mkZ1NarYVQ,224754,"classic swedish pop, swedish idol pop, swedish pop, swedish pop rap",Miriam Bryant,64
0cv9YYFgE0vLVgTjMrOZup,16121,finnish pop,Sara Siipola,51
0PyeoSEt7RQPbjuzy3JK9O,26941,finnish hip hop,Ege Zulu,51
3bAa4FKwIgwWYHdaUJicmE,120616,"finnish dance pop, finnish pop",BEHM,54
5lrrAnWHek9LEQgB3MCfub,5913,,OLGA,46
4Q4b4S784htx6DtxcMUfMO,203634,"finnish dance pop, finnish pop",Robin Packalen,53
artists,followers,genres,name,popularity
4yJlK8mRoESpFoPq3sOAi5,12693,"finnish hip hop, finnish pop",Tupe.,50
6LkMGN0t3HDNL8hIvma70r,259400,finnish pop,Käärijä,60
5BTRN678gL6XT4kv3TBopQ,51428,finnish hip hop,Costi,58
5ndSb0dw2ilXbSlUZ7Gm78,504,,Juuna Chill,45
1p1Q1tRavrbMGCgJdf9G0H,3432,,Tomi Saario,46
3YC5DVJDjyazvB8hxJSybr,96858,finnish pop,KUUMAA,58
4rL7vju2zGQGrzqkpzkwOo,6742,,koira,46
0LjFLVs8xGlfyPxUZrG5NZ,1151,,RODEO,33
4gl9wpGYA4o15ykU2FBnd3,75628,"finnish dance pop, finnish pop, iskelma, suomi rock",Anna Puu,45
5H34mYQz0gLcqPWIOTyDaJ,69705,"finnish dance pop, finnish pop, iskelma, suomi rock",Erin,43
69pjn3Oxt0azUYEw9NE4S0,4184,"finnish dance pop, finnish pop",Ida Paul,46
5tflzG5jjh0ka3SrnOgewO,1651,,Mikael Laurent,45
1fy2OEMI7TX9ayBKxErHK0,14405,finnish hip hop,jambo,48
0C1YfsZSxVHgL0Z8bngOTM,24042,,Dr. Yaro,62
3vUMXQ9kPnZAQkMkZZ7Hfh,2478554,"french hip hop, pop urbaine",Tiakola,78
4acowSAiQXmdhs4DCgUQ0U,5011,,Ryflo,62
1eXXCUkwhu0MRLTamWEgXE,29235,,Oskoow,62
5Vf6gyVzfo8TnzrPRBg3qo,134320,french pop,SANTA,62
6Te49r3A6f5BiIgBRxH7FH,10539479,"french hip hop, pop urbaine",Ninho,81
7CUFPNi1TU8RowpnFRSsZV,5664678,"french hip hop, pop urbaine, r&b francais",Niska,78
7x3eTVPlBiPjXHn3qotY86,1495509,"french hip hop, pop urbaine, r&b francais",KeBlack,70
4uJNQGa3L2frXDxwgouTIw,1574095,"french hip hop, pop urbaine, r&b francais",Franglish,69
26zgIfFyTCImkHAp5gwKW8,718949,r&b francais,Joé Dwèt Filé,67
4v3iE7RK6SOyplsSQxZsjc,144469,,Yorssy,65
2GlEiSHYEKlq9cUYDa9oZb,780263,r&b francais,Lynda,64
0PcU18DNfkn3pmbjy5yMFz,125727,r&b francais,Genezio,67
3igykO7sW43wfhSjvnETTo,59941,rap francais,Prototype,60
2t0frJEIdex2PTwuLlGxDD,171324,,Carbonne,65
78iJ2FMbYAFY3djO4PbWZi,137175,,La Mano 1.9,69
6HCBnyTBSLdb3TFn2ayulY,1193684,"french hip hop, pop urbaine, rap francais",Leto,69
5gqmbbfjcikQBzPB5Hv13I,3287657,"drill francais, french hip hop, pop urbaine, r&b francais, rap francais",Gazo,76
3YBJLs7RqR0aPGBgU27nDh,1572247,"french hip hop, pop urbaine",Werenoi,78
1AFQg3CpeciNbd120XZDmi,77737,,AMK,64
2YRHC9O0GHvyHY38yFP434,120498,,Dadi,62
3Cz37xnWAOtQEa5jfrTUbL,134203,,VEN1,65
5xfBWklmIwTOoijr3nMgHB,21592,,Ramos.,59
58wXmynHaAWI5hwlPZP3qL,3180409,"french hip hop, old school rap francais, pop urbaine, rap conscient",Booba,73
7DUTsWY3RBd64vh8UtgtYA,2626810,"arabic hip hop, french hip hop, pop urbaine",Lacrim,72
6q87j1F6EtUxjlvkJNknFp,190858,,THEODORT,60
20JMfmzDb5cjHxEoMXXMyY,722387,"drill francais, pop urbaine, rap francais",Favé,67
4IS4EyXNmiI2w5SRCjMtEF,2104050,french pop,Kendji Girac,65
5gs4Sm2WQUkcGeikMcVHbh,1404898,"belgian hip hop, cloud rap francais, french hip hop, pop urbaine, rap belge",Hamza,74
6L8y2rKomt32RmT4wfwZS7,255612,,Jungeli,69
7CW7QdOgRStOg7JktRuZ3E,1329589,"pop urbaine, r&b francais",Imen Es,64
2z2TRvloJt4EfUNQp9rHAi,2023458,"french hip hop, pop urbaine, r&b francais, rap marseille",Alonzo,69
2jFnPm8VeSO19i6B8blXB5,531375,"french hip hop, pop urbaine, r&b francais",Abou Debeing,61
5ZlyVrDhzKVvaZNj3b58fE,23348,,Lossa,63
2rEVnwCPBeGkWMv425KoG1,1802552,german pop,AYLIVA,75
1qQLhymHXFPtP5U8KNKsm6,3094649,german hip hop,Apache 207,73
39KEQQAG9JhIt71g9NEVhh,1409331,"albanian hip hop, german hip hop",Azet,70
artists,followers,genres,name,popularity
1aS5tqEs9ci5P9KD9tZWa6,2280108,"german hip hop, hamburg hip hop",Bonez MC,77
6h1s4i4XKIYv4ErDelLDN0,1326350,german hip hop,Samra,69
1pOuPivcxEwA8lnpMYYVsO,181763,,SHABAB,63
1yIifIA91WgmfzBcjbQB8i,877606,"german hip hop, kurdish hip hop",Kurdo,65
3qcaaPlAej44awNYKTTXCw,697,,BERDO,17
07SFzTMeYf5P8Rd32a9Zzw,1017902,german hip hop,AK AUSSERKONTROLLE,65
3NZPZUWDcJngcu8MuBpT69,85246,german hip hop,KARDO,63
0PPCPsuv0iOAYKGR2SkFal,45313,"german hip hop, german underground rap",VOLO,58
6GoNVmYCl0yUm4pEp80vn6,70889,"bayerischer rap, german hip hop",badchieff,62
1ABhalCH6yn3eS3T46KmvF,22758,,bac,58
4hK7sEnm0se5bqoI3Yb5o1,31820,german pop,SANTOS,60
4Yttlv9ndGjCDCVLqM7ACq,2464831,"german hip hop, german pop",Sido,73
3F2BUPEkX9IDaRYAeJN0Gh,147338,german hip hop,Amo,71
1xlPEhjbFqhrDjaAvyvueX,30505,,Safraoui,61
3ZuBEj9ppJe8GSdKaMTfMN,1517205,"german hip hop, swedish hip hop",Nimo,72
0t84CBqmvihsUVFme33TLd,470301,german hip hop,GReeeN,65
5j21TGkrNEAJe3gG9VlS34,855866,german hip hop,Shindy,65
5pVRwX5ZQR7hfJ18w8ZYkl,1967632,"german cloud rap, german hip hop",Ufo361,75
3pjq2pDV9RR6VY55wBjVnp,1207394,"albanian hip hop, german hip hop",Dardan,74
6x0pz3N2n51qG75kjMR4uV,59652,,Sicario,60
1yBH6dqnD6xzSeCjXp9pKm,146974,greek trap,Roi 6/12,62
3h3WR8UDyRk15U74xAXE7a,74736,,Arab,64
6Zx32XYdrM9A2rIt6jKVmm,1995,,ASOK,57
0cy6ZMOTeautXRNJsR6PiV,205766,"greek drill, greek trap",Ivan Greko,64
6WzxopGY3sy97IeNFaDELc,567612,"greek drill, greek trap",Trannos,64
5qDpS8QhKjNRZ6aRrcpY1Z,24891,,BeTaf Beats,63
6wN4QyhoM6fN49kEB25rnl,744744,"greek hip hop, greek trap",SNIK,65
6hyFvbMnKrLVujJZnovsWz,110413,"greek fem rap, greek hip hop, greek pop",Marseaux,57
2bucjueNUx2aVTUA7zj6w7,52304,greek trap,APON,60
0ijA6WxysUZ8vZQL7JkUfx,4633,,Sanko,56
1zeAbUJAbLOWeYpgRVnYmu,276549,"greek drill, greek trap",FLY LO,63
7zYmrye7LvmpMkfHWrENu9,35830,greek trap,Mike G,57
3KcZf8BFeFBtnGyOZmUggd,795528,"greek hip hop, greek trap",Mad Clip,61
29Bl0nvClztM0dpgY2vvcc,90469,"greek hip hop, greek trap",Billy Sio,48
48h12D3cJbqfn1ReVL9qbw,142015,greek drill,Strat,60
6YYOTK6Qyv6PuFipPxCCoe,674449,greek drill,RACK,65
7AWAljMatr7bxddF4kWzXG,731559,"greek hip hop, greek trap",TOQUEL,66
7KcIok6StqYSedgtjmtsqP,41377,,Beyond,65
4rtNK25TiSGNcibilGWcQK,59698,,DIFF,57
1LxWE4LOhnqeaAx2tVUK6p,282316,"greek hip hop, greek trap",Saske,62
39E15l8zeCDYpSZwFNX4G2,411895,"greek pop, laiko",Eleni Foureira,58
69EosSfMcqIxCMw7VeVPVC,150276,greek pop,LILA,58
6OBgaDVTONTa4rkGpE7sVE,53346,greek trap,Sin Laurent,61
5YquORfLTx6nWMlBzJstx7,713843,"greek pop, laiko",Konstantinos Argiros,59
1UdbiTrv73Dp7F0s3OHmn2,981795,"greek hip hop, greek trap",Light,66
3qg78GGGWP04yTv0ZQMsXl,219988,"classic greek pop, cypriot pop, greek pop, laiko",Anna Vissi,59
3J7SI1JrZt43ZBlH24IqCK,35808,,Evangelia,52
1pujt2kEecz5ystwtZxJ0w,6094,,Tr4cer,55
2xbrr6hwAzNT0fi0nZ0yJz,3056,,Brief Talk,41
4RTFt1VFxH6TYHIpVDCmpV,21879,,Onad,52
artists,followers,genres,name,popularity
2KUhRrZ8gyki8zG4HJFDjN,650,,Joey Evans,41
5XABVWdxtyuupsE2YUGrma,23967,greek trap,Baghdad,54
2oQftHHbzwW2lMNxh5W5iw,783,,Ioannis,48
2ra3quFhImLyv0c9XTnWFl,382093,"greek pop, greek trap, laiko",Melisses,57
2wn1GEkgU8x5i1fstfxog4,22870,albanian hip hop,Franklin WWT,47
6ITj5WewzBmhbCBS1jxY75,2783,,Rvchet,49
5svarA8QyRUWetgH9ZouQq,80858,"greek drill, greek trap, greek underground rap",Sadam,55
1OJxI4NQfY6osMvhfRMMEX,60305,"greek drill, greek hip hop",Dof Twogee,66
2SabhGDiBSyaM6QSuBUVqB,698905,"albanian hip hop, albanian pop, greek trap",Noizy,67
0vUcZVCNG7i5OV0zb8Icfw,303977,"greek hip hop, greek trap",Hawk,60
1RqOmrtivmvKrfBO81j1ou,190448,greek trap,Kidd,61
3jPN2U65cMPzvozEBue5zp,336807,greek trap,SIDARTA,61
4j3tjX98PWp21sE1XWIBt8,1338,,Danae,44
0WxSlQlue0fq99fXfGBmxA,507266,greek trap,Fy,56
2FTua3TeIGnmQQrN80DinP,278842,"greek pop, laiko",Anastasia,57
4Rh80sXmcG4xDP1r6dTNiQ,79049,"corrido, corridos tumbados",Estevan Plazola,69
6Sbl0NT50roqWvy746MfVf,3879521,"corrido, sierreno",Gabito Ballesteros,85
7hDt3OE2ubsKzO9rMYPXox,119390,,emmanuellcortess_,67
5YqI7p8zYsOpKJtjxYdOce,504897,corrido,Victor Mendivil,78
3p8PwzenE7ktd4BVFuQzMD,455230,"corrido, musica sinaloense, sierreno",La Receta,73
5vV3bFXnN6D6N3Nj4xRvaV,8590890,k-pop,Jin,86
4dqqy9z09htrVsRiJpoQmw,230664,"hungarian hip hop, hungarian pop",DESH,66
0zmW213tzA7NFv6ESRso7N,64136,"hungarian hip hop, hungarian pop",Young Fly,62
6EIriUxo7vznEgJtTDlXpq,527456,hungarian pop,Azahriah,65
7JOS2dpikWR1qxVZfLbKju,176765,magyar trap,Pogány Induló,60
7MiVTMPyOXp6jr9H3mFHBb,12939,,HENN,50
3RDALl5RyRDHPryF1uyWwG,373349,"hungarian hip hop, hungarian pop, magyar trap",T. Danny,58
7nU1fhLUpYpzilqF5QkVdX,13022,,Fehér Krisztián,47
35BhE5C6szF898n5WgUSgO,77126,"hungarian pop, magyar trap",Burai,49
5Zwlr28h134D0OzxzUfVCA,211722,"hungarian edm, hungarian hip hop, hungarian pop, magyar trap",BSW,53
2dmFGufs1lJpgKnb5NyPNS,224228,hungarian pop,ByeAlex és a Slepp,54
2O9w0WQhGtr7oQWG6nUqh5,191370,"hungarian hip hop, hungarian pop",KKevin,57
5ALUgNuS421MZrrrAhM9Bv,212363,"hungarian hip hop, hungarian pop",Bruno X Spacc,55
0x57YRyWq4ke3e1Sd9E7SV,61845,,VZS,53
0Qld3F5Dr62sYbuivSzEMw,87039,"hungarian hip hop, hungarian pop",Mario,50
3PMRY3PR5xAe5UpRfPPuaG,152541,"hungarian hip hop, hungarian pop, magyar trap",Dzsúdló,57
5Y82XghASZwxaZGe7tJVUJ,23668,hungarian pop,Moriones,52
5hBCfYFEDK8otrksMYuzoL,34075,hungarian folk,Parno Graszt,50
1O4dvMoyQSIClCii6DSai8,325743,hungarian pop,Manuel,56
3T7cPgj4vAIoSdypl7cNH8,14908,hungarian pop,Tomi,39
0EQbKeNi7GXjfN2LndmReh,302532,hungarian pop,VALMAR,51
7veanrmdYNXRdmVxbsjSNh,106,,Lord Panamo,43
13Et80WfHLQ1cBn2YTQ7Zd,4213,,ANUBII$,51
5x9gQC3VztdH5mQO5EEi9y,93029,"hungarian pop, magyar trap",Beton.Hofi,57
4imSxhDqtkiuKUamV1AL2l,7679,hungarian pop,DÁNIELFY,45
6MBiPjSFsYijvVDtKDwVs4,28162,"icelandic hip hop, icelandic pop",Herra Hnetusmjör,45
0OCQtSY66ZM9xUUsuvjDXw,12196,icelandic pop,ICEGUYS,42
4jfe3cL8wzjPxD9CViP2dW,21425,"icelandic hip hop, icelandic indie, icelandic pop",Aron Can,45
1tNJibl39hvCIVSnGaiwx5,7380,"icelandic folk, icelandic pop, icelandic singer-songwriter",Hafdís Huld,50
7FRQP6Ivwv3DQCLxpR3I6Z,10169,icelandic hip hop,Birnir,43
artists,followers,genres,name,popularity
5fxRKBJNkss9n22ePnifL6,2286,icelandic hip hop,Izleifur,41
734Ea35ORu5chErtoqMMtU,8303,icelandic hip hop,Daniil,43
5h3hKwGlSCOjBjsMhMCWma,842,,HubbaBubba,37
6100Rwk1ypJpElhvxSKju4,417,"icelandic pop, sunnlensk tonlist",Þórunn Antonía,30
3hvKmeo12OU7ai8Mpgraf7,8636,"icelandic electronic, icelandic hip hop",Floni,43
5A5hVxY3BogJUch1IUcuw7,6356,"icelandic electronic, icelandic pop",ClubDub,36
6opz1Ax3VqCmeQBGax1erx,22354,"icelandic pop, icelandic singer-songwriter",BRÍET,43
7rjcERw1K9oR9vtik3YSJN,2273,"icelandic hip hop, icelandic pop",Luigi,38
4ynaUZA4BVF6d2XaNuflVz,2790,icelandic pop,Ingi Bauer,33
6TBRY5HueSwE3yVgBIHcy2,8726,icelandic pop,PATR!K,37
4gdMJYnopf2nEUcanAwstx,4530851,"desi pop, hindi indie, indian indie, indian singer-songwriter",Anuv Jain,77
05etL4pzWd6TSv1x5WrlG3,114024,kashmiri pop,Faheem Abdullah,66
22UtphG4LcwxlhhV0aP4js,47045,kashmiri pop,Rauhan Malik,66
6MPuzz9hPrs4TwxeHh4cEj,17066,,Amir Ameer,66
1SyKki7JI1AZNKwgNMkn25,1767273,"desi pop, filmi, modern bollywood",Sachet-Parampara,72
1E6arsXf5Fgsnv9YpSzjpE,1530887,"desi pop, filmi, modern bollywood",Parampara Tandon,73
3GBSge8pq7mpezUQl0GAOA,164375,modern bollywood,Kausar Munir,73
1mBydYMVBECdDmMfE2sEUO,3802230,"filmi, gujarati pop, modern bollywood",Sachin-Jigar,83
4ojkMVHjuDZgDXSJy5qs2h,62060,modern bollywood,Madhubanti Bagchi,68
0NErdIJtuKBjtxKmlqaWdj,586100,"filmi, indian folk, modern bollywood",Divya Kumar,74
2fMqTqiTxUDlmcOEPaQSsx,1535153,modern bollywood,Amitabh Bhattacharya,82
7uIbLdzzSEqnX0Pkrb56cR,21948924,"filmi, hindi hip hop, modern bollywood",Yo Yo Honey Singh,80
19LIHDDSHBD5NyYHI3gpzB,2535960,"filmi, modern bollywood",Shilpa Rao,79
4zCH9qm4R2DADamUHMCa6O,34402619,"desi hip hop, filmi, tamil hip hop",Anirudh Ravichander,86
4GISoVSxo2LkF5EyorXs9W,73389,,Ramajogayya Sastry,70
3PpjqSKBer3obW6lDflOBx,578971,"filmi, modern bollywood",Ram Sampath,67
4YRxDV8wJFPHPTeXepOstw,129198538,"filmi, modern bollywood",Arijit Singh,91
7vCsTTACb2iT4fvBMnwp5w,30796,,Prashant Pandey,66
5VVN3xZw1i2qihfITZlvCZ,12640744,"kollywood, tamil pop",G. V. Prakash,78
1QvyquqkuuwUzdszyoKIy4,3427291,filmi,Haricharan,73
1rdQOMFFtoskDXXUVjiGo9,1948202,filmi,Shweta Mohan,73
3o7GGc9KjbLzTCwOq9WL55,3828,,Karthik Netha,64
1T7MiVJ2MJlR5GKi11w4VT,1252546,bhojpuri pop,Pawan Singh,75
1eQsrFTW5NHQs1X7B0mImu,59265,,Simran Choudhary,66
2rN8LHqK4TBI7y3d9POvJb,512251,"haryanvi hip hop, haryanvi pop",Dhanda Nyoliwala,72
0qS0rxCY4YfrUx9GCTlDIW,1557290,"classic kollywood, filmi",Malaysia Vasudevan,68
4PY2xnTu90K0hvkgcljRJl,36425,tamil pop,Deepthi Suresh,67
3UVLcqHc3pOMsWiZv2MeIZ,5495,,Yugendran Vasudevan,64
09UmIX92EUH9hAK4bxvHx6,9640334,"filmi, modern bollywood",Mithoon,75
2FKWNmZWDBZR4dE5KX4plR,25958912,"filmi, modern bollywood, punjabi pop",Diljit Dosanjh,82
6DARBhWbfcS9E4yJzcliqQ,14008809,"desi hip hop, punjabi pop",Karan Aujla,82
3nqS8jzqmsPKFJTp0BOIel,401590,punjabi pop,Ikky,73
4f7KfxeHq9BiylGmyXepGt,4584660,"desi pop, filmi, modern bollywood",Tanishk Bagchi,79
1wRPtKGflJrBx9BmLsSwlU,41683469,"filmi, indian instrumental, modern bollywood",Pritam,90
3tHD07u1ON4uHxmnT9rwqZ,2355404,"filmi, modern bollywood",Neeraj Shridhar,72
1gegc3MqXY9tE3SL0PyLKr,255,,Dhrruv Yogi,63
5sifufajls8Q6k04Y4F8mH,71817,modern bollywood,Sameer Anjaan,69
5GnnSrwNCGyfAU4zuIytiS,10634724,"filmi, modern bollywood",Mohit Chauhan,77
5wJ1H6ud777odtZl5gG507,5854636,"desi pop, filmi, modern bollywood",Vishal Mishra,78
6SWmwFBXIsxhIx5XPkYo0a,14562,,Josh Brar,62
artists,followers,genres,name,popularity
0y59o4v8uw5crbN9M3JiL1,27447787,"desi hip hop, desi trap, filmi, modern bollywood",Badshah,78
183DgO92lAqgpVVNKI7ZKF,286607,punjabi pop,Raj Ranjodh,65
3ozYqVCLohfpXIhalkhM8D,516023,desi pop,Aditya Rikhari,69
0T1CMVkqffHlqEk4BcAph1,10637492,"filmi, modern bollywood",Tulsi Kumar,75
5TNSXFCNwlq2CfiMcNOCDP,53269,"desi pop, modern bollywood",Lijo George-Dj Chetas,66
5o36rLQd78Zh8CaT8rn59d,64931,modern bollywood,Shreyas Puranik,64
6k6TIai4KyKG1DeIMftSmJ,26269,modern bollywood,Siddharth - Garima,66
3iGhlvzpXc0UHBQ7klAItX,642274,desi pop,Mitraz,69
2DFCHTDIA0t638a4mm37dK,105782,modern bollywood,Raj Shekhar,67
5Z8nzSJRSo4HRcUOzemnC1,182813,punjabi lo-fi,Juss,66
05dG9pMLRWenxzvSmefE6U,220517,"punjabi lo-fi, punjabi pop",MixSingh,68
6WOdPJmexxFINcKMkP2jMG,5230832,"desi pop, filmi, modern bhajan, modern bollywood",Sachet Tandon,75
6q29t5RuXxlBuqIZsOMQss,136878,"gujarati pop, modern bollywood",Priya Saraiya,68
2cjQTf2J5yCaNY8qHpW855,1218666,"desi pop, urdu hip hop",AUR,68
4gzrZDyL5gYiROkv27pYKx,215355,"desi pop, modern bollywood",Varun Jain,69
5r3wPya2PpeTTsXsGhQU8O,5302111,punjabi hip hop,Shubh,77
2oSONSC9zQ4UonDKnLqksx,29296257,"classic pakistani pop, filmi, modern bollywood, sufi",Atif Aslam,81
3qpyErDI4i90q5EGgSRmNK,176065,"desi pop, indian singer-songwriter, modern bollywood",Raghav Chaitanya,67
7xcbCUOXrxDyWxbYxPq60B,477,,Indraneel,62
1bTROl5p3rGTpvKeWnGgrw,1128259,"filmi, modern bollywood",Sohail Sen,67
2o4R2rK7FetH40HTv0SUWl,1046633,"filmi, modern bollywood",Monali Thakur,67
682M6cmwGHOyAB1ZmPv38W,323463,"desi pop, punjabi pop",Gurnazar,64
5aWkTGq5O45ES0fDFmN1Wv,63970,,Chet Singh,62
2UWTNi6LLK5lXNGzFWzIqT,79150,modern bollywood,Aparshakti Khurana,62
6jvvFfe34NYXjWZMz7rExP,134855,,Savi Kahlon,65
4xNgNFUMUuGCoy7IX74Y60,327789,desi pop,Mohammad Faiz,63
5gZhfbckaWo89OzDSk3gdT,623066,"desi pop, punjabi pop",Jaani,76
0m3D4grap8VFSzbJMqgNVk,429893,modern bollywood,Kumaar,74
0oOet2f43PA68X5RxKobEy,27246431,"filmi, modern bollywood",Shreya Ghoshal,85
6k6dimE4a6OFnD0HWmkIUW,191739,"filmi, modern bollywood",Tochi Raina,65
5jJrJU7VVmxQQLcLAmmxXc,154786,,Sai Abhyankkar,65
139FRgoVcJ82jogPttiWcc,20156,,Sai Smriti,61
6LEG9Ld1aLImEFEVHdWNSB,6002021,"desi hip hop, desi pop, punjabi hip hop, punjabi pop",AP Dhillon,76
74OaRjmyh0XyRZsQQQ5l7c,2502508,"desi pop, filmi, indian singer-songwriter, modern bollywood",Jasleen Royal,72
3NHwwyb1coYa5cLyI72xSk,533968,mollywood,Dulquer Salmaan,63
2GoeZ0qOTt6kjsWW4eA6LS,23508585,"desi pop, filmi, gujarati pop, modern bollywood",Darshan Raval,77
00sCATpEvwH48ays7PlQFU,1360794,"filmi, modern bollywood",Jonita Gandhi,72
3dN9MQpjIyNxyeRfz4EDZe,1155908,"desi pop, modern bollywood",Rochak Kohli,73
3nLLr3ShsQC2Hdrwjl14ie,12098,"desi pop, modern bollywood",Gurpreet Saini,63
47z98pKd71yIbgXwe9LPVC,2640950,,Bernadya,82
0f6TyESD8E1mD2oLJ4TGv1,1229305,"bandung indie, indonesian emo, indonesian post-hardcore",For Revenge,74
5Plk4JdCzMxhAHSRTEsxJp,204373,malaysian pop,Ernie Zakri,66
1lg1jqQMMJQQFFMnkxn0zV,35635,,Ade Govinda,66
7Gy1PxqrgsiqWF6JNYPHeB,834750,indonesian indie,.Feast,70
6X28gNASnalAWseUA8uI4X,85042,"indonesian hip hop, indonesian pop",Adrian Khalif,68
3tMTXQyRrPmMyHv5SoC0TV,1627647,indonesian pop,Juicy Luicy,80
1v1khTmozNfxB2ET1Ep288,9789292,"indonesian pop punk, indonesian rock",Last Child,75
16B3ICSQCPu4C6L5TEHXQe,102046,,Rio Clappy,65
6Sv2jkzH9sWQjwghW5ArMG,5659738,indonesian pop,Lyodra,74
6YPfs6tdZXvnlzgZNU3SYT,143762,indonesian pop,Dudy Oris,67
artists,followers,genres,name,popularity
53tuXn4uXfDqZYhAFMxZdt,98892,,Nyoman Paul,67
3wOsYKZM0zcKNasi3I7fP4,14735436,indonesian pop,Mahalini,76
327ipGIr9bD3MkLb2eucqC,247031,indonesian pop,Suara Kayu,64
66NmU5epI0ONGmdCRbLpmW,3724905,indonesian pop,Feby Putri,71
1JvbNeV9zG9Sew1JyaWsyx,1271185,indonesian pop,Anggi Marito,65
20zafXaLhm5IcXnSU93rNn,6714819,indonesian pop,Nadin Amizah,74
1WX2v0BiEW19Vw7xmznLdZ,1616960,indonesian pop,Vierra,70
06QVnTCdjs4jPKO0487EGV,5276138,"bandung indie, indonesian folk pop, indonesian indie, indonesian pop, indonesian pop punk",Fiersa Besari,70
51kyrUsAVqUBcoDEMFkX12,4603668,indonesian pop,Hindia,77
1NjxFrpEGZTV2Ny0OJxeWu,946156,"indonesian pop, malang indie",Sal Priadi,70
0kw7tMniMnrp9Pcr7vgDAm,83807,indonesian pop punk,Stereo Wall,63
