artists,followers,genres,name,popularity
artists,followers,genres,name,popularity
6zGPa2tLMJ5HQYUddZI8di,103075,"funk ostentacao, trap funk",Caio Passos,67
04QHNiih9ZesPvals6II1h,1764915,"funk consciente, funk paulista",MC Marks,77
7IOSPo9oGCLWtDEZtmxgTi,66604,,MC Bruno MS,69
2FDaBZt51fOXh2rbHL8Afr,649637,"funk mtg, funk paulista",Mc Magal,70
48yaM25WLHmQZXx5NN3DYH,10857,,Aaron Modesto,67
1elUiq4X7pxej6FRlrEzjM,20770663,"agronejo, arrocha, sertanejo, sertanejo universitario",Jorge & Mateus,83
0JRPF8WIKUtSO2IUYfrcuh,25716,sertanejo pop,Kaique e Felipe,68
5kVgcCdPbeUwxBqWxi2Ktl,2668289,"agronejo, sertanejo universitario",Luan Pereira,79
6sW5k31iA8sTy0i2goUKF9,336447,funk consciente,Oldilla,71
6VOn8xBJH73S7DN8VBAoaN,12342,,Deejhay RB,65
2Z0lRIqr997lIUiPtrpKCr,11491083,"agronejo, arrocha, pop nacional, sertanejo, sertanejo universitario",Matheus & Kauan,80
1LIuN7ov1IBQDdLsU83ojl,2327485,"agronejo, arrocha, sertanejo, sertanejo pop, sertanejo universitario",Hugo & Guilherme,80
41QLxRXlc2NwfJZkHGHKid,2760238,"agronejo, arrocha, sertanejo, sertanejo pop, sertanejo universitario",Israel & Rodolffo,72
1mV9h1AwhRXSjBFcYpajgY,1007833,funk paulista,Mc Lele JP,70
6VyttZwyEMGBl90oGdKCB8,480136,funk paulista,MC Leozinho ZS,67
6wduHvHCH5QZtWs6ULilDM,811337,forro,Henry Freitas,72
0bg3fNpRQgZTCAg3Bseyly,1140410,"deboxe, funk carioca, funk mtg, funk ostentacao, funk rj",Mc Th,71
5ZfBThYiIIhL7jHMG8gDB2,5572664,"funk carioca, pagode, pagode novo, sertanejo universitario",Ferrugem,78
1fUSLFr4WUBx7joEcGwpvG,3213579,"pagode, pagode novo, sertanejo universitario",Sorriso Maroto,78
37mqXU98U5GmH5ZDtlHM1c,879852,"arrocha, forro",Matheus Fernandes,71
6qrqAYlS6lUj2BVXax7SZW,648268,"arrochadeira, deboxe, funk 150 bpm, funk mtg, funk rj, trap funk",Mc Jacaré,72
0vLuOi2k62sHujIfplInlK,9842312,"brazilian hip hop, rap df, sertanejo universitario",Hungria,77
7gZu6kPnY9enEi5FvgTO4F,229156,"sertanejo, sertanejo pop",Felipe e Rodrigo,72
7gHzR22tDNSWGS4HkvvPgw,410050,trap brasileiro,THE BOX,66
1SZXYhJz4sqEss888VmWLP,1065522,"funk carioca, funk mtg, funk paulista",Mc Brinquedo,66
1JJq541frMPfUIQiUoVrnp,264385,"funk bh, funk consciente, funk mtg",Mc Laranjinha,67
1X6ORK7IekgmyjV6IFPszP,6263966,"arrocha, sertanejo, sertanejo universitario",Gustavo Mioto,76
0i1s9WcIu0PrUvHzALgofo,1649832,"mpb, samba-rock",Seu Jorge,70
6mKwmTMzDrye9elc8JWiw3,279348,"funk bh, funk mtg",Mc Leozin,69
3Nipsl6GVwwGyeAk0J29C6,3297878,"funk carioca, funk mtg, funk ostentacao, funk paulista",MC G15,67
1tKrZaph4cLsnEdqC5BNEQ,430651,"agronejo, arrocha, sertanejo, sertanejo pop, sertanejo universitario",Clayton & Romário,72
5nP8x4uEFjAAmDzwOEc9b8,11523637,"r&b brasileiro, rap cearense, trap brasileiro",Matuê,81
2eK9gcJQ6uqVvJL63dnOM3,2390658,"sertanejo, sertanejo universitario",Simone Mendes,77
5IREutgMnyQqRcc8r15gWk,59943,,CountryBeat,68
6YzSM19LzpLH0nVKKU6Jsy,2115060,funk viral,Mc Daniel,75
3CIIaeZuFYrAD6PRVyuO4U,2472717,"arrocha, arrochadeira, forro",Felipe Amorim,76
2Y3kRJYYun9lDcRMM7ulQg,112776,"brega funk, funk carioca",MC Bruna Alves,64
6m6e7D2TnV0aYMllFFwMxu,1342467,"agronejo, arrocha, sertanejo, sertanejo pop, sertanejo universitario",Guilherme & Benuto,75
7rXMvXRnWHaSwnVvPeUUfw,3474469,"funk carioca, pop lgbtq+ brasileira",Gloria Groove,73
6TYimByryGphZCtwYopH0y,4852465,"sertanejo, sertanejo pop, sertanejo universitario",Lauana Prado,78
5tfvAC3ptwTnVXeNJ8qkYe,8508,,DJ L30,63
5O30nI9WzhHuxqFZqReBQu,9562,funk rj,MC Thaizinha,63
1mvpEXClANunyiHFtAXCxt,1563812,"funk bh, funk carioca, funk mtg",MC Rick,70
2xOLGU5UNLV3KQSFteF8ZW,193572,,Boladin 211,72
54DpD2uxqh2jQtstvXxCag,58,,Deliverymusic,62
4MQAbRFF5xtTAIYG8jzfZm,10450,"funk mtg, funk viral",Dj L Martins,62
5H2zqAv4kVidX9S98sanYa,946,,GringoBeats808,58
487N2T9nIPEHrlTZLL3SQs,20563604,"agronejo, arrocha, sertanejo, sertanejo universitario",Zé Neto & Cristiano,79
6sEfX6ntbBxeWBLggUMyyq,177380,"bulgarian pop, chalga",Medi,49
3CcA9m1Ivpp5XmLt8SxUpn,104134,"bulgarian pop, chalga",Tedi Aleksandrova,47
artists,followers,genres,name,popularity
2xZOjY3LYFt8mfHuBUOBwF,1376,norwegian rock,Silver,37
4vczAVLBVJzhMndKRCsQls,108532,"bulgarian pop, chalga",Djordan,48
1WOWylyMYTYIkDJmKLeSpQ,97434,"bulgarian pop, chalga",Dessita,46
39mjWoyHE5RMghSx70h7pI,25700,"bulgarian pop, chalga",DJ Damyan,45
1lxHE7dVKOVaIjGOIu8svG,129130,"bulgarian pop, chalga",Emanuela,51
1vAwQYTE1k5MBhNsvqphp1,123401,"bulgarian pop, chalga",Azis,54
2Dj0euYPa8eiI6Ee5VLBwg,231937,"bulgarian pop, chalga",Preslava,52
3Q71N3lHz2pijhljCNqOqw,19571,"bulgarian pop, chalga",Andrea,47
7Cg8hnSsmbfC6fxCykWYrh,13474,"bulgarian pop, chalga",Bilyanish,38
5f1C9EB4G4MrxxmWmZP5Wo,39991,"bulgarian hip hop, bulgarian pop, bulgarian trap",MOMO RECORDS,43
583wxBpo6S1maGz1bqYekZ,2244,"bulgarian pop, chalga",Selina,38
2M8DUpSnqu7TlGxEgjUocd,47938,"bulgarian pop, chalga",Danna,38
4v8n02xVhZK4CmdUAuipHn,70914,"bulgarian pop, chalga",Konstantin,49
7JLPN5CklYCRotAvFGw4Q1,123564,"bulgarian pop, chalga",Fiki,46
1UUQq3z2RCIqSE1eiP00Jv,66381,"bulgarian pop, bulgarian trap, chalga",Marso,45
21dDhxm6HACY7m7vzfInMh,2710,,SST,35
556XyBuO17TCo0Bviw5nCW,143050,"balkan trap, bulgarian pop, bulgarian trap, chalga",V:RGO,50
27m6NrJXMbLGlkoGBUy2IV,62550,"bulgarian hip hop, bulgarian pop",Boro Purvi,43
4oopAFtLdKXCoq2XoEjDZD,155280,"bulgarian hip hop, bulgarian pop, chalga",Krisko,50
5M7RMcbgYy45XzC51HU355,296209,"bulgarian pop, chalga",Galena,53
1nRdMIjXitRbmuhwGJopDK,84,,Tzankǎ Uraganu,0
48MmYtebtmsS7LjcYwGBWk,848,,Tomas,35
4AZihrM3P96d5mA9kvsxxH,83562,"bulgarian pop, chalga",Tsvetelina Yaneva,45
5amPFw5XVlNzP7uSKBXtai,137187,"bulgarian pop, chalga",Galin,49
6NtH0d4qlaU5FakRdrdNwq,51815,"bulgarian pop, chalga",SIMONA,44
4aPsL8sPDTXIR11gYfAb0i,8520,"bulgarian pop, chalga, spanish pop rock",Mirela,40
696J4fiOALx5ifVKv10VbK,30347,"bulgarian pop, chalga",Adam,40
29Hsg37sCbjeeCdDA0HIgt,9292,"bulgarian pop, chalga",Ivayla,34
4FTXvsvz433gZR67rhxFfN,60661,"bulgarian pop, chalga",Lidia,43
1cqkZpQniJhO3wvhxqVz54,1964,"bulgarian pop, chalga",Jordan,29
4CrkuFqKkCWd7pJTOaGxhX,258,,Ork. Salih Hamburg,36
12a4KgFut39rBB8WjeN2oL,68279,"bulgarian pop, chalga",VANE$$A,39
5mNFpEfI0KApCz2Y88LYW6,78378,"bulgarian pop, chalga",Alisia,45
2lKSCvxuWDRCyImWLIXqre,3243,"bulgarian pop, chalga",Don Mario,33
2qoQgPAilErOKCwE2Y8wOG,1382093,southern hip hop,GloRilla,83
3DbwFQlvLxRSi2uX8mf81A,1555313,trap queen,Sexyy Red,81
55Aa2cqylxrFIXC767Z865,15664686,"hip hop, new orleans rap, pop rap, rap, trap",Lil Wayne,88
64KEffDW9EtZ1y2vBYgq8T,33909373,"brostep, edm, pop, progressive electro house",Marshmello,85
3oSJ7TBVCWMDMiYjXNiCKE,5558433,"black americana, contemporary country, country, country road",Kane Brown,76
0fGcIStdT1OpFFhOC7Wp36,308351,,Teezo Touchdown,75
718COspgdWOnwOFpJHRZHS,11749974,"contemporary country, country",Luke Combs,87
4GGfAshSkqoxpZdoaHm7ky,212205,modern country pop,ERNEST,72
2YZyLoL8N0Wb9xBt1NhZWg,34539703,"conscious hip hop, hip hop, rap, west coast rap",Kendrick Lamar,95
4Gso3d4CscCijv0lmajZWs,5389836,rap,Don Toliver,88
4cPHsZM98sKzmV26wlwD2W,406569,"adult standards, easy listening, lounge, rockabilly",Brenda Lee,74
2hlmm7s2ICUX0LVIhVFlZQ,8381246,"atl hip hop, melodic rap, rap, trap",Gunna,88
7DXregrznS25AM30UY9sUU,404166,"mambo chileno, urbano chileno",King Savagge,66
5CAruGjgds3QlF5ICtEnnc,1365563,"mambo chileno, urbano chileno",Jairo Vera,70
2IAxPmQzx2NuutHe7ta7gs,484280,urbano chileno,Bayron Fire,65
11HepfI1lj6KJHj651rZhM,626317,urbano chileno,Lucky Brown,73
artists,followers,genres,name,popularity
7tMukTswF8N6b0zI4rlCmg,27604,,Big Cvyu,65
35oGZihZclGoTVuICPXRP9,2333164,reggaeton chileno,Jere Klein,76
07WSqyexqFJM0ZeQVPqJJg,53947,,Mateo on the Beatz,69
4fVe4Q8NDy3wog4lVZMlOX,3126,,EL MURCIELAGO,61
1QcutbFtA6u8A2ZFTZuLSL,49009,trap latino,Panda Black,68
6U574RAq08wVaurzSaqEY3,34085,,Lewis Somes,72
1PANUPmT5KUDGs3Xgkhw3T,60229,urbano chileno,Martinwhite,62
1djP5LHPEF9KvmoKJI0QPX,33765,,NEMJ,62
4rRwh9ghjocFABAwIwnunp,17338,,Gittobeatz,64
10VBp06W8NIgMW4JruLCC4,429011,urbano chileno,Kidd Voodoo,71
2WcCTeyPFxpiGwlntz0X2V,13613,,Dysbit,61
7hwlbJCUBQksiqlloB6x9K,208712,cumbia ranchera,Grupo Zúmbale Primo,65
5NenY2Jl9wwLRxf86go4Y8,115057,reggaeton chileno,Fran C,66
2OEZ0KKJrKXsRQ6hU9bbfS,241820,"reggaeton chileno, trap chileno",Kevin Martes 13,55
0x5lhIYknBUEozHuXjkwUs,370837,"drill chileno, urbano chileno",Galee Galee,64
22QaKKmBIH3QiotuG30W3o,1380469,cumbia chilena,Santaferia,64
3dC19P4w1BbDuwCailjybv,25586,,Nes,68
6w9ToX5slZ4uIdmD17hJ3c,11782123,"reggaeton, reggaeton flow, trap latino, urbano latino",Bryant Myers,83
2XcZshqzPKm3iZcmt73R8D,1459457,"trap chileno, urbano chileno, urbano latino",Pablo Chill-E,72
0NnUMWDCDi1snuMja6IdxH,365447,"trap chileno, urbano chileno",Harry Nach,64
6RhHQP5MQPD3waU29h43gZ,5132,dancehall chileno,DJ Acres,52
5cRpSxsBSMfrPgDuXDsys1,2357,,Prod Millones,51
4WnChRKrzhukEIN00vy0s8,2393,,Axl Boore,55
4yxLYO2imECxGYTTV7RQKb,1504891,"drill chileno, urbano chileno, urbano latino",Pailita,69
1fIJZfSmqQkuqfKNRmrS1V,1507614,"mambo chileno, urbano chileno",El Jordan 23,69
7kvnG7JhX0ycVMVb8SP8EL,50833,trap chileno,Bryartz,60
6rHwFb0YjWexAYxTjm4eIj,660025,"mambo chileno, urbano chileno",Nickoog Clk,65
2vnaEm73LHWfchNiQccNBa,435243,reggaeton chileno,El BAI,64
5uwa6tAMMfNbBFIHiI6NV4,205864,,W Sound,69
0dQUkvpKTvHbsTxXKcIN0S,106792,"mambo chileno, urbano chileno",Adan La Amenaza,60
3i6lAgVHplDXb6zrjIeBeK,151868,trap colombiano,Kris R.,69
1cUpGtXcSQsovNYEZOQgOG,2731435,"colombian hip hop, mexican hip hop",Nanpa Básico,76
7a0XAaPaK2aDSqa8p3QnC7,885057,"reggaeton colombiano, trap latino, urbano latino",Beéle,79
2NfSBtmWe7oPw1EmetJVso,654282,"panamanian pop, reggaeton, urbano latino",Boza,70
0zO8yNnw5GQgutcIyXfGBY,157898,r&b en espanol,ELENA ROSE,72
2xmhyxkjpGNBeWXVMeVWHb,484736,"reggaeton, reggaeton colombiano",Rayo & Toby,55
7GQDI5Vmxs92RsIRZzYT11,512863,"trap latino, urbano latino",Pirlo,70
0x6LwydMMHwLVnyML3s4lb,332,,Nicole Dier,37
4LyGCVZ22bGCY4BaW04Uyl,19262,reggaeton flow,Mackie,55
1g9s0VQvScNH2eh7JCbzUu,4115,,R.K.M.,45
3jGlU8UMMo44I2xeLQ6FD3,1913660,"reggaeton, urbano latino",Dalmata,65
2P5WbTImnPSJQV4ZbQuQZ3,5032,,Bimbo el Oso Mañoso,49
5J5DLfdC5YmPjVk8ljdOqU,47960,"argentine hip hop, reggaeton mexicano, trap mexicano",Big Metra,61
3bkz7ccHi6jiOIag1UyKkE,32,,"KIO ""El Historiador""",49
3tLXPx5dsnZtsodGSf6t8E,5002,,Chris Jonex,49
0eHQ9o50hj6ZDNBt6Ys1sD,8097913,"latin hip hop, reggaeton, trap latino, urbano latino",Yandel,81
1zng9JZpblpk48IPceRWs8,3910732,"salsa, salsa colombiana, tropical",Grupo Niche,71
28gNT5KBp7IjEOQoevXf9N,19464762,"colombian pop, latin pop, latin viral pop, reggaeton colombiano, urbano latino",Camilo,81
0GchaVw5KfSVEm0xl0OXEe,1048975,musica popular colombiana,Luis Alfonso,67
4SsVbpTthjScTS7U2hmr1X,15712648,"latin hip hop, reggaeton, trap latino, urbano latino",Arcángel,84
artists,followers,genres,name,popularity
3SUT1jjM5hzZj9TLfLZGIP,4785645,"latin hip hop, rap boricua, reggaeton, trap latino, urbano latino",Tego Calderón,73
17SY5q1CMOZJBRuPcKWwPI,171309,"trap latino, urbano latino",J Abdiel,72
4s6Xg38sbqh4xpf4OqhVUK,323670,"trap latino, urbano latino",iZaak,76
2cPqdH7XMvwaBJEVjheH8g,4453574,"reggaeton, trap latino, urbano latino",Jay Wheeler,80
4PPoI9LuYeFX8V674Z1R6l,11398365,"mariachi, ranchera",Vicente Fernández,79
5lwmRuXgjX8xIwlnauTZIP,23200808,"bachata, latin hip hop, latin pop, trap latino, urbano latino",Romeo Santos,85
1qto4hHid1P71emI6Fd8xi,9103183,"bachata, bachata dominicana, latin hip hop, latin pop, tropical, urbano latino",Aventura,82
4cG43cUBRJWWDsRh4SW48i,606175,"czech drill, czech hip hop, czsk hip hop",Viktor Sheen,71
721o1Z0J6jQupyzLt9RnEk,498865,"czech drill, czech hip hop, czsk hip hop",Yzomandias,66
6gvVFtkTV4OCyQSCzGgU1h,380171,"czech hip hop, czsk hip hop",Nik Tendo,63
1jHpBumJuu1B6LCJQVh49x,47719,"czsk hip hop, slovak hip hop, slovak trap",SIMILIVINLIFE,55
6xg3PSVEwviVyfnx3mtsPL,56054,czsk hip hop,Saul,55
52OGEbhmyukkdvJ6EDaLH1,3064,,Lil Buca Near,49
4Vmja4orT3sZ2F3x3DanBZ,162277,czsk hip hop,Hard Rico,65
4V1v1oFnKe0b42lZh1QBnF,333632,"czech hip hop, czsk hip hop",Ektor,65
19HPN1TcUQ4L5gPdRIELlr,12685,,Trabo,44
3qoxj1cR3W3crV51Wg38Ux,91810,"czech hip hop, czsk hip hop",Dollar Prync,57
1gRr6moof50L1b7XsbClvI,266766,"czsk hip hop, slovak hip hop",Rytmus,56
3LujD0iQ9jRbSCMA39CGfO,367094,"czsk hip hop, slovak hip hop",Separ,64
5RWzjEjUW2NWpSm00Ieo5X,48733,czsk hip hop,Peter Pann,57
3FgZ0agsmQ50Y9VflHdcio,36256,"czech hip hop, czsk hip hop",Rohony,51
7eKgZc26opM9g5oRiOOwlu,17398,,Manene,45
2U1l35agymGrBDFeMIxVLG,157651,"czsk emo rap, czsk hip hop",Pil C,57
33ngpBQcfq53FgLhpBDt8i,55299,czsk hip hop,Luca Brassi10x,60
5gRumjUBK1fHfuOlQxspJ9,212059,"czech metal, czech rock",ŠKWOR,53
5lEkQtWa3UKlI1hj7sktcd,559121,"czsk emo rap, czsk hip hop",Calin,63
5iYtjtFv6SvHX95ny4fVEz,179689,"czech hip hop, czsk hip hop",P T K,63
1bpca6RQE5kp92pIwPMBE8,476352,"czech pop, czsk hip hop",Ben Cristovao,61
2f1Czzz5n4BX80U6cksGr9,653323,"czech rock, slovak rock",Kabát,61
28oxY7ZfDt1BJFf8FVfpEh,113129,"czech hip hop, czsk hip hop",Robin Zoot,55
2ZHJEckf6HJXMSuD2icSSW,83175,"czech pop, czsk hip hop",Sofian Medjmedj,57
7KjsjftPKKarTvZlawniPi,27737,norwegian pop rap,Marstein,64
1GKN1Js8fa19K23eIhOMhg,18350,danish pop,Annika,63
74HomvqoUecDcUPRespyqg,125866,"danish hip hop, danish pop",Suspekt,58
5FIdLxucf1EKqZfxeeXZzD,16886,danish pop,URO,57
4ZwOlDVAGXQo66ykbLQ8dP,67623,"danish hip hop, danish pop",Lamin,66
1d5Y2zrhRQ6R0plv652L67,98400,"danish hip hop, danish pop",Ukendt Kunstner,58
2eBqkaIfoNsOPCQCQEy5fD,71208,"danish hip hop, danish pop",Benny Jamz,63
2KbikmQKGiUPR2ARs1h0sq,288563,"danish hip hop, danish pop",Gilli,67
2dfY7zXIP61MKHtD175hFp,42529,"danish hip hop, danish pop",Noah Carter,57
7JoViNQIqOIaxcBswboN5d,75016,"danish hip hop, danish pop",Ankerstjerne,52
3pVuaUisHmRfVy53qWwmql,24207,scandipop,Daniel Schulz,50
3SyJZpVRYuncgXPtjAceOJ,21383,danish pop,Panamah,48
5Ppbc55kNdjvxP8Tw2P8S9,11056,,APHACA,52
2d7AMvzFwh5wUTuqQl3BAE,191015,"danish hip hop, danish pop",KESI,64
5RaTuqY7SJHvh6MNzMagut,48291,"danish hip hop, danish pop",D1MA,60
14nVYgOiwVBJIEATXIDYC8,116413,danish pop,Burhan G,56
6ohx0Iujh5kRkt5BibHlXj,505,,Frida Brygmann,48
3elCsuJ1JjDeAd8mjlRRX5,28250,danish pop,Blæst,52
6xfKNngTw1zxViM96HSTCq,12045,danish pop,Mumle,52
artists,followers,genres,name,popularity
7nCIXUCqZmxntAGJMyls5c,8766,danish pop,Svea S,49
1w2fVGZN37TieWhlqS8UwB,128988,danish pop,Tobias Rahim,59
3RYYha3CC7js2PHbcBHewt,107317,"danish hip hop, danish pop",ICEKIID,57
4ysmSq2N7badobfVT6YZ82,59312,"danish hip hop, danish pop",Gobs,59
3Tg0bQKDqc4ONwmKywDq72,15307,,MAS,56
3UaEtP4pJGDhyEzy47AMzl,45140,"danish pop, scandipop",Malte Ebert,54
5MCNh315T9Mi2yQTD4bYkn,2726,,Dos Santos,45
2GGL93jyTZ4X7uidHSJhIr,10638,,Kundo,53
1GLzVjVa7bLnAcD1At98j3,21288,"danish hip hop, danish pop",Omar,50
028xhPwqtWva4J0MkFHY2x,137057,"danish pop, danish pop rock",Mads Langer,53
0thQkzSyTo4l3zbpibZznQ,33776,danish pop,Hjalmer,49
0yqCOSZ1i0c49UUbE8AzbQ,489280,danish pop,Rasmus Seebach,60
1YwMnnHvnG64fJxYSVwmN6,82107,"danish hip hop, danish pop",Branco,59
1uNFoZAHBGtllmzznpCI3s,78920541,"canadian pop, pop",Justin Bieber,92
4ncaw2cfA3Wlly1tBD2eWt,422478,dembow,Yailin la Mas Viral,65
5O5qjKWtduHgXxeEYbbSxz,5115,,Puyalo Pantera,58
4WzBqbc7fxl2y8XrznMSqf,6606,,Candelita,48
0TnOYISbd1XYRBk9myaseg,10998010,"dance pop, miami hip hop, pop",Pitbull,86
3OcvS8PzSGYMBvLdzY6g3e,5185453,"colombian pop, vallenato, vallenato moderno",Silvestre Dangond,69
6NVVcu2j3GlTJwVUnNh27B,51,,Jose iglesia,47
03A4rAqMAxVwjkRIPZxZ9Y,1919,reggaeton chileno,Sacra Mr Melody,48
4VVEpEhC8NcR7AqNEds42U,651781,"dembow, rap dominicano",Chimbala,69
7w0t8O8nbirfLvGJgKK0xk,64193,"dembow, dembow dominicano",Leo RD,62
3Z8i7zAQr7lPwH7pUQnlXJ,121951,dembow dominicano,Kreizy k,55
7eUSP77ZhnXleSue48JWiT,19542,dominican pop,El Blachy,50
5rlinmh5Y0p4zfMY5qngpX,27268,"dembow, trap dominicano",Diamond la Mafia,42
4UcGO4hOufILa9qGd3KOCo,213203,"dembow dominicano, trap dominicano",La Perversa,55
4lpMINWZQ39N9joHJFmgDE,4752,,Loco Prieto Oficial,45
30TfJAUX5Aeh7qKjyndmsO,8771,dembow dominicano,Mapa Negro,51
2rMFPjySMqkgBajkLKL6zo,220003,dembow dominicano,Lomiiel,69
2dHbjVgpO3NvzY8D7yZvji,280223,dembow dominicano,Donaty,61
0L7AJNWmGtSjzASON8eTDW,116019,dembow dominicano,Papera,57
1y8spb5Thg0p5ybNtdk4tu,120769,dembow dominicano,Jezzy,59
6kq4GHwUcUojGIu0ziSNXf,3248240,"rap dominicano, reggaeton, trap latino, urbano latino",Amenazzy,67
6GlX3FdCQrMftGfVaWcmPZ,158429,dembow dominicano,NTG,65
5wJ6ampK4rbYM4QjhIbsGa,29257,,John Theis,46
7qYeIN2r4H1kBvr0Gm9Iav,623425,"reggaeton, urbano latino",Randy,68
44cW3xznP61BXbu0e7fgxn,60467,"nyc rap, trap latino",Slayter,62
12lHTAdc9T204lw5qPtasv,45218,"trap latino, urbano latino",Foreign Teck,63
0XXR1ghu7pFEcfdmhq52E9,227858,dembow dominicano,Braulio Fogon,54
1f7FtdbdaRjeeOr0gK9f3L,47134,dembow dominicano,Luis Brown,54
0b4EVanoJb8wkWF7QUA3uY,15481,,Sin Nombre,55
0B4uq7LA4vdVwFPDoOcVtw,333153,dembow dominicano,Jey One,63
0tR60pwxQ5WKjPxQcKoCQ7,115563,"trap dominicano, trap latino",Messiah,61
0PPgD3dY7wrxsMe021mByK,76564,dembow dominicano,La Mas Doll,50
2kF83E9c7WmW5XdqwUrJd2,41890,dembow dominicano,Chocoleyrol,47
3Y9A8EQQtWU8RStiTlzErv,43703,urbano ecuatoriano,Jombriel,55
1YZcJWydWAbSpknMUKtD9m,2670,urbano ecuatoriano,Alex Krack,50
2wnVvfvSkFJbtOinte4sC3,6300,urbano ecuatoriano,Jøtta,59
70nxnxEqDQIEWneRjg2Q4O,1260513,"salsa, salsa venezolana, tropical",Adolescent's Orquesta,73
artists,followers,genres,name,popularity
27popMcDKX0XWFqlq4vTXZ,11457,urbano ecuatoriano,Sossa,50
2Kw8bTqfGNAH3hOmR0aSsm,2411,,Bruno Marcelo,47
2cXxHeHp70c1PDDo5h4Y9b,1175,urbano ecuatoriano,Rich Ibra,43
4NMmc3Z7Yd8SJc0iSmEaZx,590,urbano ecuatoriano,Vyse,44
3b3OoVWsX5vEeuAg0TUlPQ,282,urbano ecuatoriano,Joel The B,43
0ehrcK1euZpC14iBSYtbgy,110,,Hoppen,43
60uh2KYYSCqAgJNxcU4DA0,4553188,"latin alternative, latin pop, mexican pop, rock en espanol, spanish rock",Hombres G,74
1Ts9of7VPZElwPQnqnDSfW,1535313,"reggaeton, reggaeton flow, trap boricua, trap latino, urbano latino",Lyanno,75
1GKIlPFdcewHtpDVCQ8zmJ,503451,"reggaeton, reggaeton flow, trap latino, urbano latino",Brray,74
4IMgqWorWJUqUlbULGdoBa,85111,egyptian viral pop,Youssif Elashry,57
7yBuSjd5Z3w7acodk51evR,2312348,"egyptian hip hop, egyptian trap",Afroto,60
33Dgas4QUk9jjh2TnolVwj,7954,,ONUY,51
5CSaIf8OAstAYE5oqQeS15,528778,egyptian viral pop,Magdy El Zahar,58
6mPZyiInAlfLGBJbX0echu,43196,,زاد,50
3mUUUQDWnVlttF1yERxmPQ,1010716,egyptian trap,Ilmond,61
5764EiAfWT26wi1CdLcnwz,715189,"egyptian hip hop, egyptian trap",Shehab,59
5QKGejJMncXUNUb9pUFbEf,577046,egyptian trap,TUL8TE,63
2KJgliIl1dMyeOMyCcnYv7,2828311,"arab pop, egyptian pop",Bahaa Sultan,61
5rCq30EbJ3DfZPKybGZj8F,4649288,"arab pop, egyptian pop",Tamer Ashour,64
2PM82jOCB674w4BL08zFVS,3387160,"egyptian alternative, egyptian viral pop",Muslim - مُسلِم,62
4KGzrDuN7l1lrMNuio2fUe,3593,,yousef mohamed,38
3gCqbhXmiSto3R8U9YZcZM,1510372,shaabi,Reda El Bahrawy,56
25P1GMgHepq6rkzRwg2DcB,1513299,mahraganat,Eslam Kabonga,61
4BKC2HOGEqtYz2Xbgp9N1q,6008592,"egyptian hip hop, egyptian trap",Wegz,61
2GVksDv9UpY60i4CvytrZK,3312259,"arab alternative, egyptian alternative, egyptian pop, egyptian rock",Cairokee,62
2iToE4LH0W9zs4hVw3A7m6,1420328,"arab pop, shaabi",Mahmoud El Leithy,57
2KjiHtx0h8tyJXbg8aYRgu,5757069,"egyptian pop, mahraganat",Essam Sasa,65
5HczG7gdd89oDKY0CUyPof,3384667,"arab pop, lebanese pop",Wael Jassar,61
2yV4zQzvNPMyHncf60u9sr,47104,egyptian alternative,Lella Fadda,47
4o6vIkdmHiEXZOesrJj3KO,1796116,"egyptian hip hop, egyptian pop, egyptian trap",Abyusif,56
5LtHZB7vU02HtNoOzNcVhc,2887764,"arab pop, egyptian pop",Ramy Sabry,63
5OssgJlERPHTqpgpwUh01O,4827,,Said Fatla,41
6bb9VI1PpPTEmdgcgjTppX,4985448,"arab pop, egyptian pop",Mohamed Hamaki,61
15EdXJSvJSrjOGXsIimK0d,1110834,mahraganat,Ameen Khattab,56
0IiR4LJwslf6HBSdk9W3Dg,2589058,"arab pop, classic arab pop, egyptian pop",Angham,59
5OaC42gxOxSYgfmmSxe672,629142,"arab pop, egyptian pop, mahraganat",Farid,51
2N72bJ8IYB4KZmKmxz5Xkk,2856689,"arab pop, egyptian alternative, egyptian pop",Hamza Namira,58
56chSp36PsMhpQvUn1kdR3,2408396,"egyptian hip hop, egyptian trap",Marwan Pablo,63
57UiSuUcw9m0MV4bC2DukM,482719,"egyptian hip hop, egyptian trap",Molotof,52
63OMTYC88PAsd7ffM3ErQv,1052998,"egyptian pop, mahraganat",Muslim,50
4JhWEqWfwTQywn7lKkNWt5,233786,mahraganat,Felo,48
5miyPYjh5EcpOSqloDJPID,2016138,"arab pop, egyptian pop",Ramy Gamal,58
1bfl0AU8SqmLkElptOprhC,7195642,"banda, musica mexicana, norteno, sad sierreno",Julión Álvarez y su Norteño Banda,86
5eumcnUkdmGvkvcsx1WFNG,2495534,corrido,Tito Double P,91
0pePYDrJGk8gqMRbXrLJC8,6753586,"corrido, sad sierreno, sierreno",Luis R Conriquez,87
6pV5zH2LzjOUHaAvENdMMa,548024,corrido,Neton Vega,84
0elWFr7TW8piilVRYJUe4P,16396017,"corrido, corridos tumbados, musica mexicana, sad sierreno, sierreno",Natanael Cano,89
6dLuQ5qXxIuWc5urxfIiZR,1583915,"corrido, corridos tumbados, sad sierreno, sierreno",Calle 24,77
2rmkQLzj0k4nZdQehOUByO,2918427,corrido,Chino Pacas,83
