Source,Target,Weight
5Dz2FizMLqV0Cr3c8uhEcF,Brazil,2
1b8S7EPzdckRyIh0uSbOMI,Brazil,2
64DTkZLH6KkkMwZEEZ5VWC,Brazil,1
5InVWl8IZB8zFAoNa5roKm,Brazil,1
59jlthNnbmim5l9tmNA7se,Brazil,2
1DuBkL1pAgaZQHXKPiVr08,Brazil,2
5wbf52LA6kcaboHSN6NEF1,Brazil,1
0nFdWpwl7h6fp3ADRyG14L,Brazil,1
3hq7WoPJsrRP0KMSLhUgRz,Brazil,3
2CKOmarVWvWqkNWUatHCex,Brazil,1
0xj9MJx9r0wO2o4aqdergP,Brazil,2
7me0S5Z40qVWj3gzyK8aC3,Brazil,1
70jpkgy5oGT4YjaGFpCpk7,Brazil,4
7wLAecYIgstxcjqe6JwT3w,Brazil,1
1HY2Jd0NmPuamShAr6KMms,Sweden,1
0du5cEVh5yTK9QJze8zA0C,Taiwan,3
5s27i7oqhNWIcE4HeoVdq0,Brazil,1
2f8xoxornfSw6ePzgyM9NO,Brazil,2
6XFc29m1ptfUNmaa1UTuBT,Brazil,3
3UfwtvPZZea2HHwI23VtKP,Brazil,1
75i9GaW2MJUgt4BkdUnuUY,Brazil,2
2VTYSgPG0HoSZ4YMx7EeFj,Brazil,1
6zGPa2tLMJ5HQYUddZI8di,Brazil,1
04QHNiih9ZesPvals6II1h,Brazil,3
7IOSPo9oGCLWtDEZtmxgTi,Brazil,1
2FDaBZt51fOXh2rbHL8Afr,Brazil,1
48yaM25WLHmQZXx5NN3DYH,Brazil,1
1elUiq4X7pxej6FRlrEzjM,Brazil,3
0JRPF8WIKUtSO2IUYfrcuh,Brazil,1
5kVgcCdPbeUwxBqWxi2Ktl,Brazil,1
6sW5k31iA8sTy0i2goUKF9,Brazil,2
6VOn8xBJH73S7DN8VBAoaN,Brazil,1
2Z0lRIqr997lIUiPtrpKCr,Brazil,2
1LIuN7ov1IBQDdLsU83ojl,Brazil,2
41QLxRXlc2NwfJZkHGHKid,Brazil,1
1mV9h1AwhRXSjBFcYpajgY,Brazil,1
6VyttZwyEMGBl90oGdKCB8,Brazil,1
6wduHvHCH5QZtWs6ULilDM,Brazil,1
0bg3fNpRQgZTCAg3Bseyly,Brazil,1
5ZfBThYiIIhL7jHMG8gDB2,Brazil,1
1fUSLFr4WUBx7joEcGwpvG,Brazil,1
37mqXU98U5GmH5ZDtlHM1c,Brazil,1
7FNnA9vBm6EKceENgCGRMb,Slovakia,1
6qrqAYlS6lUj2BVXax7SZW,Brazil,1
0vLuOi2k62sHujIfplInlK,Brazil,1
3eVa5w3URK5duf6eyVDbu9,Thailand,1
7gZu6kPnY9enEi5FvgTO4F,Brazil,1
7gHzR22tDNSWGS4HkvvPgw,Brazil,1
1SZXYhJz4sqEss888VmWLP,Brazil,1
1JJq541frMPfUIQiUoVrnp,Brazil,1
1X6ORK7IekgmyjV6IFPszP,Brazil,1
0i1s9WcIu0PrUvHzALgofo,Brazil,1
6mKwmTMzDrye9elc8JWiw3,Brazil,2
3Nipsl6GVwwGyeAk0J29C6,Brazil,1
1tKrZaph4cLsnEdqC5BNEQ,Brazil,1
5nP8x4uEFjAAmDzwOEc9b8,Brazil,1
2eK9gcJQ6uqVvJL63dnOM3,Brazil,1
5IREutgMnyQqRcc8r15gWk,Brazil,1
6YzSM19LzpLH0nVKKU6Jsy,Brazil,1
3CIIaeZuFYrAD6PRVyuO4U,Brazil,1
2Y3kRJYYun9lDcRMM7ulQg,Brazil,1
6m6e7D2TnV0aYMllFFwMxu,Brazil,1
7rXMvXRnWHaSwnVvPeUUfw,Brazil,1
6TYimByryGphZCtwYopH0y,Brazil,2
5tfvAC3ptwTnVXeNJ8qkYe,Brazil,1
5O30nI9WzhHuxqFZqReBQu,Brazil,1
1mvpEXClANunyiHFtAXCxt,Brazil,1
2xOLGU5UNLV3KQSFteF8ZW,Brazil,1
54DpD2uxqh2jQtstvXxCag,Brazil,1
4MQAbRFF5xtTAIYG8jzfZm,Brazil,1
5H2zqAv4kVidX9S98sanYa,Brazil,1
487N2T9nIPEHrlTZLL3SQs,Brazil,1
1oSPZhvZMIrWW5I41kPkkY,Peru,1
6sEfX6ntbBxeWBLggUMyyq,Bulgaria,3
3CcA9m1Ivpp5XmLt8SxUpn,Bulgaria,2
2xZOjY3LYFt8mfHuBUOBwF,Bulgaria,1
1oSPZhvZMIrWW5I41kPkkY,Paraguay,1
1Xyo4u8uXC1ZmMpatF05PJ,Slovakia,2
4vczAVLBVJzhMndKRCsQls,Bulgaria,3
1WOWylyMYTYIkDJmKLeSpQ,Bulgaria,2
7FNnA9vBm6EKceENgCGRMb,Romania,1
39mjWoyHE5RMghSx70h7pI,Bulgaria,2
1lxHE7dVKOVaIjGOIu8svG,Bulgaria,4
1HY2Jd0NmPuamShAr6KMms,Spain,1
1vAwQYTE1k5MBhNsvqphp1,Bulgaria,2
2Dj0euYPa8eiI6Ee5VLBwg,Bulgaria,1
3Q71N3lHz2pijhljCNqOqw,Bulgaria,1
3eVa5w3URK5duf6eyVDbu9,Taiwan,1
0du5cEVh5yTK9QJze8zA0C,Switzerland,2
7Cg8hnSsmbfC6fxCykWYrh,Bulgaria,1
5f1C9EB4G4MrxxmWmZP5Wo,Bulgaria,1
583wxBpo6S1maGz1bqYekZ,Bulgaria,2
2M8DUpSnqu7TlGxEgjUocd,Bulgaria,1
4v8n02xVhZK4CmdUAuipHn,Bulgaria,6
7JLPN5CklYCRotAvFGw4Q1,Bulgaria,1
1UUQq3z2RCIqSE1eiP00Jv,Bulgaria,1
21dDhxm6HACY7m7vzfInMh,Bulgaria,1
556XyBuO17TCo0Bviw5nCW,Bulgaria,1
27m6NrJXMbLGlkoGBUy2IV,Bulgaria,1
4oopAFtLdKXCoq2XoEjDZD,Bulgaria,2
5M7RMcbgYy45XzC51HU355,Bulgaria,3
1nRdMIjXitRbmuhwGJopDK,Bulgaria,1
48MmYtebtmsS7LjcYwGBWk,Bulgaria,1
4AZihrM3P96d5mA9kvsxxH,Bulgaria,2
5amPFw5XVlNzP7uSKBXtai,Bulgaria,3
6NtH0d4qlaU5FakRdrdNwq,Bulgaria,2
4aPsL8sPDTXIR11gYfAb0i,Bulgaria,1
696J4fiOALx5ifVKv10VbK,Bulgaria,1
29Hsg37sCbjeeCdDA0HIgt,Bulgaria,1
4FTXvsvz433gZR67rhxFfN,Bulgaria,1
74KM79TiuVKeVCqs8QtB0B,Slovakia,1
0Y5tJX1MQlPlqiwlOH1tJY,Saudi Arabia,2
699OTQXzgjhIYAHMy9RyPD,Singapore,1
1cqkZpQniJhO3wvhxqVz54,Bulgaria,1
5PlfkPxwCpRRWQJBxCa0By,Luxembourg,1
0u6GtibW46tFX7koQ6uNJZ,Luxembourg,1
7hQmAXAzWI6D350VTgkKTG,Luxembourg,1
1IFAU4mznUcfPVP9z2c24N,Luxembourg,1
4CrkuFqKkCWd7pJTOaGxhX,Bulgaria,1
5HK6QtizXJzCmoYTkvFRik,Slovakia,1
33qOK5uJ8AR2xuQQAhHump,Poland,1
12a4KgFut39rBB8WjeN2oL,Bulgaria,1
5mNFpEfI0KApCz2Y88LYW6,Bulgaria,1
2lKSCvxuWDRCyImWLIXqre,Bulgaria,1
33qOK5uJ8AR2xuQQAhHump,Norway,2
4tuJ0bMpJh08umKkEXKUI5,Saudi Arabia,1
3eVa5w3URK5duf6eyVDbu9,Switzerland,1
1HY2Jd0NmPuamShAr6KMms,South Africa,1
0du5cEVh5yTK9QJze8zA0C,Sweden,2
3y2cIKLjiOlp1Np37WiUdH,New Zealand,1
1iCnM8foFssWlPRLfAbIwo,Saudi Arabia,1
6qqNVTkY8uBg9cP3Jd7DAH,South Africa,2
74KM79TiuVKeVCqs8QtB0B,Singapore,6
1Xyo4u8uXC1ZmMpatF05PJ,Singapore,2
699OTQXzgjhIYAHMy9RyPD,Saudi Arabia,2
22wbnEMDvgVIAGdFeek6ET,Singapore,1
246dkjvS1zLTtiykXe5h60,Norway,1
4oUHIQIBe0LHzYfvXNW4QM,New Zealand,2
7GlBOeep6PqTfFi59PTUUN,Saudi Arabia,1
4tuJ0bMpJh08umKkEXKUI5,Norway,2
7Ez6lTtSMjMf2YSYpukP1I,Norway,1
70kkdajctXSbqSMJbQO424,Norway,1
2RQXRUsr4IW1f3mKyKsy4B,Ireland,1
4V8LLVI7PbaPR0K2TGSxFF,Latvia,2
40ZNYROS4zLfyyBSs2PGe2,Ireland,4
2FXC3k01G6Gw61bmprjgqS,Norway,1
7GlBOeep6PqTfFi59PTUUN,Poland,1
3bO19AOone0ubCsfDXDtYt,Norway,1
4iHNK0tOyZPYnBU7nGAgpQ,Netherlands,1
1oSPZhvZMIrWW5I41kPkkY,Nicaragua,1
0Y5tJX1MQlPlqiwlOH1tJY,New Zealand,1
55Aa2cqylxrFIXC767Z865,United States,1
4oUHIQIBe0LHzYfvXNW4QM,Ireland,1
40ZNYROS4zLfyyBSs2PGe2,Canada,6
64KEffDW9EtZ1y2vBYgq8T,Spain,1
3oSJ7TBVCWMDMiYjXNiCKE,Netherlands,1
7GlBOeep6PqTfFi59PTUUN,Philippines,1
4V8LLVI7PbaPR0K2TGSxFF,Ireland,1
0fGcIStdT1OpFFhOC7Wp36,New Zealand,1
718COspgdWOnwOFpJHRZHS,Canada,1
4oUHIQIBe0LHzYfvXNW4QM,Canada,4
4GGfAshSkqoxpZdoaHm7ky,Canada,1
5lpH0xAS4fVfLkACg9DAuM,Norway,1
77SW9BnxLY8rJ0RciFqkHh,Saudi Arabia,2
06HL4z0CvFAxyc27GXpf02,Singapore,1
2FXC3k01G6Gw61bmprjgqS,New Zealand,1
22wbnEMDvgVIAGdFeek6ET,Norway,1
4Gso3d4CscCijv0lmajZWs,Romania,1
4cPHsZM98sKzmV26wlwD2W,United States,1
2tIP7SsRs7vjIcLrU85W8J,New Zealand,1
2hlmm7s2ICUX0LVIhVFlZQ,Canada,1
7DXregrznS25AM30UY9sUU,Chile,1
5CAruGjgds3QlF5ICtEnnc,Chile,1
2IAxPmQzx2NuutHe7ta7gs,Chile,1
7CvTknweLr9feJtRGrpDBy,Spain,2
6uzHLlGqFKaXYOnZyYmXYg,Spain,1
11HepfI1lj6KJHj651rZhM,Chile,6
7tMukTswF8N6b0zI4rlCmg,Chile,1
35oGZihZclGoTVuICPXRP9,Chile,6
07WSqyexqFJM0ZeQVPqJJg,Chile,4
4fVe4Q8NDy3wog4lVZMlOX,Chile,1
1oSPZhvZMIrWW5I41kPkkY,Morocco,1
3E12tRURRvPfHz0hAMCFYc,Uruguay,1
54seKvtsZauR1iauN0ptpo,Uruguay,1
1Yj5Xey7kTwvZla8sqdsdE,Saudi Arabia,1
7CvTknweLr9feJtRGrpDBy,Saudi Arabia,1
1QcutbFtA6u8A2ZFTZuLSL,Chile,1
5Y3MV9DZ0d87NnVm56qSY1,Costa Rica,1
1HY2Jd0NmPuamShAr6KMms,Slovakia,1
7CvTknweLr9feJtRGrpDBy,Peru,3
6U574RAq08wVaurzSaqEY3,Chile,2
1PANUPmT5KUDGs3Xgkhw3T,Chile,1
1djP5LHPEF9KvmoKJI0QPX,Chile,1
0EmeFodog0BfCgMzAIvKQp,Peru,1
5CiGnKThu5ctn9pBxv7DGa,Peru,1
1Yj5Xey7kTwvZla8sqdsdE,Peru,4
1U1el3k54VvEUzo3ybLPlM,Peru,1
6nVcHLIgY5pE2YCl8ubca1,Paraguay,1
4rRwh9ghjocFABAwIwnunp,Chile,1
3eVa5w3URK5duf6eyVDbu9,Sweden,1
0du5cEVh5yTK9QJze8zA0C,Spain,1
10VBp06W8NIgMW4JruLCC4,Chile,1
2WcCTeyPFxpiGwlntz0X2V,Chile,1
7hwlbJCUBQksiqlloB6x9K,Chile,2
2LRoIwlKmHjgvigdNGBHNo,Spain,3
7jAs1uPnpfNmT6e5qtEPxq,Spain,1
790FomKkXshlbRYZFtlgla,Peru,5
6ndLrsgT3MV5CNxIrW71fw,Uruguay,1
3m5qlPf2OkihLz3dRYnkPA,Uruguay,2
1vyhD5VmyZ7KMfW5gqLgo5,Uruguay,1
7j6DKwmjbxvpQO8h914uEz,Spain,1
5NenY2Jl9wwLRxf86go4Y8,Chile,3
2OEZ0KKJrKXsRQ6hU9bbfS,Chile,1
0x5lhIYknBUEozHuXjkwUs,Chile,2
1TA5sGRlKUJXBN4ZyJuDIX,Uruguay,2
22QaKKmBIH3QiotuG30W3o,Chile,1
1Yj5Xey7kTwvZla8sqdsdE,Luxembourg,1
55ru5B05MMBunM1tvH7Di6,Bolivia,1
4oZolC0sCwCAKqsNXfRlVS,Paraguay,1
3dC19P4w1BbDuwCailjybv,Chile,1
1Yj5Xey7kTwvZla8sqdsdE,France,1
6w9ToX5slZ4uIdmD17hJ3c,Chile,1
1Yj5Xey7kTwvZla8sqdsdE,Ecuador,1
2XcZshqzPKm3iZcmt73R8D,Chile,2
0NnUMWDCDi1snuMja6IdxH,Chile,1
6RhHQP5MQPD3waU29h43gZ,Chile,1
1fctva4kpRbg2k3v7kwRuS,Uruguay,1
1mcTU81TzQhprhouKaTkpq,Uruguay,1
3ZpEKRjHaHANcpk10u6Ntq,Uruguay,1
5cRpSxsBSMfrPgDuXDsys1,Chile,1
4WnChRKrzhukEIN00vy0s8,Chile,1
1bAftSH8umNcGZ0uyV7LMg,Costa Rica,1
4yxLYO2imECxGYTTV7RQKb,Chile,1
1fIJZfSmqQkuqfKNRmrS1V,Chile,1
1Yj5Xey7kTwvZla8sqdsdE,Chile,10
0ZCO8oVkMj897cKgFH7fRW,Bolivia,2
6B1hSmaLdOvChinK2Z7gfi,Peru,1
7kvnG7JhX0ycVMVb8SP8EL,Chile,1
6rHwFb0YjWexAYxTjm4eIj,Chile,1
2vnaEm73LHWfchNiQccNBa,Chile,1
5uwa6tAMMfNbBFIHiI6NV4,Venezuela,1
3m5qlPf2OkihLz3dRYnkPA,Spain,1
0dQUkvpKTvHbsTxXKcIN0S,Chile,1
2LRoIwlKmHjgvigdNGBHNo,Peru,8
6ndLrsgT3MV5CNxIrW71fw,Spain,1
3m5qlPf2OkihLz3dRYnkPA,Peru,3
1vyhD5VmyZ7KMfW5gqLgo5,Spain,1
7j6DKwmjbxvpQO8h914uEz,Peru,2
1TA5sGRlKUJXBN4ZyJuDIX,Spain,1
1TA5sGRlKUJXBN4ZyJuDIX,Peru,3
5uwa6tAMMfNbBFIHiI6NV4,Peru,1
3i6lAgVHplDXb6zrjIeBeK,Colombia,2
7jAs1uPnpfNmT6e5qtEPxq,Peru,1
6B1hSmaLdOvChinK2Z7gfi,Paraguay,1
3UTF2no3muGdiFXVujl94i,Peru,2
1TA5sGRlKUJXBN4ZyJuDIX,Paraguay,1
1cUpGtXcSQsovNYEZOQgOG,Venezuela,1
7a0XAaPaK2aDSqa8p3QnC7,Venezuela,3
0EmeFodog0BfCgMzAIvKQp,Paraguay,1
5CiGnKThu5ctn9pBxv7DGa,Paraguay,1
3l9G1G9MxH6DaRhwLklaf5,Paraguay,1
0ys2OFYzWYB5hRDLCsBqxt,Peru,1
4q3ewBCX7sLwd24euuV69X,Peru,2
1TA5sGRlKUJXBN4ZyJuDIX,Panama,2
1r4hJ1h58CWwUQe3MxPuau,Paraguay,2
3E12tRURRvPfHz0hAMCFYc,Spain,1
54seKvtsZauR1iauN0ptpo,Spain,2
6B1hSmaLdOvChinK2Z7gfi,Panama,1
2NfSBtmWe7oPw1EmetJVso,Venezuela,1
0zO8yNnw5GQgutcIyXfGBY,Venezuela,2
2xmhyxkjpGNBeWXVMeVWHb,Colombia,1
1fctva4kpRbg2k3v7kwRuS,Spain,1
1mcTU81TzQhprhouKaTkpq,Spain,1
3ZpEKRjHaHANcpk10u6Ntq,Spain,1
7GQDI5Vmxs92RsIRZzYT11,Colombia,1
0x6LwydMMHwLVnyML3s4lb,Colombia,1
4LyGCVZ22bGCY4BaW04Uyl,Colombia,1
1g9s0VQvScNH2eh7JCbzUu,Colombia,1
1vyhD5VmyZ7KMfW5gqLgo5,Peru,2
66ihevNkSYNzRAl44dx6jJ,Paraguay,1
3jGlU8UMMo44I2xeLQ6FD3,Colombia,1
1r4hJ1h58CWwUQe3MxPuau,Panama,2
7j6DKwmjbxvpQO8h914uEz,Panama,1
12GqGscKJx3aE4t07u7eVZ,Paraguay,1
18dspUI6gqabm5XCC2RcUD,Mexico,1
2P5WbTImnPSJQV4ZbQuQZ3,Colombia,1
5J5DLfdC5YmPjVk8ljdOqU,Colombia,1
3bkz7ccHi6jiOIag1UyKkE,Colombia,1
3tLXPx5dsnZtsodGSf6t8E,Colombia,1
2LRoIwlKmHjgvigdNGBHNo,Paraguay,5
0eHQ9o50hj6ZDNBt6Ys1sD,Peru,1
1zng9JZpblpk48IPceRWs8,Colombia,1
1HY2Jd0NmPuamShAr6KMms,Singapore,1
0du5cEVh5yTK9QJze8zA0C,South Africa,1
5MraexJKZDrQYzS98kNwie,Luxembourg,1
790FomKkXshlbRYZFtlgla,Paraguay,3
3qsKSpcV3ncke3hw52JSMB,Peru,1
28gNT5KBp7IjEOQoevXf9N,Costa Rica,1
66ihevNkSYNzRAl44dx6jJ,Panama,1
2jSGzJw0ebJLu7OLVSOcBP,Peru,1
0GchaVw5KfSVEm0xl0OXEe,Colombia,1
4SsVbpTthjScTS7U2hmr1X,Spain,1
3SUT1jjM5hzZj9TLfLZGIP,Colombia,1
2LRoIwlKmHjgvigdNGBHNo,Panama,5
6ndLrsgT3MV5CNxIrW71fw,Peru,1
3m5qlPf2OkihLz3dRYnkPA,Paraguay,1
1vyhD5VmyZ7KMfW5gqLgo5,Panama,1
7j6DKwmjbxvpQO8h914uEz,Mexico,2
1TA5sGRlKUJXBN4ZyJuDIX,Mexico,1
3E12tRURRvPfHz0hAMCFYc,Peru,1
7iK8PXO48WeuP03g8YR51W,Peru,3
5CiGnKThu5ctn9pBxv7DGa,Panama,1
3UTF2no3muGdiFXVujl94i,Paraguay,2
7jAs1uPnpfNmT6e5qtEPxq,Paraguay,1
6B1hSmaLdOvChinK2Z7gfi,Honduras,1
1TA5sGRlKUJXBN4ZyJuDIX,Honduras,2
3m5qlPf2OkihLz3dRYnkPA,Panama,2
1fctva4kpRbg2k3v7kwRuS,Peru,1
1mcTU81TzQhprhouKaTkpq,Peru,1
3ZpEKRjHaHANcpk10u6Ntq,Peru,1
2NfSBtmWe7oPw1EmetJVso,Peru,1
6XkjpgcEsYab502Vr1bBeW,Mexico,3
1dKdetem2xEmjgvyymzytS,Nicaragua,1
1oSPZhvZMIrWW5I41kPkkY,Malaysia,1
3l9G1G9MxH6DaRhwLklaf5,Panama,1
0ys2OFYzWYB5hRDLCsBqxt,Paraguay,1
7a0XAaPaK2aDSqa8p3QnC7,Peru,1
1HY2Jd0NmPuamShAr6KMms,Saudi Arabia,1
0du5cEVh5yTK9QJze8zA0C,Slovakia,2
1r4hJ1h58CWwUQe3MxPuau,Nicaragua,1
66ihevNkSYNzRAl44dx6jJ,Nicaragua,2
11oaKJc8rsz6x8YPVjca4X,Uruguay,3
0kwa5ELbi8xm7vbwywoLtg,Uruguay,1
0c0Yh1P4gMYmDwebhyzIDv,Uruguay,1
1cUpGtXcSQsovNYEZOQgOG,Peru,1
7a0XAaPaK2aDSqa8p3QnC7,Panama,4
4q3ewBCX7sLwd24euuV69X,Paraguay,2
1bAftSH8umNcGZ0uyV7LMg,Chile,1
0EmeFodog0BfCgMzAIvKQp,Panama,1
5uwa6tAMMfNbBFIHiI6NV4,Ecuador,1
790FomKkXshlbRYZFtlgla,Panama,4
28gNT5KBp7IjEOQoevXf9N,Colombia,1
66ihevNkSYNzRAl44dx6jJ,Mexico,1
2LRoIwlKmHjgvigdNGBHNo,Nicaragua,4
3eVa5w3URK5duf6eyVDbu9,Slovakia,1
12GqGscKJx3aE4t07u7eVZ,Panama,1
5Y3MV9DZ0d87NnVm56qSY1,Chile,1
06Q5VlSAku57lFzyME3HrM,Ecuador,1
12GqGscKJx3aE4t07u7eVZ,Nicaragua,2
18dspUI6gqabm5XCC2RcUD,Honduras,1
66ihevNkSYNzRAl44dx6jJ,Honduras,1
17SY5q1CMOZJBRuPcKWwPI,Venezuela,1
54seKvtsZauR1iauN0ptpo,Peru,2
4s6Xg38sbqh4xpf4OqhVUK,Venezuela,1
2cPqdH7XMvwaBJEVjheH8g,Venezuela,1
3qsKSpcV3ncke3hw52JSMB,El Salvador,1
7iK8PXO48WeuP03g8YR51W,Paraguay,5
6qqNVTkY8uBg9cP3Jd7DAH,Slovakia,2
4PPoI9LuYeFX8V674Z1R6l,Nicaragua,1
6XkjpgcEsYab502Vr1bBeW,Honduras,3
5lwmRuXgjX8xIwlnauTZIP,Nicaragua,3
1vyhD5VmyZ7KMfW5gqLgo5,Nicaragua,1
4q3ewBCX7sLwd24euuV69X,Panama,1
1qto4hHid1P71emI6Fd8xi,Panama,1
2jSGzJw0ebJLu7OLVSOcBP,Paraguay,1
1qto4hHid1P71emI6Fd8xi,Nicaragua,9
1r4hJ1h58CWwUQe3MxPuau,Mexico,2
4cG43cUBRJWWDsRh4SW48i,Slovakia,13
721o1Z0J6jQupyzLt9RnEk,Slovakia,2
6gvVFtkTV4OCyQSCzGgU1h,Slovakia,1
1jHpBumJuu1B6LCJQVh49x,Slovakia,2
6xg3PSVEwviVyfnx3mtsPL,Slovakia,1
52OGEbhmyukkdvJ6EDaLH1,Slovakia,1
4Vmja4orT3sZ2F3x3DanBZ,Slovakia,6
4V1v1oFnKe0b42lZh1QBnF,Slovakia,2
19HPN1TcUQ4L5gPdRIELlr,Slovakia,1
1iCnM8foFssWlPRLfAbIwo,Romania,1
3qoxj1cR3W3crV51Wg38Ux,Slovakia,2
6XyY86QOPPrYVGvF9ch6wz,Latvia,1
1gRr6moof50L1b7XsbClvI,Slovakia,1
52OGEbhmyukkdvJ6EDaLH1,Czech Republic,2
3LujD0iQ9jRbSCMA39CGfO,Slovakia,6
5RWzjEjUW2NWpSm00Ieo5X,Slovakia,2
3FgZ0agsmQ50Y9VflHdcio,Czech Republic,1
7eKgZc26opM9g5oRiOOwlu,Czech Republic,1
1HY2Jd0NmPuamShAr6KMms,Romania,1
0du5cEVh5yTK9QJze8zA0C,Singapore,5
2U1l35agymGrBDFeMIxVLG,Slovakia,2
33ngpBQcfq53FgLhpBDt8i,Slovakia,5
6XyY86QOPPrYVGvF9ch6wz,Hungary,1
3eVa5w3URK5duf6eyVDbu9,Singapore,1
0PCCGZ0wGLizHt2KZ7hhA2,Slovakia,1
5gRumjUBK1fHfuOlQxspJ9,Czech Republic,1
5lEkQtWa3UKlI1hj7sktcd,Slovakia,2
721o1Z0J6jQupyzLt9RnEk,Czech Republic,4
5iYtjtFv6SvHX95ny4fVEz,Slovakia,1
22wbnEMDvgVIAGdFeek6ET,New Zealand,2
1bpca6RQE5kp92pIwPMBE8,Czech Republic,2
4V1v1oFnKe0b42lZh1QBnF,Czech Republic,3
1oSPZhvZMIrWW5I41kPkkY,Latvia,2
2f1Czzz5n4BX80U6cksGr9,Czech Republic,1
4cG43cUBRJWWDsRh4SW48i,Czech Republic,16
28oxY7ZfDt1BJFf8FVfpEh,Czech Republic,1
5lEkQtWa3UKlI1hj7sktcd,Czech Republic,3
2txHhyCwHjUEpJjWrEyqyX,Estonia,1
6XyY86QOPPrYVGvF9ch6wz,Germany,3
2ZHJEckf6HJXMSuD2icSSW,Czech Republic,2
7KjsjftPKKarTvZlawniPi,Norway,6
1GKN1Js8fa19K23eIhOMhg,Norway,2
74HomvqoUecDcUPRespyqg,Denmark,1
5FIdLxucf1EKqZfxeeXZzD,Denmark,2
4ZwOlDVAGXQo66ykbLQ8dP,Denmark,4
1d5Y2zrhRQ6R0plv652L67,Denmark,1
2eBqkaIfoNsOPCQCQEy5fD,Denmark,2
2KbikmQKGiUPR2ARs1h0sq,Denmark,4
1HY2Jd0NmPuamShAr6KMms,Poland,1
2dfY7zXIP61MKHtD175hFp,Denmark,1
6qqNVTkY8uBg9cP3Jd7DAH,Singapore,2
7JoViNQIqOIaxcBswboN5d,Denmark,1
3pVuaUisHmRfVy53qWwmql,Denmark,1
3SyJZpVRYuncgXPtjAceOJ,Denmark,1
5Ppbc55kNdjvxP8Tw2P8S9,Denmark,1
4tuJ0bMpJh08umKkEXKUI5,New Zealand,2
2d7AMvzFwh5wUTuqQl3BAE,Denmark,2
5RaTuqY7SJHvh6MNzMagut,Denmark,1
14nVYgOiwVBJIEATXIDYC8,Denmark,1
6ohx0Iujh5kRkt5BibHlXj,Denmark,1
5lpH0xAS4fVfLkACg9DAuM,Luxembourg,1
1GKN1Js8fa19K23eIhOMhg,Denmark,4
4iHNK0tOyZPYnBU7nGAgpQ,Luxembourg,1
3elCsuJ1JjDeAd8mjlRRX5,Denmark,1
6xfKNngTw1zxViM96HSTCq,Denmark,1
7nCIXUCqZmxntAGJMyls5c,Denmark,1
1w2fVGZN37TieWhlqS8UwB,Denmark,3
3RYYha3CC7js2PHbcBHewt,Denmark,2
4ysmSq2N7badobfVT6YZ82,Denmark,3
1iCnM8foFssWlPRLfAbIwo,Poland,1
3Tg0bQKDqc4ONwmKywDq72,Denmark,2
3UaEtP4pJGDhyEzy47AMzl,Denmark,2
5MCNh315T9Mi2yQTD4bYkn,Denmark,1
33qOK5uJ8AR2xuQQAhHump,New Zealand,2
3eVa5w3URK5duf6eyVDbu9,Saudi Arabia,1
66CXWjxzNUsdJxJ2JdwvnR,Austria,1
2GGL93jyTZ4X7uidHSJhIr,Denmark,1
1GLzVjVa7bLnAcD1At98j3,Denmark,1
028xhPwqtWva4J0MkFHY2x,Denmark,1
699OTQXzgjhIYAHMy9RyPD,Romania,1
3bO19AOone0ubCsfDXDtYt,New Zealand,1
3y2cIKLjiOlp1Np37WiUdH,Netherlands,1
0thQkzSyTo4l3zbpibZznQ,Denmark,1
0yqCOSZ1i0c49UUbE8AzbQ,Denmark,2
1YwMnnHvnG64fJxYSVwmN6,Denmark,1
1uNFoZAHBGtllmzznpCI3s,Denmark,1
3E12tRURRvPfHz0hAMCFYc,Paraguay,1
4ncaw2cfA3Wlly1tBD2eWt,Dominican Republic,4
5O5qjKWtduHgXxeEYbbSxz,Dominican Republic,2
0kwa5ELbi8xm7vbwywoLtg,Panama,1
0c0Yh1P4gMYmDwebhyzIDv,Panama,1
4WzBqbc7fxl2y8XrznMSqf,Dominican Republic,1
0TnOYISbd1XYRBk9myaseg,India,1
3OcvS8PzSGYMBvLdzY6g3e,Dominican Republic,1
6NVVcu2j3GlTJwVUnNh27B,Dominican Republic,1
11oaKJc8rsz6x8YPVjca4X,Panama,1
03A4rAqMAxVwjkRIPZxZ9Y,Dominican Republic,1
11oaKJc8rsz6x8YPVjca4X,El Salvador,1
11oaKJc8rsz6x8YPVjca4X,Ecuador,1
11oaKJc8rsz6x8YPVjca4X,Dominican Republic,9
0kwa5ELbi8xm7vbwywoLtg,El Salvador,1
0c0Yh1P4gMYmDwebhyzIDv,El Salvador,1
4VVEpEhC8NcR7AqNEds42U,Dominican Republic,1
7w0t8O8nbirfLvGJgKK0xk,Dominican Republic,4
0c0Yh1P4gMYmDwebhyzIDv,Ecuador,1
3Z8i7zAQr7lPwH7pUQnlXJ,Dominican Republic,1
7eUSP77ZhnXleSue48JWiT,Dominican Republic,1
5rlinmh5Y0p4zfMY5qngpX,Dominican Republic,1
4UcGO4hOufILa9qGd3KOCo,Dominican Republic,1
4lpMINWZQ39N9joHJFmgDE,Dominican Republic,1
30TfJAUX5Aeh7qKjyndmsO,Dominican Republic,2
2rMFPjySMqkgBajkLKL6zo,Dominican Republic,1
2dHbjVgpO3NvzY8D7yZvji,Dominican Republic,3
0L7AJNWmGtSjzASON8eTDW,Dominican Republic,1
1y8spb5Thg0p5ybNtdk4tu,Dominican Republic,2
