Source,Target
0sN5oRkFliiyjSNqPIEjML,rap
5M9mFjVaPT2T1HFYFFSoCt,pop
2oA819q93vu53ZDkCJYdbN,amapiano
241x5prRiXJmnk4vSGEHcr,pop
3i9UjIGeZT2cRyltQrr8nj,pop
4QkKUb73NVonTlAZaShsuY,amapiano
2krUPP3nMYoF1C5WX3yB7J,pop
68McnNC9twEtiynOAJRRgZ,amapiano
22Bl1QCNEZvpqVwRPYscE4,amapiano
1BC2o2RW9sGr2NB8jXlYQv,amapiano
2qixIA7qPFts4yN1Av017D,pop
7Hb7ZlUE4ByWsV1Rkc4Uo2,amapiano
3xXIOO328Ieh0PWOcxivjL,amapiano
3fdFRgy3GmfiWQqeKbmFS8,amapiano
6EG9v86LsCoq5HS4Jj1zCQ,amapiano
2oIQCM7hRZI9tS5b9S8rj4,amapiano
4Ijr6oNjLibby38inghdKO,amapiano
5DuhT9Ix9p7qvE42w9liWY,amapiano
1lDWyPzSZOqP5jfZNm5lLI,amapiano
34RwSIfWKAwRdIq6cdYnZv,amapiano
7HpriU9gAJThxAfPfXpZ6N,amapiano
4VlxI0WKDh7HFgHjXcfj6v,amapiano
3ZUn6LYxdmmPYQqBhFWI3h,pop
5jCHpUIjSnOXUzVaxwBA2k,house
0dUHzfa2msKEpMevzsdwqG,house
3rIVgeRWFhGxhFF9wgJFC2,amapiano
3bvfu2KAve4lPHrhEFDZna,pop
4ixNZvQuuzCDxBsxO9zE6L,urbano latino
2YRyPiW98bpkARAS4B3OQP,trap
2YRyPiW98bpkARAS4B3OQP,rap
2YRyPiW98bpkARAS4B3OQP,urbano latino
2O8vbr4RYPpk6MRA4fio7u,trap
2O8vbr4RYPpk6MRA4fio7u,rap
2O8vbr4RYPpk6MRA4fio7u,urbano latino
1TtXnWcUs0FCkaZDPGYHdf,trap
1TtXnWcUs0FCkaZDPGYHdf,rap
1TtXnWcUs0FCkaZDPGYHdf,hip hop
1TtXnWcUs0FCkaZDPGYHdf,urbano latino
5Q30fhTc0Sl0Q4C5dOjhhQ,pop
31IVfzTQ5bAPL8XMrO6dVx,pop
0GgyFUpOyzWDRDqx8FCTDN,trap
0GgyFUpOyzWDRDqx8FCTDN,rap
0GgyFUpOyzWDRDqx8FCTDN,urbano latino
3RtNN1VnooWEn3KQk03DUL,trap
3RtNN1VnooWEn3KQk03DUL,rap
3RtNN1VnooWEn3KQk03DUL,urbano latino
4CQdcx66F116k2db2Y0rjE,trap
4CQdcx66F116k2db2Y0rjE,rap
4CQdcx66F116k2db2Y0rjE,urbano latino
0NRMzT05nsc8mTm4iUvuHY,pop
6RJXSfbIkEMoCJ8GAg2dVO,pop
6rYEqmajzlhGVaayOJ2bpJ,trap
6rYEqmajzlhGVaayOJ2bpJ,rap
6rYEqmajzlhGVaayOJ2bpJ,pop
6rYEqmajzlhGVaayOJ2bpJ,hip hop
3M1eBsR4rSTcDAzYopumeG,trap
3M1eBsR4rSTcDAzYopumeG,rap
3M1eBsR4rSTcDAzYopumeG,pop
3M1eBsR4rSTcDAzYopumeG,hip hop
2r9JAY6ISvp0VvZsT6cBJo,trap
2r9JAY6ISvp0VvZsT6cBJo,rap
2r9JAY6ISvp0VvZsT6cBJo,pop
2r9JAY6ISvp0VvZsT6cBJo,hip hop
1n3grwmOigAA2UYtlF91gc,trap
1n3grwmOigAA2UYtlF91gc,rap
1n3grwmOigAA2UYtlF91gc,pop
6E4YKq2KF72sNDThe2TaE8,trap
6E4YKq2KF72sNDThe2TaE8,rap
6E4YKq2KF72sNDThe2TaE8,pop
2EWsHDexsSInArfFkhA2i6,trap
2EWsHDexsSInArfFkhA2i6,rap
2EWsHDexsSInArfFkhA2i6,pop
2EWsHDexsSInArfFkhA2i6,hip hop
2EWsHDexsSInArfFkhA2i6,drill
55ZGFvikpNjQHvtTWS5aZF,pop
2Dor6diK1zw9BEluKBOdoA,trap
2Dor6diK1zw9BEluKBOdoA,rap
2Dor6diK1zw9BEluKBOdoA,pop
2Dor6diK1zw9BEluKBOdoA,hip hop
2Dor6diK1zw9BEluKBOdoA,drill
4kUfJdASJDMPLuo1t1N2zi,trap
4kUfJdASJDMPLuo1t1N2zi,rap
4kUfJdASJDMPLuo1t1N2zi,pop
4kUfJdASJDMPLuo1t1N2zi,hip hop
3vHwJg9XHrACvX9ZlwV8pT,trap
3vHwJg9XHrACvX9ZlwV8pT,rap
3vHwJg9XHrACvX9ZlwV8pT,pop
3vHwJg9XHrACvX9ZlwV8pT,hip hop
5ILMkt5lW4KAyTXMNYWaGF,trap
5ILMkt5lW4KAyTXMNYWaGF,rap
5ILMkt5lW4KAyTXMNYWaGF,pop
5ILMkt5lW4KAyTXMNYWaGF,hip hop
04HqRx07Bv9gh7rsrMTqs7,pop
2WBJQGf1bT1kxuoqziH5g4,house
7jEEE187pVG6InOxn03oA5,pop
0LVDX2sdKpfXwVmy52HLAc,trap
0LVDX2sdKpfXwVmy52HLAc,rap
0LVDX2sdKpfXwVmy52HLAc,pop
7zLm9op6LgPqKL62d1FzhO,trap
7zLm9op6LgPqKL62d1FzhO,rap
7zLm9op6LgPqKL62d1FzhO,pop
7zLm9op6LgPqKL62d1FzhO,hip hop
0MBLQbpbPvJ4oXM0Cj4aKR,pop
054fVwphDX8QB8Pm7IjRcL,pop
0Awqm7GXGiBp8fJNGvywra,pop
4TcOznbEZBqev21LzAH4KE,pop
1xCrrnnj9xif5G0y3ie5dM,r&b
3n16EAnJtz6SZGx2zJssrI,pop
5ZxRmJ21NzjxD2ZGBxi7um,pop
0Y2AcMPMpeuPXtPQGVvRBq,trap
0Y2AcMPMpeuPXtPQGVvRBq,rap
2CQZr2RPZmrcvDnaod1ldC,pop
2CQZr2RPZmrcvDnaod1ldC,k-pop
0PdNEiQ3MsJGCEgE13Tz60,pop
6g641431O1Xkl7HAs2yFEg,pop
4XpUIb8uuNlIWVKmgKZXC0,pop
4XpUIb8uuNlIWVKmgKZXC0,r&b
4XpUIb8uuNlIWVKmgKZXC0,k-pop
7nqOGRxlXj7N2JYbgNEjYH,pop
7nqOGRxlXj7N2JYbgNEjYH,k-pop
0QHgL1lAIqAw0HtD7YldmP,rap
0QHgL1lAIqAw0HtD7YldmP,pop
0QHgL1lAIqAw0HtD7YldmP,hip hop
4wUR1NviIGE01yEfeLNkeV,pop
2AfmfGFbe0A0WsTYm0SDTx,pop
2AfmfGFbe0A0WsTYm0SDTx,k-pop
6HvZYsbFfjnjFrWF950C9d,pop
6HvZYsbFfjnjFrWF950C9d,k-pop
6H93wOohK6r1MwGh41Z4Nb,pop
6JrR3zrG0NQiXb9N9XSyGb,pop
6JrR3zrG0NQiXb9N9XSyGb,rock
7ltDVBr6mKbRvohxheJ9h1,pop
7ltDVBr6mKbRvohxheJ9h1,r&b
2LIk90788K0zvyj2JJVwkJ,rap
2LIk90788K0zvyj2JJVwkJ,pop
2LIk90788K0zvyj2JJVwkJ,hip hop
1xrRqVDsJaZPw0sXme5i2T,pop
3Q5Qep7ytrjVleNnMnntgQ,pop
3Q5Qep7ytrjVleNnMnntgQ,k-pop
0XkEUMM4lJHAzfTK9vR0cu,pop
2DaMrZndfGgM3yd9ivadRC,pop
5zSQoNQ9o2dnT1LPTzDxg7,pop
5pokGZ1K9Hr6etaKPDxSG8,pop
6chmC6o0wvACYVGTITw3Pz,pop
6HEMZkIMQAPnd36iLsUlTx,pop
1aEKvjRnbf1laB7DVXFqsG,pop
1qveov8f3HXFhDIWtFO5tG,pop
1Twi7NfmUzbXF7lEMaGCqF,pop
52VcFYcq5kJEaRYgy58ouW,pop
52VcFYcq5kJEaRYgy58ouW,rock
2xsBUJ327d3iC1LvL5hYrQ,pop
2xsBUJ327d3iC1LvL5hYrQ,rock
5xq3BK55BJmutN0X7eTyQB,pop
2SWWw5uB9cO5m7zJQZqwmr,pop
2XiaPu2j4nBMhF8pIlt6Bk,pop
0UAiHanBWs5vRM1tSPf2RJ,pop
1ssEwBiz4ZKrbgR6o8vOeg,pop
1ssEwBiz4ZKrbgR6o8vOeg,rock
1ssEwBiz4ZKrbgR6o8vOeg,house
1qAOsY7jv9GFTv4HoVof5P,pop
0OjRa6r1EIPF5RZPy1SGz9,pop
5kU6FKYW7YBB2ikPQnk8cS,pop
5RmQ8k4l3HZ8JoPb4mNsML,rap
4G5OlxtrOm9ADmu3VZgFbG,pop
4G5OlxtrOm9ADmu3VZgFbG,hip hop
4ckLjJztj53Ifid7WHweBn,pop
6bGOmNBU1AOgttgOjh0ldf,hip hop
16GyR4WfCnIT2XST4ZLl2B,pop
4UW9Hdsrx9kX2HdJ90jRKM,rap
15AZJFNrXtIN4Nk8BIOnS2,trap
15AZJFNrXtIN4Nk8BIOnS2,rap
15AZJFNrXtIN4Nk8BIOnS2,hip hop
6WpmH4J0R74ZkHtgm7JLvM,rap
1GMwSpFzrLd12jUX15bHB6,drill
1CcZoULzFHa8Uhwo6OlQcp,pop
1hgaXjbAcED2p80Lj8dzXT,trap
1hgaXjbAcED2p80Lj8dzXT,rap
1hgaXjbAcED2p80Lj8dzXT,hip hop
1Tjaa3WWIVU00kfZ8Dvpcl,hip hop
5W2dGRPmYetOpUIpErUtD3,hip hop
5W2dGRPmYetOpUIpErUtD3,drill
6wxh9aTFgTS4OiyYlnQBq6,pop
4StjyzjcmZ7a9QncHVf0pu,pop
4YLcK0MEyqFkdyyzbPTWrs,pop
4YLcK0MEyqFkdyyzbPTWrs,rock
7ictQXHIBmXODb4ykTI95n,pop
6xqA7u7TxHUYJp6Ww1XgNx,rap
4XP7cGw4t8BqZ8Du5q3bHg,pop
4XP7cGw4t8BqZ8Du5q3bHg,rock
4li4dx5mFgZlMVeHlARBHP,pop
46zuW8tHxwahYn7VNMgYTa,pop
0uHvlWnhRpaomF4e9IZHLy,pop
0uHvlWnhRpaomF4e9IZHLy,hip hop
4i4ALRtQQmFxn3BCIB6iC0,pop
0V2oXYR7DtrZAEFeILRW2r,trap
0V2oXYR7DtrZAEFeILRW2r,rap
0V2oXYR7DtrZAEFeILRW2r,drill
0KOSzgkMlkeowt1tgIg6ca,hip hop
3NPQ2qMGXAR0g1COJxuZ8r,hip hop
3NPQ2qMGXAR0g1COJxuZ8r,drill
50z4meqYMvVCXEv2jDneDN,pop
1F2v33FQTavJyaD7ZsyhdA,pop
53oeVgECSa18dkHBQ9X6Eh,pop
6dDaXbE1caD65TONToYXYx,pop
5BwbVAdT6rFF2vGVE8su2y,pop
6l5IEx62Nsc2k1QyfaWvEz,pop
64XGTiElvPUfmJjyWJnW8C,pop
33xlLiptsAIW56IqRxaQoV,pop
6NTzEgUmN1PIBIYEHhf1kS,pop
6NTzEgUmN1PIBIYEHhf1kS,rock
4AupETQEHkWQL9H3O6f9h8,pop
6wbEgVlGqWb4I9tbMluu5Q,pop
7wl1m5vgWkCP3cqYVj2noM,pop
0PWfuxCvPtyeCLLWjf4EzJ,pop
11sIz9STeD6yVSuBaD8nMW,pop
6fBUVJW6cDrYluXjnnRdY4,pop
5NR8eODM4CQ2X6rBuGpZ2B,pop
19JYV5zLhGkyqClNjdSfdb,pop
19JYV5zLhGkyqClNjdSfdb,rock
1nzgtKYFckznkcVMR3Gg4z,pop
1nzgtKYFckznkcVMR3Gg4z,hip hop
6Xgp2XMz1fhVYe7i6yNAax,trap
6Xgp2XMz1fhVYe7i6yNAax,rap
1kyy6AW7C6Rr2jrYwz95Gi,pop
1kyy6AW7C6Rr2jrYwz95Gi,cumbia
2IKdK6PbitvCiXt1t2bPU6,rap
6uJKnn4CV4IIop8mg4kCUy,pop
6uJKnn4CV4IIop8mg4kCUy,cumbia
2AbQwU2cuEGfD465wCXlg2,hip hop
2AbQwU2cuEGfD465wCXlg2,rock
6fMZytDgX1Q9OV6ndSugym,trap
6fMZytDgX1Q9OV6ndSugym,rap
6fMZytDgX1Q9OV6ndSugym,hip hop
0rwGV1HhNWK2Ta4rjmlmtp,trap
0rwGV1HhNWK2Ta4rjmlmtp,rap
36KsCCwgI0Dep97yVJWmkK,pop
77iZVjeYoYSl5P0K9mIiUE,trap
77iZVjeYoYSl5P0K9mIiUE,rap
77iZVjeYoYSl5P0K9mIiUE,pop
77iZVjeYoYSl5P0K9mIiUE,urbano latino
57g2v7gJZepcwsuwssIfZs,pop
57g2v7gJZepcwsuwssIfZs,rock
57g2v7gJZepcwsuwssIfZs,v-pop
2nSO7JYDbJrYbJmP39qUzj,pop
2nSO7JYDbJrYbJmP39qUzj,hip hop
2nSO7JYDbJrYbJmP39qUzj,v-pop
3diftVOq7aEIebXKkC34oR,rap
3diftVOq7aEIebXKkC34oR,pop
3diftVOq7aEIebXKkC34oR,hip hop
3diftVOq7aEIebXKkC34oR,v-pop
6TITnFVRcl0AcZ4syE7Toe,hip hop
2dC1IBU9NOD9xsQJ5RE7j7,rap
5xY6E5PMZNtz9jDvxTRiGI,rap
5HZtdKfC4xU0wvhEyYDWiY,pop
5HZtdKfC4xU0wvhEyYDWiY,hip hop
5HZtdKfC4xU0wvhEyYDWiY,v-pop
3y6Lfjkrdn5TgkbgDxbpvM,rap
3y6Lfjkrdn5TgkbgDxbpvM,rock
6zUWZmyi5MLOEynQ5wCI5f,pop
6zUWZmyi5MLOEynQ5wCI5f,hip hop
6zUWZmyi5MLOEynQ5wCI5f,v-pop
1Qia4CTwh6x0CZbD0079zi,pop
1Qia4CTwh6x0CZbD0079zi,v-pop
1W2pigH6UYwuTuFbwoSfVZ,pop
1W2pigH6UYwuTuFbwoSfVZ,v-pop
0iqum9KAHh3LkgDhuqvTxM,pop
0iqum9KAHh3LkgDhuqvTxM,v-pop
6EybZ5zwPNEtEngfrEMevN,pop
6EybZ5zwPNEtEngfrEMevN,v-pop
5dfZ5uSmzR7VQK0udbAVpf,rap
5dfZ5uSmzR7VQK0udbAVpf,pop
5dfZ5uSmzR7VQK0udbAVpf,v-pop
5jTFNkoZebPnX90CbB3F2A,pop
5jTFNkoZebPnX90CbB3F2A,v-pop
5ulyphh5uJrH4Gb1JpSMkV,hip hop
4fg8aMZ23d2bxKz7r2vt9v,pop
4fg8aMZ23d2bxKz7r2vt9v,hip hop
4fg8aMZ23d2bxKz7r2vt9v,v-pop
13c4ijEkXNvEFoxGxwp5Su,pop
13c4ijEkXNvEFoxGxwp5Su,v-pop
40JnMfFlpwqBnWitkL96g4,pop
40JnMfFlpwqBnWitkL96g4,v-pop
1L1VfizWn4DkFt602yD80U,pop
1L1VfizWn4DkFt602yD80U,v-pop
62D1qvKkvUCvXEtY1xwRfo,pop
62D1qvKkvUCvXEtY1xwRfo,v-pop
5lAfakPZgxFKgiJD6xAF1G,pop
5lAfakPZgxFKgiJD6xAF1G,v-pop
2rKtPYcwYmevNcaqzJOwvf,pop
2rKtPYcwYmevNcaqzJOwvf,hip hop
2rKtPYcwYmevNcaqzJOwvf,v-pop
1OIYKbmhG0RxPXvVPNj3NN,rap
1OIYKbmhG0RxPXvVPNj3NN,pop
1OIYKbmhG0RxPXvVPNj3NN,v-pop
0slOzRzTQb1RBBVJbvRITP,pop
0slOzRzTQb1RBBVJbvRITP,v-pop
5M3ffmRiOX9Q8Y4jNeR5wu,rap
5M3ffmRiOX9Q8Y4jNeR5wu,pop
5M3ffmRiOX9Q8Y4jNeR5wu,hip hop
5M3ffmRiOX9Q8Y4jNeR5wu,v-pop
0hy8mfXxfD8kQ6MRQkDVrn,hip hop
4bPYvyUn1mWwUwIW57oST2,pop
4bPYvyUn1mWwUwIW57oST2,hip hop
4bPYvyUn1mWwUwIW57oST2,v-pop
30eFAXoU2kTjJPf2cq80B8,rap
30eFAXoU2kTjJPf2cq80B8,pop
30eFAXoU2kTjJPf2cq80B8,hip hop
30eFAXoU2kTjJPf2cq80B8,v-pop
4RPhZ2g5GYff0hKNBlZKXh,pop
4RPhZ2g5GYff0hKNBlZKXh,v-pop
2aQnC3DbZB9GbauvhAw7ve,pop
2aQnC3DbZB9GbauvhAw7ve,v-pop
1zSv9qZANOWB4HRE8sxeTL,trap
1zSv9qZANOWB4HRE8sxeTL,rap
1zSv9qZANOWB4HRE8sxeTL,pop
1zSv9qZANOWB4HRE8sxeTL,hip hop
1zSv9qZANOWB4HRE8sxeTL,v-pop
6NF9Oa4ThQWCj6mogFSrVD,pop
6NF9Oa4ThQWCj6mogFSrVD,v-pop
6V1SwiosQqf5XvmoTMCGa9,pop
5Kh0ta0UY4uJ4g2CIdq9V9,pop
5Kh0ta0UY4uJ4g2CIdq9V9,v-pop
0zo8kCJVktn7oPnzpkbC2p,pop
0zo8kCJVktn7oPnzpkbC2p,v-pop
6hnfLIkvDl6pjlAe1YRGXY,rap
7Cp2hGcriAaDUAWpXnSEwm,pop
7Cp2hGcriAaDUAWpXnSEwm,v-pop
0XtC2d9ZVigYA7iMy5YkW0,rap
2NRcG7E1j2sSi8vnUzCcpi,pop
2NRcG7E1j2sSi8vnUzCcpi,v-pop
4cLYlDISnWaErAitB8kRph,pop
4cLYlDISnWaErAitB8kRph,v-pop
7yquVKfxBuNFJbG9cy2R8A,pop
7yquVKfxBuNFJbG9cy2R8A,v-pop
