id_genre,id_artiste,pays
1794,1278,Panama
1795,1278,Panama
1796,1278,Panama
1798,1278,Panama
1793,1281,Panama
1794,1281,Panama
1795,1281,Panama
1796,1281,Panama
1798,1281,Panama
1793,1285,Venezuela
1794,1285,Venezuela
1795,1285,Venezuela
1796,1285,Venezuela
1798,1285,Venezuela
1795,1286,Panama
1793,1290,Paraguay
1794,1290,Paraguay
1796,1290,Paraguay
1798,1290,Paraguay
1793,1293,Paraguay
1794,1293,Paraguay
1796,1293,Paraguay
1797,1293,Paraguay
1798,1293,Paraguay
1796,1294,Paraguay
1798,1294,Paraguay
1793,1295,Paraguay
1794,1295,Paraguay
1796,1295,Paraguay
1798,1295,Paraguay
1796,1296,Paraguay
1798,1296,Paraguay
1793,1297,Paraguay
1794,1297,Paraguay
1798,1297,Paraguay
1795,1299,Peru
1793,1305,Philippines
1797,1305,Philippines
1795,1309,Philippines
1795,1310,Philippines
1799,1312,Philippines
1793,1316,Philippines
1797,1316,Philippines
1793,1318,Philippines
1795,1319,Philippines
1799,1319,Philippines
1793,1322,Philippines
1797,1322,Philippines
1795,1323,Philippines
1795,1325,Philippines
1795,1328,Philippines
1795,1329,Philippines
1793,1330,Poland
1794,1330,Poland
1797,1330,Poland
1793,1333,Poland
1800,1333,Poland
1795,1334,Poland
1793,1335,Poland
1794,1335,Poland
1797,1335,Poland
1795,1336,Poland
1797,1337,Poland
1795,1340,Poland
1793,1341,Poland
1794,1341,Poland
1797,1341,Poland
1795,1342,Poland
1797,1343,Poland
1797,1344,Poland
1793,1345,Poland
1794,1345,Poland
1797,1345,Poland
1797,1346,Poland
1795,1347,Poland
1797,1347,Poland
1793,1349,Poland
1797,1350,Poland
1797,1352,Poland
1797,1353,Poland
1793,1354,Poland
1794,1354,Poland
1797,1354,Poland
1795,1355,Poland
1795,1356,Poland
1797,1357,Poland
1793,1358,Poland
1794,1358,Poland
1797,1358,Poland
1795,1361,Poland
1793,1362,Poland
1794,1362,Poland
1797,1362,Poland
1797,1363,Poland
1795,1364,Poland
1797,1365,Poland
1793,1367,Poland
1795,1367,Poland
1797,1368,Poland
1795,1369,Poland
1797,1369,Poland
1797,1370,Poland
1797,1371,Poland
1793,1372,Poland
1794,1372,Poland
1797,1372,Poland
1797,1373,Poland
1797,1374,Poland
1795,1375,Poland
1800,1376,Poland
1793,1377,Poland
1794,1377,Poland
1797,1377,Poland
1800,1377,Poland
1793,1378,Poland
1797,1378,Poland
1793,1379,Poland
1795,1379,Poland
1795,1380,Poland
1797,1381,Poland
1795,1382,Poland
1797,1383,Poland
1797,1384,Poland
1793,1387,Romania
1794,1387,Romania
1793,1388,Romania
1794,1388,Romania
1793,1395,Romania
1794,1395,Romania
1793,1396,Romania
1794,1396,Romania
1793,1402,Romania
1794,1402,Romania
1793,1403,Romania
1794,1403,Romania
1795,1407,Romania
1793,1408,Romania
1794,1408,Romania
1793,1409,Romania
1794,1409,Romania
1795,1410,Romania
1793,1412,Romania
1794,1412,Romania
1793,1413,Romania
1794,1413,Romania
1793,1414,Romania
1794,1414,Romania
1801,1429,Saudi Arabia
1801,1431,Saudi Arabia
1793,1434,Saudi Arabia
1795,1437,Singapore
1795,1439,Singapore
1795,1440,Singapore
1795,1441,Singapore
1795,1442,Taiwan
1793,1443,Slovakia
1794,1443,Slovakia
1797,1443,Slovakia
1793,1444,Slovakia
1794,1444,Slovakia
1797,1444,Slovakia
1797,1446,Slovakia
1800,1446,Slovakia
1797,1447,Slovakia
1793,1448,Slovakia
1794,1448,Slovakia
1797,1448,Slovakia
1795,1468,South Africa
1795,1473,South Africa
1795,1474,South Africa
1795,1487,South Africa
1793,1491,South Africa
1795,1491,South Africa
1797,1491,South Africa
1793,1495,South Africa
1795,1495,South Africa
1797,1495,South Africa
1793,1502,South Africa
1794,1502,South Africa
1795,1505,South Africa
1795,1520,South Africa
1795,1528,South Africa
1795,1531,South Africa
1795,1540,South Africa
1795,1567,South Africa
1795,1574,Spain
1798,1575,Spain
1793,1576,Spain
1794,1576,Spain
1798,1576,Spain
1793,1577,Spain
1794,1577,Spain
1798,1577,Spain
1793,1578,Spain
1794,1578,Spain
1796,1578,Spain
1797,1578,Spain
1798,1578,Spain
1795,1581,Spain
1795,1582,Spain
1793,1583,Spain
1794,1583,Spain
1796,1583,Spain
1798,1583,Spain
1793,1584,Spain
1794,1584,Spain
1796,1584,Spain
1798,1584,Spain
1793,1585,Spain
1794,1585,Spain
1798,1585,Spain
1795,1586,Sweden
1795,1587,Sweden
1793,1588,Sweden
1794,1588,Sweden
1795,1588,Sweden
1797,1588,Sweden
1793,1589,Sweden
1794,1589,Sweden
1795,1589,Sweden
1797,1589,Sweden
1793,1590,Sweden
1794,1590,Sweden
1795,1590,Sweden
1797,1590,Sweden
1793,1592,Sweden
1794,1592,Sweden
1795,1592,Sweden
1793,1595,Sweden
1794,1595,Sweden
1795,1595,Sweden
1793,1596,Sweden
1794,1596,Sweden
1795,1596,Sweden
1797,1596,Sweden
1800,1596,Sweden
1795,1598,Sweden
1793,1601,Sweden
1794,1601,Sweden
1795,1601,Sweden
1797,1601,Sweden
1800,1601,Sweden
1793,1603,Sweden
1794,1603,Sweden
1795,1603,Sweden
1797,1603,Sweden
1793,1604,Sweden
1794,1604,Sweden
1795,1604,Sweden
1797,1604,Sweden
1793,1605,Sweden
1794,1605,Sweden
1795,1605,Sweden
1797,1605,Sweden
1795,1606,Sweden
1795,1608,Sweden
1793,1611,Sweden
1794,1611,Sweden
1795,1611,Sweden
1793,1615,Sweden
1794,1615,Sweden
1795,1615,Sweden
1797,1615,Sweden
1795,1616,Sweden
1795,1617,Sweden
1795,1619,Taiwan
1795,1621,Taiwan
1795,1623,Taiwan
1795,1624,Taiwan
1793,1625,Taiwan
1794,1625,Taiwan
1795,1626,Taiwan
1795,1627,Taiwan
1795,1629,Taiwan
1795,1631,Taiwan
1795,1632,Taiwan
1793,1633,Taiwan
1795,1633,Taiwan
1797,1633,Taiwan
1795,1634,Taiwan
1795,1635,Taiwan
1795,1636,Taiwan
1795,1637,Taiwan
1795,1638,Thailand
1799,1638,Thailand
1795,1640,Thailand
1793,1641,Thailand
1795,1641,Thailand
1797,1641,Thailand
1795,1642,Thailand
1795,1643,Thailand
1795,1644,Thailand
1795,1645,Thailand
1795,1646,Thailand
1795,1647,Thailand
1795,1648,Thailand
1795,1649,Thailand
1795,1650,Thailand
1795,1651,Thailand
1795,1652,Thailand
1795,1653,Thailand
1799,1653,Thailand
1795,1655,Thailand
1799,1655,Thailand
1795,1656,Thailand
1795,1658,Thailand
1795,1660,Thailand
1795,1661,Thailand
1795,1662,Thailand
1799,1662,Thailand
1795,1663,Thailand
1795,1664,Thailand
1795,1665,Thailand
1793,1666,Thailand
1795,1667,Thailand
1797,1667,Thailand
1795,1669,Turkey
1797,1670,Turkey
1795,1671,Turkey
1793,1672,Turkey
1793,1673,Turkey
1794,1673,Turkey
1797,1673,Turkey
1793,1674,Turkey
1800,1675,Turkey
1795,1678,Turkey
1793,1679,Turkey
1794,1679,Turkey
1797,1679,Turkey
1797,1680,Turkey
1797,1681,Turkey
1800,1681,Turkey
1795,1682,Turkey
1795,1683,Turkey
1795,1684,Turkey
1799,1684,Turkey
1795,1685,Turkey
1793,1686,Turkey
1795,1687,Turkey
1799,1687,Turkey
1795,1688,Turkey
1795,1689,Turkey
1795,1690,Turkey
1797,1690,Turkey
1795,1691,Turkey
1793,1692,Turkey
1794,1692,Turkey
1800,1692,Turkey
1797,1694,Turkey
1797,1695,Turkey
1800,1695,Turkey
1795,1696,Turkey
1795,1697,Turkey
1795,1698,Turkey
1795,1700,Turkey
1795,1703,Ukraine
1795,1706,Ukraine
1795,1707,Ukraine
1795,1708,Ukraine
1795,1709,Ukraine
1799,1709,Ukraine
1795,1711,Ukraine
1795,1712,Ukraine
1795,1713,Ukraine
1795,1715,Ukraine
1795,1716,Ukraine
1795,1717,Ukraine
1795,1718,Ukraine
1795,1719,Ukraine
1799,1719,Ukraine
1795,1721,United Kingdom
1797,1721,United Kingdom
1793,1722,United Kingdom
1794,1722,United Kingdom
1795,1723,Uruguay
1793,1728,Uruguay
1795,1729,Uruguay
1797,1730,Venezuela
1799,1730,Venezuela
1793,1731,Venezuela
1794,1731,Venezuela
1797,1731,Venezuela
1793,1732,Venezuela
1794,1732,Venezuela
1795,1733,Venezuela
1793,1735,Venezuela
1794,1735,Venezuela
1795,1735,Venezuela
1798,1735,Venezuela
1795,1736,Vietnam
1799,1736,Vietnam
1795,1737,Vietnam
1797,1737,Vietnam
1793,1738,Vietnam
1795,1738,Vietnam
1797,1738,Vietnam
1797,1739,Vietnam
1793,1740,Vietnam
1793,1741,Vietnam
1795,1742,Vietnam
1797,1742,Vietnam
1793,1743,Vietnam
1799,1743,Vietnam
1795,1746,Vietnam
1797,1746,Vietnam
1795,1750,Vietnam
1795,1751,Vietnam
1795,1752,Vietnam
1795,1753,Vietnam
1793,1755,Vietnam
1795,1755,Vietnam
1795,1756,Vietnam
1797,1758,Vietnam
1795,1759,Vietnam
1797,1759,Vietnam
1795,1760,Vietnam
1795,1761,Vietnam
1795,1762,Vietnam
1795,1763,Vietnam
1795,1764,Vietnam
1795,1765,Vietnam
1797,1765,Vietnam
1793,1766,Vietnam
1795,1766,Vietnam
1795,1767,Vietnam
1793,1768,Vietnam
1795,1768,Vietnam
1797,1768,Vietnam
1797,1769,Vietnam
1795,1770,Vietnam
1797,1770,Vietnam
1793,1773,Vietnam
1795,1773,Vietnam
1797,1773,Vietnam
1795,1774,Vietnam
1795,1775,Vietnam
1793,1776,Vietnam
1794,1776,Vietnam
1795,1776,Vietnam
1797,1776,Vietnam
1795,1777,Vietnam
1795,1778,Vietnam
1795,1781,Vietnam
1795,1782,Vietnam
1793,1783,Vietnam
1795,1784,Vietnam
1793,1785,Vietnam
1795,1789,Vietnam
1795,1790,Vietnam
1795,1792,Vietnam
