id,label,popularity,type,main_continent
0vLuOi2k62sHujIfplInlK,Hungria,77.0,Artist,South America
7gZu6kPnY9enEi5FvgTO4F,Felipe e Rodrigo,72.0,Artist,South America
7gHzR22tDNSWGS4HkvvPgw,THE BOX,66.0,Artist,South America
1SZXYhJz4sqEss888VmWLP,Mc Brinquedo,66.0,Artist,South America
1JJq541frMPfUIQiUoVrnp,Mc Laranjinha,67.0,Artist,South America
1X6ORK7IekgmyjV6IFPszP,Gustavo Mioto,76.0,Artist,South America
0i1s9WcIu0PrUvHzALgofo,Seu Jorge,70.0,Artist,South America
6mKwmTMzDrye9elc8JWiw3,Mc Leozin,69.0,Artist,South America
3Nipsl6GVwwGyeAk0J29C6,MC G15,67.0,Artist,South America
1tKrZaph4cLsnEdqC5BNEQ,Clayton & Romário,73.0,Artist,South America
5nP8x4uEFjAAmDzwOEc9b8,Matuê,81.0,Artist,South America
2eK9gcJQ6uqVvJL63dnOM3,Simone Mendes,77.0,Artist,South America
5IREutgMnyQqRcc8r15gWk,CountryBeat,68.0,Artist,South America
6YzSM19LzpLH0nVKKU6Jsy,Mc Daniel,75.0,Artist,South America
3CIIaeZuFYrAD6PRVyuO4U,Felipe Amorim,76.0,Artist,South America
2Y3kRJYYun9lDcRMM7ulQg,MC Bruna Alves,63.0,Artist,South America
6m6e7D2TnV0aYMllFFwMxu,Guilherme & Benuto,75.0,Artist,South America
7rXMvXRnWHaSwnVvPeUUfw,Gloria Groove,73.0,Artist,South America
6TYimByryGphZCtwYopH0y,Lauana Prado,78.0,Artist,South America
5tfvAC3ptwTnVXeNJ8qkYe,DJ L30,62.0,Artist,South America
5O30nI9WzhHuxqFZqReBQu,MC Thaizinha,62.0,Artist,South America
1mvpEXClANunyiHFtAXCxt,MC Rick,70.0,Artist,South America
2xOLGU5UNLV3KQSFteF8ZW,Boladin 211,72.0,Artist,South America
54DpD2uxqh2jQtstvXxCag,Deliverymusic,62.0,Artist,South America
4MQAbRFF5xtTAIYG8jzfZm,Dj L Martins,61.0,Artist,South America
5H2zqAv4kVidX9S98sanYa,GringoBeats808,59.0,Artist,South America
487N2T9nIPEHrlTZLL3SQs,Zé Neto & Cristiano,79.0,Artist,South America
6sEfX6ntbBxeWBLggUMyyq,Medi,50.0,Artist,Europe
3CcA9m1Ivpp5XmLt8SxUpn,Tedi Aleksandrova,47.0,Artist,Europe
2xZOjY3LYFt8mfHuBUOBwF,Silver,37.0,Artist,Europe
4vczAVLBVJzhMndKRCsQls,Djordan,48.0,Artist,Europe
1WOWylyMYTYIkDJmKLeSpQ,Dessita,46.0,Artist,Europe
39mjWoyHE5RMghSx70h7pI,DJ Damyan,45.0,Artist,Europe
1lxHE7dVKOVaIjGOIu8svG,Emanuela,51.0,Artist,Europe
1vAwQYTE1k5MBhNsvqphp1,Azis,54.0,Artist,Europe
2Dj0euYPa8eiI6Ee5VLBwg,Preslava,53.0,Artist,Europe
3Q71N3lHz2pijhljCNqOqw,Andrea,47.0,Artist,Europe
7Cg8hnSsmbfC6fxCykWYrh,Bilyanish,38.0,Artist,Europe
5f1C9EB4G4MrxxmWmZP5Wo,MOMO RECORDS,43.0,Artist,Europe
583wxBpo6S1maGz1bqYekZ,Selina,38.0,Artist,Europe
2M8DUpSnqu7TlGxEgjUocd,Danna,38.0,Artist,Europe
4v8n02xVhZK4CmdUAuipHn,Konstantin,49.0,Artist,Europe
7JLPN5CklYCRotAvFGw4Q1,Fiki,47.0,Artist,Europe
1UUQq3z2RCIqSE1eiP00Jv,Marso,45.0,Artist,Europe
21dDhxm6HACY7m7vzfInMh,SST,35.0,Artist,Europe
556XyBuO17TCo0Bviw5nCW,V:RGO,50.0,Artist,Europe
27m6NrJXMbLGlkoGBUy2IV,Boro Purvi,43.0,Artist,Europe
4oopAFtLdKXCoq2XoEjDZD,Krisko,50.0,Artist,Europe
5M7RMcbgYy45XzC51HU355,Galena,54.0,Artist,Europe
1nRdMIjXitRbmuhwGJopDK,Tzankǎ Uraganu,0.0,Artist,Europe
48MmYtebtmsS7LjcYwGBWk,Tomas,35.0,Artist,Europe
4AZihrM3P96d5mA9kvsxxH,Tsvetelina Yaneva,45.0,Artist,Europe
5amPFw5XVlNzP7uSKBXtai,Galin,49.0,Artist,Europe
6NtH0d4qlaU5FakRdrdNwq,SIMONA,44.0,Artist,Europe
4aPsL8sPDTXIR11gYfAb0i,Mirela,40.0,Artist,Europe
696J4fiOALx5ifVKv10VbK,Adam,40.0,Artist,Europe
29Hsg37sCbjeeCdDA0HIgt,Ivayla,34.0,Artist,Europe
4FTXvsvz433gZR67rhxFfN,Lidia,43.0,Artist,Europe
1cqkZpQniJhO3wvhxqVz54,Jordan,29.0,Artist,Europe
4CrkuFqKkCWd7pJTOaGxhX,Ork. Salih Hamburg,36.0,Artist,Europe
12a4KgFut39rBB8WjeN2oL,VANE$$A,39.0,Artist,Europe
5mNFpEfI0KApCz2Y88LYW6,Alisia,46.0,Artist,Europe
2lKSCvxuWDRCyImWLIXqre,Don Mario,33.0,Artist,Europe
64KEffDW9EtZ1y2vBYgq8T,Marshmello,85.0,Artist,North America
3oSJ7TBVCWMDMiYjXNiCKE,Kane Brown,77.0,Artist,North America
0fGcIStdT1OpFFhOC7Wp36,Teezo Touchdown,75.0,Artist,North America
718COspgdWOnwOFpJHRZHS,Luke Combs,87.0,Artist,North America
4GGfAshSkqoxpZdoaHm7ky,ERNEST,72.0,Artist,North America
4Gso3d4CscCijv0lmajZWs,Don Toliver,88.0,Artist,North America
2hlmm7s2ICUX0LVIhVFlZQ,Gunna,88.0,Artist,North America
7DXregrznS25AM30UY9sUU,King Savagge,66.0,Artist,South America
5CAruGjgds3QlF5ICtEnnc,Jairo Vera,71.0,Artist,South America
2IAxPmQzx2NuutHe7ta7gs,Bayron Fire,66.0,Artist,South America
11HepfI1lj6KJHj651rZhM,Lucky Brown,73.0,Artist,South America
7tMukTswF8N6b0zI4rlCmg,Big Cvyu,65.0,Artist,South America
35oGZihZclGoTVuICPXRP9,Jere Klein,76.0,Artist,South America
07WSqyexqFJM0ZeQVPqJJg,Mateo on the Beatz,69.0,Artist,South America
4fVe4Q8NDy3wog4lVZMlOX,EL MURCIELAGO,61.0,Artist,South America
1QcutbFtA6u8A2ZFTZuLSL,Panda Black,67.0,Artist,South America
6U574RAq08wVaurzSaqEY3,Lewis Somes,72.0,Artist,South America
1PANUPmT5KUDGs3Xgkhw3T,Martinwhite,62.0,Artist,South America
1djP5LHPEF9KvmoKJI0QPX,NEMJ,62.0,Artist,South America
4rRwh9ghjocFABAwIwnunp,Gittobeatz,64.0,Artist,South America
10VBp06W8NIgMW4JruLCC4,Kidd Voodoo,71.0,Artist,South America
2WcCTeyPFxpiGwlntz0X2V,Dysbit,61.0,Artist,South America
7hwlbJCUBQksiqlloB6x9K,Grupo Zúmbale Primo,65.0,Artist,South America
5NenY2Jl9wwLRxf86go4Y8,Fran C,66.0,Artist,South America
2OEZ0KKJrKXsRQ6hU9bbfS,Kevin Martes 13,55.0,Artist,South America
0x5lhIYknBUEozHuXjkwUs,Galee Galee,64.0,Artist,South America
22QaKKmBIH3QiotuG30W3o,Santaferia,64.0,Artist,South America
3dC19P4w1BbDuwCailjybv,Nes,68.0,Artist,South America
6w9ToX5slZ4uIdmD17hJ3c,Bryant Myers,83.0,Artist,South America
2XcZshqzPKm3iZcmt73R8D,Pablo Chill-E,73.0,Artist,South America
0NnUMWDCDi1snuMja6IdxH,Harry Nach,64.0,Artist,South America
6RhHQP5MQPD3waU29h43gZ,DJ Acres,52.0,Artist,South America
5cRpSxsBSMfrPgDuXDsys1,Prod Millones,51.0,Artist,South America
4WnChRKrzhukEIN00vy0s8,Axl Boore,55.0,Artist,South America
4yxLYO2imECxGYTTV7RQKb,Pailita,69.0,Artist,South America
1fIJZfSmqQkuqfKNRmrS1V,El Jordan 23,69.0,Artist,South America
7kvnG7JhX0ycVMVb8SP8EL,Bryartz,61.0,Artist,South America
6rHwFb0YjWexAYxTjm4eIj,Nickoog Clk,65.0,Artist,South America
2vnaEm73LHWfchNiQccNBa,El BAI,64.0,Artist,South America
5uwa6tAMMfNbBFIHiI6NV4,W Sound,69.0,Artist,South America
0dQUkvpKTvHbsTxXKcIN0S,Adan La Amenaza,60.0,Artist,South America
3i6lAgVHplDXb6zrjIeBeK,Kris R.,69.0,Artist,South America
1cUpGtXcSQsovNYEZOQgOG,Nanpa Básico,76.0,Artist,South America
7a0XAaPaK2aDSqa8p3QnC7,Beéle,79.0,Artist,Central America
2NfSBtmWe7oPw1EmetJVso,Boza,70.0,Artist,Central America
0zO8yNnw5GQgutcIyXfGBY,ELENA ROSE,72.0,Artist,South America
2xmhyxkjpGNBeWXVMeVWHb,Rayo & Toby,55.0,Artist,South America
7GQDI5Vmxs92RsIRZzYT11,Pirlo,70.0,Artist,South America
0x6LwydMMHwLVnyML3s4lb,Nicole Dier,35.0,Artist,South America
4LyGCVZ22bGCY4BaW04Uyl,Mackie,56.0,Artist,South America
1g9s0VQvScNH2eh7JCbzUu,R.K.M.,44.0,Artist,South America
3jGlU8UMMo44I2xeLQ6FD3,Dalmata,65.0,Artist,South America
2P5WbTImnPSJQV4ZbQuQZ3,Bimbo el Oso Mañoso,47.0,Artist,South America
5J5DLfdC5YmPjVk8ljdOqU,Big Metra,60.0,Artist,South America
3bkz7ccHi6jiOIag1UyKkE,"KIO ""El Historiador""",46.0,Artist,South America
3tLXPx5dsnZtsodGSf6t8E,Chris Jonex,46.0,Artist,South America
0eHQ9o50hj6ZDNBt6Ys1sD,Yandel,81.0,Artist,South America
1zng9JZpblpk48IPceRWs8,Grupo Niche,71.0,Artist,South America
28gNT5KBp7IjEOQoevXf9N,Camilo,81.0,Artist,South America
0GchaVw5KfSVEm0xl0OXEe,Luis Alfonso,67.0,Artist,South America
4SsVbpTthjScTS7U2hmr1X,Arcángel,84.0,Artist,South America
3SUT1jjM5hzZj9TLfLZGIP,Tego Calderón,73.0,Artist,South America
17SY5q1CMOZJBRuPcKWwPI,J Abdiel,71.0,Artist,Central America
4s6Xg38sbqh4xpf4OqhVUK,iZaak,75.0,Artist,South America
2cPqdH7XMvwaBJEVjheH8g,Jay Wheeler,80.0,Artist,Central America
4PPoI9LuYeFX8V674Z1R6l,Vicente Fernández,79.0,Artist,Central America
5lwmRuXgjX8xIwlnauTZIP,Romeo Santos,86.0,Artist,Central America
1qto4hHid1P71emI6Fd8xi,Aventura,82.0,Artist,Central America
4cG43cUBRJWWDsRh4SW48i,Viktor Sheen,71.0,Artist,Europe
721o1Z0J6jQupyzLt9RnEk,Yzomandias,67.0,Artist,Europe
6gvVFtkTV4OCyQSCzGgU1h,Nik Tendo,63.0,Artist,Europe
1jHpBumJuu1B6LCJQVh49x,SIMILIVINLIFE,55.0,Artist,Europe
6xg3PSVEwviVyfnx3mtsPL,Saul,56.0,Artist,Europe
52OGEbhmyukkdvJ6EDaLH1,Lil Buca Near,49.0,Artist,Europe
4Vmja4orT3sZ2F3x3DanBZ,Hard Rico,65.0,Artist,Europe
4V1v1oFnKe0b42lZh1QBnF,Ektor,65.0,Artist,Europe
19HPN1TcUQ4L5gPdRIELlr,Trabo,44.0,Artist,Europe
3qoxj1cR3W3crV51Wg38Ux,Dollar Prync,57.0,Artist,Europe
1gRr6moof50L1b7XsbClvI,Rytmus,56.0,Artist,Europe
3LujD0iQ9jRbSCMA39CGfO,Separ,64.0,Artist,Europe
5RWzjEjUW2NWpSm00Ieo5X,Peter Pann,57.0,Artist,Europe
3FgZ0agsmQ50Y9VflHdcio,Rohony,51.0,Artist,Europe
7eKgZc26opM9g5oRiOOwlu,Manene,45.0,Artist,Europe
2U1l35agymGrBDFeMIxVLG,Pil C,57.0,Artist,Europe
33ngpBQcfq53FgLhpBDt8i,Luca Brassi10x,60.0,Artist,Europe
5gRumjUBK1fHfuOlQxspJ9,ŠKWOR,53.0,Artist,Europe
5lEkQtWa3UKlI1hj7sktcd,Calin,63.0,Artist,Europe
5iYtjtFv6SvHX95ny4fVEz,P T K,64.0,Artist,Europe
1bpca6RQE5kp92pIwPMBE8,Ben Cristovao,61.0,Artist,Europe
2f1Czzz5n4BX80U6cksGr9,Kabát,61.0,Artist,Europe
28oxY7ZfDt1BJFf8FVfpEh,Robin Zoot,55.0,Artist,Europe
2ZHJEckf6HJXMSuD2icSSW,Sofian Medjmedj,57.0,Artist,Europe
7KjsjftPKKarTvZlawniPi,Marstein,64.0,Artist,Europe
1GKN1Js8fa19K23eIhOMhg,Annika,63.0,Artist,Europe
74HomvqoUecDcUPRespyqg,Suspekt,57.0,Artist,Europe
5FIdLxucf1EKqZfxeeXZzD,URO,57.0,Artist,Europe
4ZwOlDVAGXQo66ykbLQ8dP,Lamin,65.0,Artist,Europe
1d5Y2zrhRQ6R0plv652L67,Ukendt Kunstner,58.0,Artist,Europe
2eBqkaIfoNsOPCQCQEy5fD,Benny Jamz,63.0,Artist,Europe
2KbikmQKGiUPR2ARs1h0sq,Gilli,67.0,Artist,Europe
2dfY7zXIP61MKHtD175hFp,Noah Carter,57.0,Artist,Europe
7JoViNQIqOIaxcBswboN5d,Ankerstjerne,51.0,Artist,Europe
3pVuaUisHmRfVy53qWwmql,Daniel Schulz,49.0,Artist,Europe
3SyJZpVRYuncgXPtjAceOJ,Panamah,47.0,Artist,Europe
5Ppbc55kNdjvxP8Tw2P8S9,APHACA,52.0,Artist,Europe
2d7AMvzFwh5wUTuqQl3BAE,KESI,64.0,Artist,Europe
5RaTuqY7SJHvh6MNzMagut,D1MA,60.0,Artist,Europe
14nVYgOiwVBJIEATXIDYC8,Burhan G,58.0,Artist,Europe
6ohx0Iujh5kRkt5BibHlXj,Frida Brygmann,51.0,Artist,Europe
3elCsuJ1JjDeAd8mjlRRX5,Blæst,51.0,Artist,Europe
6xfKNngTw1zxViM96HSTCq,Mumle,52.0,Artist,Europe
7nCIXUCqZmxntAGJMyls5c,Svea S,49.0,Artist,Europe
1w2fVGZN37TieWhlqS8UwB,Tobias Rahim,58.0,Artist,Europe
3RYYha3CC7js2PHbcBHewt,ICEKIID,57.0,Artist,Europe
4ysmSq2N7badobfVT6YZ82,Gobs,59.0,Artist,Europe
3Tg0bQKDqc4ONwmKywDq72,MAS,56.0,Artist,Europe
3UaEtP4pJGDhyEzy47AMzl,Malte Ebert,55.0,Artist,Europe
5MCNh315T9Mi2yQTD4bYkn,Dos Santos,45.0,Artist,Europe
2GGL93jyTZ4X7uidHSJhIr,Kundo,53.0,Artist,Europe
1GLzVjVa7bLnAcD1At98j3,Omar,50.0,Artist,Europe
028xhPwqtWva4J0MkFHY2x,Mads Langer,54.0,Artist,Europe
0thQkzSyTo4l3zbpibZznQ,Hjalmer,51.0,Artist,Europe
0yqCOSZ1i0c49UUbE8AzbQ,Rasmus Seebach,61.0,Artist,Europe
1YwMnnHvnG64fJxYSVwmN6,Branco,59.0,Artist,Europe
1uNFoZAHBGtllmzznpCI3s,Justin Bieber,92.0,Artist,Europe
4ncaw2cfA3Wlly1tBD2eWt,Yailin la Mas Viral,66.0,Artist,Central America
5O5qjKWtduHgXxeEYbbSxz,Puyalo Pantera,60.0,Artist,Central America
4WzBqbc7fxl2y8XrznMSqf,Candelita,48.0,Artist,Central America
0TnOYISbd1XYRBk9myaseg,Pitbull,86.0,Artist,Central America
3OcvS8PzSGYMBvLdzY6g3e,Silvestre Dangond,69.0,Artist,Central America
6NVVcu2j3GlTJwVUnNh27B,Jose iglesia,47.0,Artist,Central America
03A4rAqMAxVwjkRIPZxZ9Y,Sacra Mr Melody,48.0,Artist,Central America
4VVEpEhC8NcR7AqNEds42U,Chimbala,69.0,Artist,Central America
7w0t8O8nbirfLvGJgKK0xk,Leo RD,62.0,Artist,Central America
3Z8i7zAQr7lPwH7pUQnlXJ,Kreizy k,55.0,Artist,Central America
7eUSP77ZhnXleSue48JWiT,El Blachy,51.0,Artist,Central America
5rlinmh5Y0p4zfMY5qngpX,Diamond la Mafia,45.0,Artist,Central America
4UcGO4hOufILa9qGd3KOCo,La Perversa,55.0,Artist,Central America
4lpMINWZQ39N9joHJFmgDE,Loco Prieto Oficial,46.0,Artist,Central America
30TfJAUX5Aeh7qKjyndmsO,Mapa Negro,52.0,Artist,Central America
2rMFPjySMqkgBajkLKL6zo,Lomiiel,68.0,Artist,Central America
2dHbjVgpO3NvzY8D7yZvji,Donaty,61.0,Artist,Central America
0L7AJNWmGtSjzASON8eTDW,Papera,57.0,Artist,Central America
1y8spb5Thg0p5ybNtdk4tu,Jezzy,59.0,Artist,Central America
6kq4GHwUcUojGIu0ziSNXf,Amenazzy,67.0,Artist,Central America
6GlX3FdCQrMftGfVaWcmPZ,NTG,65.0,Artist,Central America
5wJ6ampK4rbYM4QjhIbsGa,John Theis,45.0,Artist,Central America
7qYeIN2r4H1kBvr0Gm9Iav,Randy,69.0,Artist,Central America
44cW3xznP61BXbu0e7fgxn,Slayter,62.0,Artist,Central America
12lHTAdc9T204lw5qPtasv,Foreign Teck,63.0,Artist,Central America
0XXR1ghu7pFEcfdmhq52E9,Braulio Fogon,54.0,Artist,Central America
1f7FtdbdaRjeeOr0gK9f3L,Luis Brown,54.0,Artist,Central America
0b4EVanoJb8wkWF7QUA3uY,Sin Nombre,59.0,Artist,Central America
0B4uq7LA4vdVwFPDoOcVtw,Jey One,63.0,Artist,Central America
0tR60pwxQ5WKjPxQcKoCQ7,Messiah,62.0,Artist,Central America
0PPgD3dY7wrxsMe021mByK,La Mas Doll,50.0,Artist,Central America
2kF83E9c7WmW5XdqwUrJd2,Chocoleyrol,47.0,Artist,Central America
3Y9A8EQQtWU8RStiTlzErv,Jombriel,59.0,Artist,South America
1YZcJWydWAbSpknMUKtD9m,Alex Krack,55.0,Artist,South America
2wnVvfvSkFJbtOinte4sC3,Jøtta,62.0,Artist,South America
70nxnxEqDQIEWneRjg2Q4O,Adolescent's Orquesta,73.0,Artist,South America
27popMcDKX0XWFqlq4vTXZ,Sossa,50.0,Artist,South America
2Kw8bTqfGNAH3hOmR0aSsm,Bruno Marcelo,47.0,Artist,South America
2cXxHeHp70c1PDDo5h4Y9b,Rich Ibra,44.0,Artist,South America
4NMmc3Z7Yd8SJc0iSmEaZx,Vyse,44.0,Artist,South America
3b3OoVWsX5vEeuAg0TUlPQ,Joel The B,44.0,Artist,South America
0ehrcK1euZpC14iBSYtbgy,Hoppen,44.0,Artist,South America
60uh2KYYSCqAgJNxcU4DA0,Hombres G,74.0,Artist,South America
1Ts9of7VPZElwPQnqnDSfW,Lyanno,75.0,Artist,South America
1GKIlPFdcewHtpDVCQ8zmJ,Brray,74.0,Artist,South America
4IMgqWorWJUqUlbULGdoBa,Youssif Elashry,57.0,Artist,Africa
7yBuSjd5Z3w7acodk51evR,Afroto,60.0,Artist,Africa
33Dgas4QUk9jjh2TnolVwj,ONUY,51.0,Artist,Africa
5CSaIf8OAstAYE5oqQeS15,Magdy El Zahar,58.0,Artist,Africa
6mPZyiInAlfLGBJbX0echu,زاد,47.0,Artist,Africa
3mUUUQDWnVlttF1yERxmPQ,Ilmond,61.0,Artist,Africa
5764EiAfWT26wi1CdLcnwz,Shehab,59.0,Artist,Africa
5QKGejJMncXUNUb9pUFbEf,TUL8TE,63.0,Artist,Africa
2KJgliIl1dMyeOMyCcnYv7,Bahaa Sultan,62.0,Artist,Africa
5rCq30EbJ3DfZPKybGZj8F,Tamer Ashour,64.0,Artist,Africa
2PM82jOCB674w4BL08zFVS,Muslim - مُسلِم,62.0,Artist,Africa
4KGzrDuN7l1lrMNuio2fUe,yousef mohamed,36.0,Artist,Africa
3gCqbhXmiSto3R8U9YZcZM,Reda El Bahrawy,56.0,Artist,Africa
25P1GMgHepq6rkzRwg2DcB,Eslam Kabonga,61.0,Artist,Africa
4BKC2HOGEqtYz2Xbgp9N1q,Wegz,62.0,Artist,Africa
2GVksDv9UpY60i4CvytrZK,Cairokee,62.0,Artist,Africa
2iToE4LH0W9zs4hVw3A7m6,Mahmoud El Leithy,57.0,Artist,Africa
2KjiHtx0h8tyJXbg8aYRgu,Essam Sasa,65.0,Artist,Africa
5HczG7gdd89oDKY0CUyPof,Wael Jassar,61.0,Artist,Africa
2yV4zQzvNPMyHncf60u9sr,Lella Fadda,47.0,Artist,Africa
4o6vIkdmHiEXZOesrJj3KO,Abyusif,58.0,Artist,Africa
5LtHZB7vU02HtNoOzNcVhc,Ramy Sabry,63.0,Artist,Africa
5OssgJlERPHTqpgpwUh01O,Said Fatla,41.0,Artist,Africa
6bb9VI1PpPTEmdgcgjTppX,Mohamed Hamaki,61.0,Artist,Africa
15EdXJSvJSrjOGXsIimK0d,Ameen Khattab,56.0,Artist,Africa
0IiR4LJwslf6HBSdk9W3Dg,Angham,59.0,Artist,Africa
5OaC42gxOxSYgfmmSxe672,Farid,51.0,Artist,Africa
2N72bJ8IYB4KZmKmxz5Xkk,Hamza Namira,58.0,Artist,Africa
56chSp36PsMhpQvUn1kdR3,Marwan Pablo,63.0,Artist,Africa
57UiSuUcw9m0MV4bC2DukM,Molotof,52.0,Artist,Africa
63OMTYC88PAsd7ffM3ErQv,Muslim,50.0,Artist,Africa
4JhWEqWfwTQywn7lKkNWt5,Felo,48.0,Artist,Africa
5miyPYjh5EcpOSqloDJPID,Ramy Gamal,58.0,Artist,Africa
1bfl0AU8SqmLkElptOprhC,Julión Álvarez y su Norteño Banda,86.0,Artist,Central America
5eumcnUkdmGvkvcsx1WFNG,Tito Double P,91.0,Artist,North America
0pePYDrJGk8gqMRbXrLJC8,Luis R Conriquez,87.0,Artist,North America
6pV5zH2LzjOUHaAvENdMMa,Neton Vega,84.0,Artist,Central America
0elWFr7TW8piilVRYJUe4P,Natanael Cano,89.0,Artist,North America
6dLuQ5qXxIuWc5urxfIiZR,Calle 24,77.0,Artist,Central America
2rmkQLzj0k4nZdQehOUByO,Chino Pacas,83.0,Artist,Central America
33ScadVnbm2X8kkUqOkC6Z,Don Omar,84.0,Artist,Central America
7Gi6gjaWy3DxyilpF1a8Is,Junior H,91.0,Artist,North America
1pgDilWYDWLoOgGjf1iHNu,Zion,75.0,Artist,Central America
5lFhCi03HDneWzvCxGctrT,Jory Boy,70.0,Artist,Central America
4DYFVNKZ1uixa6SQTvzQwJ,Ken-Y,66.0,Artist,Central America
3LKXWvXFWrkwUzJWxzwVpW,Tony Dize,73.0,Artist,Central America
3TVXtAsR1Inumwj472S9r4,Drake,96.0,Artist,Central America
2a8z7MVhEtvZXFbgEE9ihL,triibupasta,38.0,Artist,Europe
5K9q3ogdUech17MWE2mqlL,White Girl,34.0,Artist,Europe
2cNMMulo6S2a0tHrwX2s6i,nublu,48.0,Artist,Europe
6kSiYWWt4597uZNH0Cpjig,maria kallastu,34.0,Artist,Europe
13ubrt8QOOCPljQ2FL1Kca,A$AP Rocky,86.0,Artist,Europe
6Xb4ezwoAQC4516kI89nWz,Imogen Heap,78.0,Artist,Europe
5vSQUyT33qxr1xAX2Tkf3A,Clams Casino,72.0,Artist,Europe
5nZADoZFWVB90dHpk5zvXy,villemdrillem,42.0,Artist,Europe
55I7E3FxDsnuRqr0sQSrMf,Küberünnak & Karmo,36.0,Artist,Europe
6TsAG8Ve1icEC8ydeHm3C8,Snow Strippers,68.0,Artist,Europe
4S18DTzCeExY2k5vi6rGWW,Florian Wahl,29.0,Artist,Europe
6acByqWJeuaM0TX5VoY6an,5MIINUST,46.0,Artist,Europe
6kvEy25jX5e1RtdFn1Eo3X,säm,43.0,Artist,Europe
0Y6dVaC9DZtPNH4591M42W,TV Girl,84.0,Artist,Europe
1QAJqy2dA3ihHBFIHRphZj,Cigarettes After Sex,87.0,Artist,Asia
4oLeXFyACqeem2VImYeBFe,Fred again..,78.0,Artist,Europe
5SXuuuRpukkTvsLuUknva1,Baby Keem,78.0,Artist,Europe
78rUTD7y6Cy67W1RVzYs7t,PinkPantheress,78.0,Artist,Europe
3jNkaOXasoc7RsxdchvEVq,Chase & Status,73.0,Artist,Europe
2SrSdSvpminqmStGELCSNd,Stormzy,73.0,Artist,Europe
2Pn8JMNrnRnSpNRPPgtiWA,ibe,61.0,Artist,Europe
6IKJyoGeFRCRDb90U6AEzp,Turisti,65.0,Artist,Europe
5m8QXFAKCuty66pOzy9aPZ,Mirella,63.0,Artist,Europe
0hVN0MWgK3oTTBoqBVSRwt,Sliki,57.0,Artist,Europe
1iRlPYW9AnnyLTPfy53Mj9,Ares,53.0,Artist,Europe
6lFrRAoT64zvrLiL1edMhk,Averagekidluke,63.0,Artist,Europe
3Lc2yroP05lRK5z9NtQTkc,Etta,56.0,Artist,Europe
2E93OTghhH2JKYUWt48gFK,AHTI,57.0,Artist,Europe
3aD9K1zaLQ3G7yp9XV5E4D,Isac Elliot,59.0,Artist,Europe
4cmLVUbkth6BauCptSGKsV,Lauri Haav,56.0,Artist,Europe
7meg3neLTT2WR1LDjL8jze,SANNI,52.0,Artist,Europe
0hidKEfknd2aNabseugaN2,SHRTY,53.0,Artist,Europe
1hIZRiy8VLKDzZSk1SyjvP,Korelon,58.0,Artist,Europe
5aF5rqONOxygQlthvJ5Wjr,KERZA,55.0,Artist,Europe
56fNXc6wRoO6rkxs0mNtL4,Kube,50.0,Artist,Europe
3kKa5RWsRwK2f5Xu2RHBB7,Jore & Zpoppa,53.0,Artist,Europe
2JSX0lIYekUp6F301cTHkq,Sexmane,61.0,Artist,Europe
3I4GcOB25cSJHa9d7Bsgji,costee,51.0,Artist,Europe
2zd9YxlsQvA5mkZ1NarYVQ,Miriam Bryant,64.0,Artist,Europe
0cv9YYFgE0vLVgTjMrOZup,Sara Siipola,50.0,Artist,Europe
0PyeoSEt7RQPbjuzy3JK9O,Ege Zulu,51.0,Artist,Europe
3bAa4FKwIgwWYHdaUJicmE,BEHM,54.0,Artist,Europe
5lrrAnWHek9LEQgB3MCfub,OLGA,46.0,Artist,Europe
4Q4b4S784htx6DtxcMUfMO,Robin Packalen,55.0,Artist,Europe
4yJlK8mRoESpFoPq3sOAi5,Tupe.,49.0,Artist,Europe
6LkMGN0t3HDNL8hIvma70r,Käärijä,59.0,Artist,Europe
5BTRN678gL6XT4kv3TBopQ,Costi,58.0,Artist,Europe
5ndSb0dw2ilXbSlUZ7Gm78,Juuna Chill,44.0,Artist,Europe
1p1Q1tRavrbMGCgJdf9G0H,Tomi Saario,45.0,Artist,Europe
3YC5DVJDjyazvB8hxJSybr,KUUMAA,58.0,Artist,Europe
4rL7vju2zGQGrzqkpzkwOo,koira,46.0,Artist,Europe
0LjFLVs8xGlfyPxUZrG5NZ,RODEO,33.0,Artist,Europe
4gl9wpGYA4o15ykU2FBnd3,Anna Puu,45.0,Artist,Europe
5H34mYQz0gLcqPWIOTyDaJ,Erin,43.0,Artist,Europe
69pjn3Oxt0azUYEw9NE4S0,Ida Paul,46.0,Artist,Europe
5tflzG5jjh0ka3SrnOgewO,Mikael Laurent,44.0,Artist,Europe
1fy2OEMI7TX9ayBKxErHK0,jambo,49.0,Artist,Europe
0C1YfsZSxVHgL0Z8bngOTM,Dr. Yaro,62.0,Artist,Europe
3vUMXQ9kPnZAQkMkZZ7Hfh,Tiakola,78.0,Artist,Europe
4acowSAiQXmdhs4DCgUQ0U,Ryflo,61.0,Artist,Europe
1eXXCUkwhu0MRLTamWEgXE,Oskoow,61.0,Artist,Europe
5Vf6gyVzfo8TnzrPRBg3qo,SANTA,62.0,Artist,Europe
6Te49r3A6f5BiIgBRxH7FH,Ninho,81.0,Artist,Europe
7CUFPNi1TU8RowpnFRSsZV,Niska,77.0,Artist,Europe
7x3eTVPlBiPjXHn3qotY86,KeBlack,71.0,Artist,Europe
4uJNQGa3L2frXDxwgouTIw,Franglish,69.0,Artist,Europe
