35,Ma Meilleure Ennemie (from the series Arcane League of Legends),"[5j4HeCoUlzhfWtjAfM1acR, 6e3pZKXUxrPfnUPJ960Hd9, 57nPqD7z62gDdq37US9XJR]",0.678,0.604,4,-7.926,0,0.0962,0.00465,0.000936,0.2780,0.374,88.000,audio_features,4lriIG2vNqwDWzOj2I9rtj,spotify:track:4lriIG2vNqwDWzOj2I9rtj,https://api.spotify.com/v1/tracks/4lriIG2vNqwDWzOj2I9rtj,https://api.spotify.com/v1/audio-analysis/4lriIG2vNqwDWzOj2I9rtj,147973,4,United States,NaN
36,NIGHTS LIKE THIS,[2tIP7SsRs7vjIcLrU85W8J],0.482,0.757,6,-4.586,1,0.0355,0.01370,0.001600,0.1430,0.120,142.579,audio_features,1XBYiRV30ykHw5f4wm6qEn,spotify:track:1XBYiRV30ykHw5f4wm6qEn,https://api.spotify.com/v1/tracks/1XBYiRV30ykHw5f4wm6qEn,https://api.spotify.com/v1/audio-analysis/1XBYiRV30ykHw5f4wm6qEn,86984,4,United States,NaN
37,Lose Control,[33qOK5uJ8AR2xuQQAhHump],0.561,0.604,9,-4.409,1,0.0337,0.19900,0.000019,0.1040,0.242,159.920,audio_features,17phhZDn6oGtzMe56NuWvj,spotify:track:17phhZDn6oGtzMe56NuWvj,https://api.spotify.com/v1/tracks/17phhZDn6oGtzMe56NuWvj,https://api.spotify.com/v1/audio-analysis/17phhZDn6oGtzMe56NuWvj,210689,3,United States,NaN
38,Please Please Please,[74KM79TiuVKeVCqs8QtB0B],0.675,0.586,9,-6.086,1,0.0531,0.25700,0.000000,0.1040,0.621,107.015,audio_features,2tHwzyyOLoWSFqYNjeVMzj,spotify:track:2tHwzyyOLoWSFqYNjeVMzj,https://api.spotify.com/v1/tracks/2tHwzyyOLoWSFqYNjeVMzj,https://api.spotify.com/v1/audio-analysis/2tHwzyyOLoWSFqYNjeVMzj,186365,4,United States,NaN
39,Tu Boda,"[3l9G1G9MxH6DaRhwLklaf5, 0ys2OFYzWYB5hRDLCsBqxt]",0.694,0.651,6,-6.968,1,0.0784,0.49600,0.000014,0.0787,0.471,112.648,audio_features,1cOboCuWYI2osTOfolMRS6,spotify:track:1cOboCuWYI2osTOfolMRS6,https://api.spotify.com/v1/tracks/1cOboCuWYI2osTOfolMRS6,https://api.spotify.com/v1/audio-analysis/1cOboCuWYI2osTOfolMRS6,225881,3,United States,NaN
40,Beautiful Things,[22wbnEMDvgVIAGdFeek6ET],0.472,0.471,10,-5.692,1,0.0603,0.15100,0.000000,0.1400,0.219,105.029,audio_features,3xkHsmpQCBMytMJNiDf3Ii,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,https://api.spotify.com/v1/tracks/3xkHsmpQCBMytMJNiDf3Ii,https://api.spotify.com/v1/audio-analysis/3xkHsmpQCBMytMJNiDf3Ii,180304,3,United States,NaN
41,Not Like Us,[2YZyLoL8N0Wb9xBt1NhZWg],0.898,0.472,1,-7.001,1,0.0776,0.01070,0.000000,0.1410,0.214,101.061,audio_features,6AI3ezQ4o3HUoP6Dhudph3,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,https://api.spotify.com/v1/tracks/6AI3ezQ4o3HUoP6Dhudph3,https://api.spotify.com/v1/audio-analysis/6AI3ezQ4o3HUoP6Dhudph3,274192,4,United States,NaN
42,No One Noticed,[2sSGPbdZJkaSE2AbcGOACx],0.705,0.339,7,-10.612,1,0.0278,0.55200,0.081400,0.1200,0.457,97.989,audio_features,3siwsiaEoU4Kuuc9WKMUy5,spotify:track:3siwsiaEoU4Kuuc9WKMUy5,https://api.spotify.com/v1/tracks/3siwsiaEoU4Kuuc9WKMUy5,https://api.spotify.com/v1/audio-analysis/3siwsiaEoU4Kuuc9WKMUy5,236907,4,United States,NaN
43,Popular,[66CXWjxzNUsdJxJ2JdwvnR],0.440,0.319,5,-12.356,1,0.1660,0.73200,0.000000,0.0967,0.470,178.329,audio_features,3i8fIJNV0yuC4kXT3SkVBZ,spotify:track:3i8fIJNV0yuC4kXT3SkVBZ,https://api.spotify.com/v1/tracks/3i8fIJNV0yuC4kXT3SkVBZ,https://api.spotify.com/v1/audio-analysis/3i8fIJNV0yuC4kXT3SkVBZ,241502,4,United States,NaN
44,What Is This Feeling?,"[66CXWjxzNUsdJxJ2JdwvnR, 46UMQ0cW8ToR8egkBRwAxZ]",0.607,0.480,1,-8.810,1,0.1200,0.69100,0.000000,0.1110,0.637,151.909,audio_features,7eGuPhpdS8sBjPJNuAShUX,spotify:track:7eGuPhpdS8sBjPJNuAShUX,https://api.spotify.com/v1/tracks/7eGuPhpdS8sBjPJNuAShUX,https://api.spotify.com/v1/audio-analysis/7eGuPhpdS8sBjPJNuAShUX,228948,4,United States,NaN
