Egypt,energy
Egypt,key
Egypt,loudness
Egypt,acousticness
Egypt,liveness
Egypt,valence
Morocco,energy
Morocco,key
Morocco,loudness
Morocco,speechiness
Morocco,acousticness
Morocco,liveness
Morocco,tempo
South Africa,danceability
South Africa,mode
South Africa,instrumentalness
South Africa,tempo
